locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	region	group	gene_length	gc_content	gc3	gc3_deviation	nc	rare_codon_freq	dist_oriC	region_calc	baseMean	has_gene_name	has_old_locus_tag	has_named_product	is_hypothetical	has_protein_id	is_constitutive	LFC_T2vsT1	LFC_T3vsT1	composite_conservation
SC_RS05490	bdeA	SCO0713	bis(hydroxyethyl) terephthalate hydrolase	HTH (other)	756314	757246	-	1	Shielded	933	0.722400857449089	0.9614147909967846	0.04708604061808608	29.606863399928443	0.016129032258064516	3515913.0	arm	23.606023365749312	True	True	True	False	True	False	-1.5374159449617275	2.0900282222333426	0.6470130007045868
SC_RS05550		SCO0724	MurR/RpiR family transcriptional regulator	Other regulatory	768450	769367	+	1	Shielded	918	0.7331154684095861	0.9477124183006536	0.03338366792195502	30.634202528947274	0.019672131147540985	3503784.5	arm	148.48991289069784	False	True	True	False	True	True	0.4305057981057131	0.1177200769612613	0.1167089022094001
SC_RS05570		SCO0728	TetR family transcriptional regulator	TetR	771628	772362	+	1	Shielded	735	0.7374149659863946	0.9346938775510204	0.020365127172321862	30.869358572826528	0.020491803278688523	3500698.0	arm	41.68973249559702	False	True	True	False	True	True	-0.1737691216983287	0.1218793461270799	0.09406322478325024
SC_RS05600		SCO0734	ROK family transcriptional regulator	ROK	776554	777720	-	1	Shielded	1167	0.7514995715509855	0.9588688946015425	0.044540144222843914	29.62538540498741	0.01804123711340206	3495556.0	arm	66.70690316048109	False	True	True	False	True	False	-0.1727301002487664	0.5318215196403713	0.17367836763797276
SC_RS05655		SCO0745	TetR/AcrR family transcriptional regulator	TetR	786984	787643	-	1	Shielded	660	0.7560606060606061	0.9409090909090909	0.026580340530392377	28.91523424673799	0.0228310502283105	3485379.5	arm	26.923961561518265	False	True	True	False	True	False	1.403719300924047	2.671125722517398	0.0975344886339214
SC_RS05790		SCO0772	TetR/AcrR family transcriptional regulator	TetR	821295	821873	+	1	Shielded	579	0.7547495682210709	0.8963730569948186	0.017955693383879923	36.80076523476339	0.03125	3451109.0	arm	79.90985941949502	False	True	True	False	True	True	0.1109692802517742	-0.4871356386344221	-0.21674568525772994
SC_RS05835		SCO0781	anti-sigma factor antagonist	Sigma factor	828403	828789	+	1	Shielded	387	0.7493540051679587	0.937984496124031	0.023655745745332468	30.508985915228752	0.015625	3444097.0	arm	74.21134547358123	False	True	True	False	True	False	2.2586565372129304	2.21424551521893	0.03571383581948641
SC_RS05845	otr(A)	SCO0783	tetracycline resistance ribosomal protection protein Otr(A)	TetR	829910	831817	+	1	Shielded	1908	0.7589098532494759	0.9386792452830188	0.024350494904320286	29.557858094558554	0.029921259842519685	3441829.5	arm	89.08864512160761	True	True	True	False	True	False	-0.6405149842391521	0.5663054702592293	0.9242391837096552
SC_RS05900		SCO0794	ROK family transcriptional regulator	ROK	840399	841688	-	1	Shielded	1290	0.7534883720930232	0.9279069767441861	0.013578226365487556	31.850624961190313	0.037296037296037296	3431649.5	arm	181.99441810639672	False	True	True	False	True	False	-0.0560957848551432	-0.5601793790949843	0.14120728030984941
SC_RS05930		SCO0800	TetR/AcrR family transcriptional regulator	TetR	846917	847525	-	1	Shielded	609	0.7487684729064039	0.9704433497536946	0.05611459937499608	31.4166380382135	0.01485148514851485	3425472.0	arm	79.01615985476853	False	True	True	False	True	True	0.1570544064447543	-0.2625354939914694	-0.06714745934092657
SC_RS05945	sigJ	SCO0803	RNA polymerase sigma factor SigJ	Sigma factor	850100	851074	-	1	Shielded	975	0.7528205128205128	0.9476923076923077	0.03336355731360918	29.01048774675169	0.018518518518518517	3422106.0	arm	302.0062270738613	True	True	True	False	True	False	0.8584381514538014	-0.0536702655875727	0.757115153743605
SC_RS05960		SCO0806	LacI family DNA-binding transcriptional regulator	LacI	853340	854365	-	1	Shielded	1026	0.7495126705653021	0.9590643274853801	0.04473557710668152	28.685219898256108	0.011730205278592375	3418840.5	arm	55.53923532570454	False	True	True	False	True	True	0.0545551845118072	0.376347732069379	0.20986692008962085
SC_RS06040		SCO0822	helix-turn-helix transcriptional regulator	HTH (other)	871406	872086	-	1	Shielded	681	0.748898678414097	0.9515418502202643	0.03721309984156573	29.432872659385566	0.022123893805309734	3400947.0	arm	54.90165235271988	False	True	True	False	True	True	-0.119034485166896	-0.2661396729500866	0.048544299551442904
SC_RS06045		SCO0823	GntR family transcriptional regulator	GntR	872193	872633	+	1	Exposed	441	0.7188208616780045	0.891156462585034	0.023172287793664537	32.20849216032512	0.0547945205479452	3400280.0	arm	79.41156122099117	False	True	True	False	True	False	-1.3298006901673476	-1.4690041024017018	-0.2797651435653023
SC_RS06130		SCO0840	MarR family winged helix-turn-helix transcriptional regulator	MarR	888194	888700	-	1	Shielded	507	0.7495069033530573	0.9230769230769231	0.008748172698224588	31.328760699613348	0.041666666666666664	3384246.0	arm	49.189602447615414	False	True	True	False	True	False	0.6238096514337876	0.3248867890461973	-0.08192336063711722
SC_RS06215		SCO0857	TetR/AcrR family transcriptional regulator	TetR	904019	904747	+	1	Shielded	729	0.7256515775034293	0.8765432098765432	0.037785540502155324	33.210454693475825	0.04132231404958678	3368310.0	arm	372.0409402863768	False	True	True	False	True	False	-0.0049563235360248	-0.8220834384037379	-0.16620540005078413
SC_RS06250		SCO0864	sigma-70 family RNA polymerase sigma factor	Sigma factor	911343	911939	-	1	Shielded	597	0.7554438860971524	0.914572864321608	0.00024411394290946298	32.94282270762143	0.025252525252525252	3361052.0	arm	191.0545323572935	False	True	True	False	True	False	3.659845684433634	4.937312828167456	0.05505707406979871
SC_RS06260		SCO0866	sigma-70 family RNA polymerase sigma factor	Sigma factor	912931	913572	-	1	Shielded	642	0.721183800623053	0.8271028037383178	0.08722594664038075	38.492080381433674	0.06103286384976526	3359441.5	arm	242.7265842631851	False	True	True	False	True	False	5.905664010847805	6.216740240166261	-0.7395688666336753
SC_RS06280		SCO0870	response regulator	Response regulator	916336	916785	-	1	Shielded	450	0.6488888888888888	0.9	0.014328750378698518	33.51680429111239	0.040268456375838924	3356132.5	arm	148.55556145873277	False	True	True	False	True	False	-1.2349348467967949	-1.83206264846728	-0.17537746485498426
SC_RS06285		SCO0871	sensor histidine kinase	Sensor kinase	916782	918377	-	1	Shielded	1596	0.6942355889724311	0.9078947368421053	0.0064340135365932305	33.077748033921424	0.04331450094161959	3355113.5	arm	585.5685599987723	False	True	True	False	True	False	-1.1384621811153084	-2.3482790096257253	0.2225148236528272
SC_RS06300		SCO0875	ArsR/SmtB family transcription factor	ArsR	921420	921755	-	1	Shielded	336	0.6994047619047619	0.8125	0.10182875037869854	36.59962232802473	0.06306306306306306	3351105.5	arm	22.808872855804637	False	True	True	False	True	False	1.4434302376472552	1.1111618624089463	-0.8615127863266702
SC_RS06310		SCO0877	helix-turn-helix transcriptional regulator	HTH (other)	922247	924913	+	1	Exposed	2667	0.7401574803149606	0.8661417322834646	0.04818701809523396	37.3070929768318	0.04954954954954955	3349113.0	arm	654.9005041217672	False	True	True	False	True	False	1.688781934919955	0.3646558250554286	0.15534265781169126
SC_RS06345		SCO0882	tetratricopeptide repeat protein	TetR	928670	929017	+	1	Shielded	348	0.7270114942528736	0.9310344827586207	0.016705732379922122	31.72873217215585	0.034782608695652174	3343849.5	arm	18.383802183125916	False	True	True	False	True	False	1.744038012178177	1.552740186529903	-0.1292007829575196
SC_RS06365		SCO0886	LacI family DNA-binding transcriptional regulator	LacI	931757	932791	-	1	Shielded	1035	0.7574879227053141	0.9304347826086956	0.01610603222999707	32.56153519215988	0.02616279069767442	3340419.0	arm	713.3679887473867	False	True	True	False	True	False	3.0313495229464373	0.8431328329988723	0.18235473557196416
SC_RS06370		SCO0887	TetR/AcrR family transcriptional regulator	TetR	932864	933568	-	1	Shielded	705	0.7716312056737589	0.9404255319148936	0.0260967815361951	29.803147261376864	0.008547008547008548	3339477.0	arm	121.89370925169914	False	True	True	False	True	False	1.8513213168351164	1.135174231184282	0.19271252015007737
SC_RS06380		SCO0889	LysR family transcriptional regulator	LysR	934332	935237	-	1	Shielded	906	0.7560706401766004	0.9337748344370861	0.019446084058387547	32.74254027034412	0.03322259136212625	3337908.5	arm	86.26615260182798	False	True	True	False	True	True	0.2939809405267505	-0.0192168793142748	-0.0040650371529444285
SC_RS06395		SCO0891	helix-turn-helix transcriptional regulator	HTH (other)	936431	937270	+	1	Shielded	840	0.7607142857142857	0.9321428571428572	0.01781410676415862	31.723013134292785	0.025089605734767026	3335842.5	arm	41.50168400554195	False	True	True	False	True	False	0.7719533111121496	1.3609043161544092	0.07154094201421694
SC_RS06415		SCO0895	sigma-70 family RNA polymerase sigma factor	Sigma factor	941071	942090	-	1	Shielded	1020	0.7274509803921568	0.9411764705882353	0.02684772020953674	28.978522455364033	0.011799410029498525	3331112.5	arm	19.40092483814065	False	True	True	False	True	False	0.4854039204411557	3.556464302793186	0.26867380490043496
SC_RS06430		SCO0897	PPC domain-containing DNA-binding protein	Other regulatory	942974	943408	-	1	Shielded	435	0.7241379310344828	0.9517241379310345	0.03739538755233596	26.432570992002464	0.027777777777777776	3329502.0	arm	30.621385944202036	False	True	True	False	True	False	0.8034364456318976	1.9141949149121151	0.04320058502696083
SC_RS06435		SCO0898	AfsR/SARP family transcriptional regulator	SARP	943851	945833	-	1	Shielded	1983	0.7922339889056984	0.9379727685325264	0.023644018153827884	28.949687060192737	0.022727272727272728	3327851.0	arm	100.06994792015162	False	True	True	False	True	False	0.007604094758719	0.5765168513645809	0.4809720087273037
SC_RS06575		SCO0925	LysR family transcriptional regulator	LysR	971392	972276	+	1	Shielded	885	0.751412429378531	0.9627118644067797	0.04838311402808115	28.62079830914133	0.02040816326530612	3300859.0	arm	55.63885316045086	False	True	True	False	True	True	0.105748774574396	0.2863542206304965	0.09753163752182416
SC_RS06585		SCO0927	LysR family transcriptional regulator	LysR	973388	974224	+	1	Shielded	837	0.7718040621266428	0.946236559139785	0.031907808761086454	29.522937815654785	0.02158273381294964	3298887.0	arm	411.81308555115146	False	True	True	False	True	False	1.031289671131722	0.0635770399553548	0.16064656497575025
SC_RS06650		SCO0940	MarR family winged helix-turn-helix transcriptional regulator	MarR	986247	986720	+	1	Shielded	474	0.7426160337552743	0.9620253164556962	0.04769656607699768	30.737314472664742	0.006369426751592357	3286209.5	arm	21.57566103855572	False	True	True	False	True	True	0.1192077013375205	0.2713711638847062	0.007227623517475491
SC_RS06660		SCO0942	sigma-70 family RNA polymerase sigma factor	Sigma factor	988130	988684	+	1	Shielded	555	0.7333333333333333	0.8810810810810811	0.033247669297617466	36.9629373608532	0.04891304347826087	3284286.0	arm	18.490053751174987	False	True	True	False	True	False	1.5069504137270713	2.9331465948446778	-0.4251179512374561
SC_RS06715		SCO0953	LacI family DNA-binding transcriptional regulator	LacI	1002624	1003673	+	1	Shielded	1050	0.7523809523809524	0.94	0.025671249621301406	31.53659492848295	0.02865329512893983	3269544.5	arm	62.18074159775425	False	True	True	False	True	False	-1.8426515587496184	-0.3631928223982962	0.08001214666619137
SC_RS06810		SCO0971	LysR family transcriptional regulator	LysR	1023053	1023964	+	1	Shielded	912	0.706140350877193	0.8651315789473685	0.04919717143133007	38.14548892796878	0.0462046204620462	3249184.5	arm	430.04824109321027	False	True	True	False	True	False	-0.4677664194222722	-0.8249844799257048	-0.3643723777262221
SC_RS06865		SCO0981	short-chain fatty acyl-CoA regulator family protein	Other regulatory	1031976	1033445	-	1	Shielded	1470	0.7224489795918367	0.9020408163265307	0.012287934052167881	32.82550409200441	0.03885480572597137	3239982.5	arm	86.29485645657559	False	True	True	False	True	False	-0.0997928656008628	0.6717634298098863	0.13841628627408983
SC_RS06885	metE	SCO0985	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	TetR	1038243	1040561	+	1	Shielded	2319	0.7153945666235446	0.92496765847348	0.010638908094781407	28.641326072139766	0.02461139896373057	3233291.0	arm	1437.3723838856035	True	True	True	False	True	False	3.3232589075481034	0.1766970836216357	1.338980081114512
SC_RS06975		SCO1003	TetR/AcrR family transcriptional regulator	TetR	1058377	1058961	+	1	Shielded	585	0.717948717948718	0.8205128205128205	0.09381592986587806	41.48878915963618	0.07731958762886598	3214024.0	arm	113.30439753666798	False	True	True	False	True	False	1.075371051480272	0.1593032084434705	-1.0187712846745451
SC_RS07000		SCO1008	ArsR/SmtB family transcription factor	ArsR	1063185	1063520	+	1	Exposed	336	0.6785714285714286	0.8303571428571429	0.08397160752155564	39.44671597782979	0.09009009009009009	3209340.5	arm	256.50317952583157	False	True	True	False	True	False	0.1164734698130901	-1.3536105142603478	-1.0439606488695095
SC_RS07005			helix-turn-helix domain-containing protein	HTH (other)	1063757	1064212	-	1	Shielded	456	0.706140350877193	0.8421052631578947	0.07222348722080385	38.902959068910796	0.046052631578947366	3208708.5	arm	33.52586830611304	False	False	True	False	False	False	-1.263941082403715	-0.5528652193818911	-1.6242194426318861
SC_RS07015		SCO1011	helix-turn-helix domain-containing protein	HTH (other)	1066337	1068241	-	1	Shielded	1905	0.7506561679790026	0.9385826771653544	0.024253926786655833	29.066573757861754	0.026813880126182965	3205404.0	arm	97.60255902330584	False	True	True	False	True	False	0.9149011866957036	1.2724058244497838	0.4241038774280924
SC_RS07085		SCO1026	DeoR/GlpR family DNA-binding transcription regulator	DeoR	1084395	1085219	+	1	Shielded	825	0.7296969696969697	0.92	0.0056712496213014996	30.763613150134102	0.058394160583941604	3187886.0	arm	588.8064354350477	False	True	True	False	True	False	-1.5092560605737335	-1.6379612583682632	-0.008750013962239178
SC_RS07125		SCO1034	TetR/AcrR family transcriptional regulator	TetR	1092334	1092897	+	1	Shielded	564	0.7269503546099291	0.9361702127659575	0.021841462387258925	32.28225168844394	0.026737967914438502	3180077.5	arm	69.64743416760429	False	True	True	False	True	False	-0.3767031095001331	1.2191371899475545	-0.04855032238903601
SC_RS07150		SCO1039	ROK family protein	ROK	1095280	1096518	-	1	Shielded	1239	0.7756255044390638	0.9491525423728814	0.03482379199418284	29.319721165309172	0.03398058252427184	3176794.0	arm	526.1786573315222	False	True	True	False	True	False	0.5631196363635875	-0.6331502239360605	0.19371818985997877
SC_RS07170		SCO1043	DeoR/GlpR family DNA-binding transcription regulator	DeoR	1099030	1099809	+	1	Shielded	780	0.7448717948717949	0.9538461538461539	0.03951740346745536	29.595257953007096	0.015444015444015444	3173273.5	arm	89.87680848760141	False	True	True	False	True	False	-0.8010754312122149	-0.6682291697620173	0.11129660696525304
SC_RS07215		SCO1052	helix-turn-helix domain-containing protein	HTH (other)	1108110	1108778	-	1	Exposed	669	0.7832585949177877	0.8654708520179372	0.048857898360761376	29.97533346356213	0.03153153153153153	3164249.0	arm	17.84167156962963	False	True	True	False	True	False	0.3469446698179995	2.364778272966627	-0.0936544466529097
SC_RS07255		SCO1060	ROK family protein	ROK	1117870	1119111	-	1	Shielded	1242	0.7568438003220612	0.9468599033816425	0.03253115300294396	31.129768122783013	0.029055690072639227	3154202.5	arm	81.01247084077015	False	True	True	False	True	True	-0.3581513157215901	-0.1318281013273208	0.11734793621330034
SC_RS07285		SCO1066	LacI family DNA-binding transcriptional regulator	LacI	1126535	1127557	+	1	Shielded	1023	0.7243401759530792	0.9266862170087976	0.012357466630099068	31.984229645276802	0.026470588235294117	3145647.0	arm	40.73619605964183	False	True	True	False	True	False	-0.3715703654838271	0.7346929332110727	0.12586162005489668
SC_RS07300		SCO1069	MarR family winged helix-turn-helix transcriptional regulator	MarR	1129716	1130108	-	1	Shielded	393	0.7201017811704835	0.9007633587786259	0.01356539160007264	36.191780498871694	0.05384615384615385	3142781.0	arm	37.89360081505155	False	True	True	False	True	False	1.3089483590641795	0.9852156346348137	-0.39074093695631784
