SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	all_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	product
SCO0241	SC_RS03135		chromosome	229995	230669	+	yes	TetR_N	TetR_C_34;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO0242	SC_RS03140		chromosome	231022	231465	+	no		Glyoxalase;Glyoxalase_4	NA	0	no	NA	NA	NA	VOC family protein
SCO0243	SC_RS03145		chromosome	231475	231654	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0244	SC_RS03150		chromosome	232508	233518	+	no		Beta-lactamase2	NA	0	no	NA	NA	NA	serine hydrolase
SCO0245	SC_RS03155		chromosome	233854	234873	-	no		CBS;CNNM	NA	0	no	NA	NA	NA	hemolysin family protein
SCO0246	SC_RS03160		chromosome	234870	236207	-	no		CBS;CNNM;CorC_HlyC	NA	0	no	NA	NA	NA	hemolysin family protein
SCO0247	SC_RS03165		chromosome	236794	237807	+	no		Spo0M	NA	0	no	NA	NA	NA	sporulation protein
SCO0249	SC_RS03170		chromosome	238280	239794	-	no		DAO;FAD_binding_3;HI0933_like;Pyr_redox;Pyr_redox_2;Rng_hyd_C	NA	0	no	NA	NA	NA	monooxygenase
SCO0250	SC_RS03175		chromosome	239858	240523	+	yes	TetR_N	TetR_C_1;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO0252	SC_RS03180		chromosome	240876	242123	-	no		DAO;FAD_binding_3;Pyr_redox_2	NA	0	no	NA	NA	NA	FAD-dependent monooxygenase
SCO0253	SC_RS03185		chromosome	242203	242766	+	yes	TetR_N	TetR_C_1;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein
SCO0254	SC_RS03190		chromosome	243022	243762	-	no		DLH	NA	0	no	NA	NA	NA	dienelactone hydrolase family protein
SCO0255	SC_RS03195		chromosome	243936	245759	-	yes	HTH_50;HTH_8	AAA_lid_14;HTH_50;HTH_8;MimR;MimR_N	NA	1	no	NA	HTH_other	pfam;CastroMelchor	sigma-54-dependent Fis family transcriptional regulator
SCO0256	SC_RS03200		chromosome	245986	246783	+	no		KR;SDR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	acetoin reductase
SCO0257	SC_RS03205		chromosome	246868	247869	+	no		Amidohydro_2	NA	0	no	NA	NA	NA	amidohydrolase family protein
SCO0258	SC_RS03210		chromosome	247871	248680	+	no		FeS_assembly_P	NA	0	no	NA	NA	NA	iron-sulfur cluster assembly protein
SCO0259	SC_RS03215		chromosome	248677	249702	+	no		ADH_N;ADH_zinc_N;ADH_zinc_N_2	NA	0	no	NA	NA	NA	NAD(P)-dependent alcohol dehydrogenase
SCO0260	SC_RS03220		chromosome	249755	250084	+	no		ABM	NA	0	no	NA	NA	NA	putative quinol monooxygenase
SCO0261	SC_RS03225		chromosome	250164	250691	-	no		Hexapep;Hexapep_2	NA	0	no	NA	NA	NA	sugar O-acetyltransferase
SCO0262	SC_RS03230		chromosome	250805	251740	+	yes	HTH_1;LysR_substrate	HTH_1;LysR_substrate	NA	1	no	NA	LysR	pfam;CastroMelchor	LysR family transcriptional regulator
SCO0263	SC_RS03235		chromosome	251764	252879	-	no		GFO_IDH_MocA;GFO_IDH_MocA_C3;Gal80p_C-like	NA	0	no	NA	NA	NA	Gfo/Idh/MocA family protein
SCO0264	SC_RS03240		chromosome	252946	253398	+	yes	MarR;MarR_2	DUF7343;MarR;MarR_2	NA	0	no	NA	MarR	pfam	MarR family winged helix-turn-helix transcriptional regulator
SCO0265	SC_RS03245		chromosome	253499	254290	+	no		Ble-like_N;Glyoxalase;Glyoxalase_6	NA	0	no	NA	NA	NA	VOC family protein
SCO0266	SC_RS03250		chromosome	254332	255198	-	yes	HTH_18	HTH_18	NA	1	no	NA	HTH_other	pfam;CastroMelchor	helix-turn-helix domain-containing protein
SCO0267	SC_RS03255		chromosome	255311	256087	+	no		Abhydrolase_1;Abhydrolase_6;Hydrolase_4;Thioesterase	NA	0	no	NA	NA	NA	alpha/beta fold hydrolase
SCO0268	SC_RS03260	lanA	chromosome	256281	256442	+	no		Lanti_SCO0268	NA	0	no	NA	NA	NA	SCO0268 family class II lanthipeptide
SCO0269	SC_RS03265		chromosome	256526	259687	+	no		Lant_dehydr_C;Lant_dehydr_N	NA	0	no	NA	NA	NA	lantibiotic dehydratase
SCO0270	SC_RS03270		chromosome	259684	261084	+	no		LANC_like	NA	0	no	NA	NA	NA	lanthionine synthetase C family protein
SCO0271	SC_RS03275		chromosome	261366	262319	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO0272	SC_RS03280		chromosome	262330	263220	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO0273	SC_RS03285		chromosome	263285	264634	+	no		SBP_bac_1;SBP_bac_11;SBP_bac_8	NA	0	no	NA	NA	NA	ABC transporter substrate-binding protein
SCO0274	SC_RS03290		chromosome	264764	266263	+	no		Glyco_hydro_31_2nd;Melibiase	NA	0	no	NA	NA	NA	glycoside hydrolase family 36 protein
SCO0275	SC_RS03295		chromosome	266356	267513	+	yes	HTH_IclR;MarR_2	BcrAD_BadFG;HTH_IclR;MarR_2;ROK	NA	1	no	NA	MarR	pfam;CastroMelchor	ROK family transcriptional regulator
SCO0276	SC_RS03300		chromosome	267585	268838	+	no		GFO_IDH_MocA;GFO_IDH_MocA_C;GFO_IDH_MocA_C3	NA	1	no	NA	NA	CastroMelchor	Gfo/Idh/MocA family protein
SCO0277	SC_RS03305		chromosome	269020	269688	-	no		Peptidase_S51	NA	0	no	NA	NA	NA	peptidase E
SCO0278	SC_RS03310		chromosome	269783	270397	+	no		NUDIX	NA	0	no	NA	NA	NA	NUDIX hydrolase
SCO0279	SC_RS03315		chromosome	270444	271748	+	no		Alpha_L_fucos	NA	0	no	NA	NA	NA	alpha-L-fucosidase
SCO0280	SC_RS03320		chromosome	271768	272469	-	no		NUDIX;NudK_N	NA	0	no	NA	NA	NA	NUDIX domain-containing protein
SCO0281	SC_RS03325		chromosome	272466	272849	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0282	SC_RS03330		chromosome	272898	273656	+	yes	DeoRC;HTH_DeoR	DeoRC;HTH_DeoR	NA	1	no	NA	DeoR	pfam;CastroMelchor	DeoR/GlpR family DNA-binding transcription regulator
SCO0283	SC_RS03335		chromosome	274101	274535	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0284	SC_RS03340		chromosome	274763	276805	+	no		Melibiase;Melibiase_2;Melibiase_C;NPCBM;NPCBM_assoc	NA	0	no	NA	NA	NA	NPCBM/NEW2 domain-containing protein
SCO0285	SC_RS03345		chromosome	276953	278827	+	no		DSBA;Na_H_antiport_1;Thioredoxin_4	NA	0	no	NA	NA	NA	Na+/H+ antiporter NhaA
SCO0286	SC_RS03350		chromosome	278910	279416	-	no		PG_binding_1	NA	0	no	NA	NA	NA	peptidoglycan-binding domain-containing protein
SCO0287	SC_RS03355		chromosome	279691	280695	+	yes	AraC_binding_2;HTH_18;HTH_AraC	AraC_binding_2;HTH_18;HTH_AraC	NA	0	no	NA	AraC	pfam	AraC-like ligand-binding domain-containing protein
SCO0288	SC_RS03360		chromosome	280692	281132	-	no			NA	1	no	NA	NA	CastroMelchor	hypothetical protein
SCO0289	SC_RS03365		chromosome	281129	282157	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	NA	1	no	NA	LacI	pfam;CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO0290	SC_RS03370		chromosome	282491	283801	+	no		SBP_bac_1;SBP_bac_8	NA	0	no	NA	NA	NA	extracellular solute-binding protein
SCO0291	SC_RS03375		chromosome	283798	284700	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO0292	SC_RS03380		chromosome	284702	285598	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO0293	SC_RS03385		chromosome	285714	288104	+	no		Fn3-like;Glyco_hydro_3;Glyco_hydro_3_C	NA	0	no	NA	NA	NA	beta-xylosidase/alpha-l-arabinosidase
SCO0294	SC_RS03390		chromosome	288187	288840	-	no		Hexapep;Hexapep_2	NA	0	no	NA	NA	NA	CatB-related O-acetyltransferase
SCO0295	SC_RS03395		chromosome	288987	290456	-	no		MFS_1;Sugar_tr	NA	0	no	NA	NA	NA	MFS transporter
SCO0296	SC_RS03400		chromosome	290584	291165	+	yes	TetR_C_11;TetR_N	TetR_C_11;TetR_N	NA	0	no	NA	TetR	pfam	TetR/AcrR family transcriptional regulator
SCO0297	SC_RS03405		chromosome	291315	292592	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0298	SC_RS03410		chromosome	292656	293519	-	yes	HTH_1;LysR_substrate	HTH_1;LysR_substrate	NA	1	no	NA	LysR	pfam;CastroMelchor	LysR family transcriptional regulator
SCO0299	SC_RS03415		chromosome	293613	294497	+	no		Aldo_ket_red	NA	0	no	NA	NA	NA	aldo/keto reductase family oxidoreductase
SCO0300	SC_RS03420		chromosome	294494	296305	-	no		FAD_binding_2;FMO-like;NAD_binding_8;Pyr_redox_2;Pyr_redox_3	NA	0	no	NA	NA	NA	flavin-containing monooxygenase
SCO0301	SC_RS03425		chromosome	296477	297499	+	no		SGL;Str_synth	NA	0	no	NA	NA	NA	SMP-30/gluconolactonase/LRE family protein
SCO0302	SC_RS03430		chromosome	297515	298108	-	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	TetR/AcrR family transcriptional regulator
SCO0304	SC_RS03435		chromosome	298468	298836	-	no		Glyoxalase;Glyoxalase_6	NA	0	no	NA	NA	NA	VOC family protein
SCO0305	SC_RS03440		chromosome	299213	302092	+	no		Beta-prop_EML_2;Beta-prop_IFT122_1st;Beta-prop_THOC3;Beta-prop_WDR5;TIR_2	NA	0	no	NA	NA	NA	toll/interleukin-1 receptor domain-containing protein
SCO0306	SC_RS03445		chromosome	302053	303030	-	no		Abhydrolase_6;DLH;Peptidase_S15	NA	0	no	NA	NA	NA	alpha/beta hydrolase
SCO0307	SC_RS03450		chromosome	303084	303971	+	yes	HTH_3;HTH_31	HTH_3;HTH_31;MLTR_LBD	NA	1	no	NA	HTH_other	pfam;CastroMelchor	helix-turn-helix domain-containing protein
SCO0308	SC_RS03455		chromosome	304074	305429	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0309	SC_RS03460		chromosome	305537	306721	-	no		Beta-lactamase	NA	0	no	NA	NA	NA	serine hydrolase domain-containing protein
SCO0310	SC_RS03465		chromosome	306816	307460	-	yes	TetR_C_8;TetR_N	TetR_C_8;TetR_N	TF	0	no	NA	TetR	pfam;ZorroAranda	TetR/AcrR family transcriptional regulator
SCO0311	SC_RS03470		chromosome	307575	309131	+	no		AMP-binding;AMP-binding_C	NA	0	no	NA	NA	NA	acyl-CoA synthetase
SCO0312	SC_RS03475		chromosome	309147	310316	+	no		ACAD9-ACADV_C;Acyl-CoA_dh_1;Acyl-CoA_dh_2;Acyl-CoA_dh_M;Acyl-CoA_dh_N	NA	0	no	NA	NA	NA	acyl-CoA dehydrogenase family protein
SCO0313	SC_RS03480		chromosome	310378	311727	+	no		MFS_1	NA	0	no	NA	NA	NA	MFS transporter
SCO0314	SC_RS03485		chromosome	311724	313670	+	no		Alkyl_sulf_C;Alkyl_sulf_dimr;Lactamase_B;Lactamase_B_2	NA	0	no	NA	NA	NA	alkyl/aryl-sulfatase
SCO0315	SC_RS03490		chromosome	313697	315055	-	no		Orn_Arg_deC_N;Orn_DAP_Arg_deC	NA	0	no	NA	NA	NA	type III PLP-dependent enzyme domain-containing protein
SCO0316	SC_RS03495		chromosome	315254	316921	-	yes	HTH_30	GGDEF_2;HTH_30	NA	0	no	NA	HTH_other	pfam	PucR family transcriptional regulator
SCO0317	SC_RS03500		chromosome	316975	318237	-	no		MFS_1	NA	0	no	NA	NA	NA	MFS transporter
SCO0318	SC_RS03505		chromosome	318329	319288	-	no		Epimerase;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family NAD(P)-dependent oxidoreductase
SCO0320	SC_RS03515		chromosome	320113	320583	+	no		ADH_zinc_N;ADH_zinc_N_2	NA	0	no	NA	NA	NA	zinc-binding dehydrogenase
SCO0321	SC_RS03520		chromosome	320720	322255	+	no		Abhydrolase_3;BD-FAE;COesterase	NA	0	no	NA	NA	NA	carboxylesterase/lipase family protein
SCO0322	SC_RS03525		chromosome	322244	323938	-	no		AAA_16;AAA_21;AAA_22;AAA_23;AAA_29;ABC_tran	NA	0	no	NA	NA	NA	TlrC/CarA/OleB/SrmB family ABC-F type ribosomal protection protein
	SC_RS03530		chromosome	324330	324617	+	no		DUF6355	NA	0	no	NA	NA	NA	DUF6355 family natural product biosynthesis protein
SCO0324	SC_RS03540		chromosome	325238	327616	-	no		Phytase-like;choice_anch_I	NA	0	no	NA	NA	NA	esterase-like activity of phytase family protein
SCO0325	SC_RS03545		chromosome	327944	328264	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0326	SC_RS03550		chromosome	328333	329301	+	no		DUF3500	NA	0	no	NA	NA	NA	DUF3500 domain-containing protein
SCO0328	SC_RS03555		chromosome	329342	330174	+	no			NA	0	no	NA	NA	NA	IS5-like element IS1650 family transposase
SCO0329	SC_RS03560		chromosome	330235	331365	+	no		Beta-lactamase	NA	0	no	NA	NA	NA	serine hydrolase domain-containing protein
SCO0330	SC_RS03565		chromosome	331504	332253	+	no		Epimerase;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO0331	SC_RS03570		chromosome	332311	333210	+	no		Epimerase;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO0332	SC_RS03575		chromosome	333529	334149	+	yes	TetR_C_11;TetR_N	TetR_C_11;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO0333	SC_RS03580		chromosome	334223	335734	-	no		RPE65	NA	0	no	NA	NA	NA	carotenoid oxygenase family protein
SCO0334	SC_RS03585		chromosome	335948	336292	+	no			NA	0	no	NA	NA	NA	RICIN domain-containing protein
SCO0335	SC_RS03590		chromosome	336333	339467	+	no		F5_F8_type_C;F5_F8_type_C_2	NA	0	no	NA	NA	NA	discoidin domain-containing protein
SCO0336	SC_RS03595		chromosome	339521	340630	-	no		Sacchrp_dh_NADP	NA	0	no	NA	NA	NA	saccharopine dehydrogenase NADP-binding domain-containing protein
SCO0337	SC_RS03600		chromosome	340752	341318	+	yes	TetR_N	TetR_C_14;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO0338	SC_RS03605		chromosome	341370	341909	-	no		G6PD_C	NA	0	no	NA	NA	NA	dehydrogenase
SCO0339	SC_RS03610		chromosome	341803	342561	+	no		2-Hacid_dh_C	NA	0	no	NA	NA	NA	NAD(P)-dependent oxidoreductase
SCO0340	SC_RS03615		chromosome	342578	343156	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0341	SC_RS03620		chromosome	343234	345663	-	no		Glyco_hyd_65N_2;Glyco_hydro_95_C;Glyco_hydro_95_cat	NA	0	no	NA	NA	NA	glycoside hydrolase family 95 protein
SCO0342	SC_RS03625		chromosome	345817	347706	-	no		Beta_helix;GH141_M	NA	0	no	NA	NA	NA	right-handed parallel beta-helix repeat-containing protein
SCO0344	SC_RS03630		chromosome	348206	349381	+	yes	FCD;GntR;HTH_23;HTH_28;HTH_29;HTH_32	FCD;GntR;HTH_23;HTH_28;HTH_29;HTH_32	NA	0	no	NA	GntR	pfam	GntR family transcriptional regulator
SCO0345	SC_RS03635		chromosome	349419	350201	-	yes	HTH_IclR	HTH_IclR;IclR_C	NA	1	no	NA	HTH_other	pfam;CastroMelchor	IclR family transcriptional regulator
SCO0346	SC_RS03640		chromosome	350474	351352	+	no		FAA_hydrolase	NA	0	no	NA	NA	NA	fumarylacetoacetate hydrolase family protein
SCO0347	SC_RS03645		chromosome	351529	352779	+	no		MR_MLE_C;MR_MLE_N	NA	0	no	NA	NA	NA	mandelate racemase/muconate lactonizing enzyme family protein
SCO0348	SC_RS03650		chromosome	352776	353795	+	no		2-Hacid_dh_C	NA	0	no	NA	NA	NA	hydroxyacid dehydrogenase
SCO0349	SC_RS03655		chromosome	353801	354805	+	no		Aldo_ket_red	NA	0	no	NA	NA	NA	aldo/keto reductase
SCO0350	SC_RS03660		chromosome	354802	355686	+	no		Amidohydro_2	NA	0	no	NA	NA	NA	amidohydrolase family protein
SCO0351	SC_RS03665		chromosome	355713	357158	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0352	SC_RS03670		chromosome	357203	358477	+	no		SBP_bac_1;SBP_bac_8	NA	0	no	NA	NA	NA	ABC transporter substrate-binding protein
SCO0353	SC_RS03675		chromosome	358481	359392	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO0354	SC_RS03680		chromosome	359389	360231	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO0355	SC_RS03685		chromosome	360305	360646	+	no		rhaM	NA	0	no	NA	NA	NA	L-rhamnose mutarotase
SCO0356	SC_RS03690		chromosome	360674	361465	+	no		Epimerase;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family NAD(P)-dependent oxidoreductase
SCO0357	SC_RS03695		chromosome	361759	362508	-	yes	FCD;GntR	FCD;GntR	NA	1	no	NA	GntR	pfam;CastroMelchor	FadR/GntR family transcriptional regulator
SCO0358	SC_RS03700		chromosome	362635	363777	+	no		MR_MLE_C;MR_MLE_N	NA	0	no	NA	NA	NA	mandelate racemase/muconate lactonizing enzyme family protein
SCO0359	SC_RS03705		chromosome	363831	364496	+	no		ThuA	NA	0	no	NA	NA	NA	ThuA domain-containing protein
SCO0360	SC_RS03710		chromosome	364559	365602	-	yes	LacI;Peripla_BP_1;Peripla_BP_3	LacI;Peripla_BP_1;Peripla_BP_3	NA	1	no	NA	LacI	pfam;CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO0361	SC_RS03715		chromosome	365623	366795	-	no		FAA_hydrolase	NA	0	no	NA	NA	NA	fumarylacetoacetate hydrolase family protein
SCO0362	SC_RS03720		chromosome	366935	368146	+	no		CoA_transf_3	NA	0	no	NA	NA	NA	CaiB/BaiF CoA transferase family protein
SCO0363	SC_RS03725		chromosome	368143	369252	+	no		SBP_bac_1;SBP_bac_8	NA	0	no	NA	NA	NA	extracellular solute-binding protein
SCO0364	SC_RS03730		chromosome	369249	370055	+	no		ECH_1;ECH_2	NA	0	no	NA	NA	NA	enoyl-CoA hydratase/isomerase family protein
SCO0365	SC_RS03735		chromosome	370066	370812	+	no		KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family NAD(P)-dependent oxidoreductase
SCO0366	SC_RS03740		chromosome	370809	371876	+	no		DUF4432	NA	0	no	NA	NA	NA	aldose 1-epimerase family protein
	SC_RS03745		chromosome	371921	372928	-	no		DUF1275	NA	0	no	NA	NA	NA	YoaK family protein
SCO0368	SC_RS03750		chromosome	373045	374001	+	no			NA	0	no	NA	NA	NA	IS481-like element IS1649 family transposase
SCO0369	SC_RS03755		chromosome	373998	377255	-	no		Bac_rhamnosid;Bac_rhamnosid6H;Bac_rhamnosid_C;Bac_rhamnosid_N;F5_F8_type_C;Ig_Rha78A_N	NA	0	no	NA	NA	NA	family 78 glycoside hydrolase catalytic domain
SCO0370	SC_RS03760		chromosome	377286	380690	-	no		Glyco_hydro_106;Glyco_hydro_2_N2	NA	1	no	NA	NA	CastroMelchor	glycosylhydrolase-like jelly roll fold domain-containing protein
SCO0371	SC_RS03765		chromosome	380751	383360	-	no		Beta-AFase-like_GH127_cat;DUF4986;Glyco_hydro127M;Laminin_G_3	NA	0	no	NA	NA	NA	glycoside hydrolase family 127 protein
SCO0372	SC_RS03770		chromosome	383578	386592	-	no		Glyco_hydro_106	NA	0	no	NA	NA	NA	glycosyl hydrolase
SCO0373	SC_RS03775		chromosome	386761	387324	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0374	SC_RS03780		chromosome	387750	389519	+	no		AAA_21;ABC_tran;SMC_N	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO0375	SC_RS03785		chromosome	389531	391123	-	no		MFS_1	NA	0	no	NA	NA	NA	MFS transporter
SCO0376	SC_RS03790		chromosome	391232	391834	+	yes	HTH_19;HTH_26;HTH_3;HTH_31	Cupin_2;HTH_19;HTH_26;HTH_3;HTH_31	NA	0	no	NA	HTH_other	pfam	helix-turn-helix domain-containing protein
SCO0377	SC_RS03795		chromosome	391950	392483	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0378	SC_RS03800		chromosome	392484	393212	-	no		NAD_binding_10;NmrA	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO0379	SC_RS03805		chromosome	393498	394961	+	no		Catalase;Catalase-rel	NA	0	no	NA	NA	NA	catalase
SCO0380	SC_RS03810		chromosome	395065	395460	+	no		Ank;Ank_2;Ank_4;Ank_5	NA	0	no	NA	NA	NA	ankyrin repeat domain-containing protein
SCO0381	SC_RS03815		chromosome	395939	397414	+	no		Bac_transf;CoA_binding_3	NA	0	no	NA	NA	NA	sugar transferase
SCO0382	SC_RS03820		chromosome	397485	398810	+	no		UDPG_MGDP_dh;UDPG_MGDP_dh_C;UDPG_MGDP_dh_N	NA	0	no	NA	NA	NA	nucleotide sugar dehydrogenase
SCO0383	SC_RS03825		chromosome	398800	400104	+	no		Glyco_trans_1_2;Glyco_trans_1_4;Glyco_trans_4_4;Glyco_transf_4;Glycos_transf_1	NA	0	no	NA	NA	NA	glycosyltransferase family 4 protein
SCO0384	SC_RS03830		chromosome	400101	401468	+	no		Wzz	NA	0	no	NA	NA	NA	Wzz/FepE/Etk N-terminal domain-containing protein
SCO0385	SC_RS03835		chromosome	401465	403030	+	no		Wzz	NA	0	no	NA	NA	NA	Wzz/FepE/Etk N-terminal domain-containing protein
SCO0386	SC_RS03840	asnB	chromosome	403034	404968	+	no		Asn_synthase;GATase_6;GATase_7	NA	0	no	NA	NA	NA	asparagine synthase (glutamine-hydrolyzing)
SCO0387	SC_RS03845		chromosome	405058	407250	+	no		ADH_zinc_N;GFO_IDH_MocA	NA	0	no	NA	NA	NA	bi-domain-containing oxidoreductase
SCO0388	SC_RS03850		chromosome	407247	409214	+	no		Hepar_II_III_C;Hepar_II_III_N	NA	0	no	NA	NA	NA	heparinase II/III family protein
SCO0389	SC_RS03855		chromosome	409237	410772	+	no		Beta_helix;NosD	NA	0	no	NA	NA	NA	right-handed parallel beta-helix repeat-containing protein
SCO0390	SC_RS03860		chromosome	410774	412006	+	no			NA	0	no	NA	NA	NA	membrane protein
SCO0391	SC_RS03865		chromosome	412009	413250	+	no		GT4-conflict;Glyco_trans_1_2;Glyco_trans_1_4;Glyco_trans_4_4;Glyco_transf_4;Glycos_transf_1	NA	0	no	NA	NA	NA	glycosyltransferase
SCO0392	SC_RS03870		chromosome	413247	414497	+	no		Methyltransf_12;Methyltransf_13;Methyltransf_14;Methyltransf_23	NA	0	no	NA	NA	NA	class I SAM-dependent methyltransferase
SCO0393	SC_RS03875		chromosome	414494	415303	+	no			NA	0	no	NA	NA	NA	glycosyltransferase family protein
SCO0394	SC_RS03880		chromosome	415300	415947	+	no		PIG-L	NA	0	no	NA	NA	NA	PIG-L deacetylase family protein
SCO0395	SC_RS03885		chromosome	415951	416976	+	no		Epimerase;GDP_Man_Dehyd;RmlD_sub_bind	NA	0	no	NA	NA	NA	NAD-dependent epimerase/dehydratase family protein
SCO0396	SC_RS03890		chromosome	416964	418247	+	yes	HTH_47	DUF2172;DUF4910;HTH_47	NA	0	no	NA	HTH_other	pfam	DUF4910 domain-containing protein
SCO0397	SC_RS03895		chromosome	418253	419542	+	no			NA	0	no	NA	NA	NA	MATE family efflux transporter
SCO0398	SC_RS03900		chromosome	419539	420486	+	no		Glycos_transf_2	NA	0	no	NA	NA	NA	glycosyltransferase family 2 protein
SCO0399	SC_RS03905		chromosome	420483	421715	+	no		PS_pyruv_trans	NA	0	no	NA	NA	NA	polysaccharide pyruvyl transferase family protein
SCO0400	SC_RS03910		chromosome	421712	422263	+	no		dTDP_sugar_isom	NA	0	no	NA	NA	NA	dTDP-4-dehydrorhamnose 3,5-epimerase family protein
SCO0401	SC_RS03915		chromosome	422271	423596	+	no		Aminotran_3	NA	0	no	NA	NA	NA	glutamate-1-semialdehyde 2,1-aminomutase
SCO0402	SC_RS03920		chromosome	423654	424406	-	no		PAP2	NA	0	no	NA	NA	NA	phosphatase PAP2 family protein
SCO0403	SC_RS03925		chromosome	424609	425172	-	no		ABATE;zf-CGNR	NA	0	no	NA	NA	NA	CGNR zinc finger domain-containing protein
SCO0404	SC_RS03930		chromosome	425291	425983	+	no		Hydrolase;Hydrolase_like	NA	0	no	NA	NA	NA	haloacid dehalogenase type II
SCO0405	SC_RS03935		chromosome	426015	426833	-	no		Methyltransf_19	NA	0	no	NA	NA	NA	SAM-dependent methyltransferase
SCO0406	SC_RS03940		chromosome	426932	427606	+	no		HEAT_2	NA	1	no	NA	NA	CastroMelchor	HEAT repeat domain-containing protein
SCO0407	SC_RS03945		chromosome	427610	428614	+	yes	MerR;MerR_1	HEAT_2;MerR;MerR_1	NA	1	no	NA	MerR	pfam;CastroMelchor	MerR family transcriptional regulator
SCO0408	SC_RS03950		chromosome	428657	429403	+	no		Methyltransf_11;Methyltransf_12;Methyltransf_25	NA	1	no	NA	NA	CastroMelchor	class I SAM-dependent DNA methyltransferase
SCO0409	SC_RS03955		chromosome	429492	429956	-	no			NA	0	no	NA	NA	NA	spore-associated protein A
SCO0410	SC_RS03960		chromosome	430071	431162	-	no		NAD_kinase;NAD_kinase_C	NA	0	no	NA	NA	NA	NAD(+)/NADH kinase
SCO0411	SC_RS03965		chromosome	431312	431551	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0412	SC_RS03970		chromosome	431551	431934	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0413	SC_RS03975		chromosome	431962	432564	-	no		GPP34	NA	0	no	NA	NA	NA	GPP34 family phosphoprotein
SCO0414	SC_RS03980	sigJ	chromosome	432617	433513	-	yes	Sigma70_r2;Sigma70_r4_2	Sigma70_r2;Sigma70_r4_2	NA	1	yes	ECF	Sigma	pfam;CastroMelchor;SigmaReview	RNA polymerase sigma factor SigJ
SCO0415	SC_RS03985		chromosome	433615	433977	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO0416	SC_RS03990		chromosome	433984	434589	-	no		DUF998	NA	0	no	NA	NA	NA	DUF998 domain-containing protein
SCO0417	SC_RS03995		chromosome	434651	435397	-	no		DUF1838	NA	0	no	NA	NA	NA	DUF1838 domain-containing protein
SCO0418	SC_RS04000		chromosome	435489	436103	+	no		RibD_C	NA	1	no	NA	NA	CastroMelchor	dihydrofolate reductase family protein
SCO0419	SC_RS04005		chromosome	436235	437224	+	no		ADH_N;ADH_zinc_N;ADH_zinc_N_2	NA	0	no	NA	NA	NA	NAD(P)-dependent alcohol dehydrogenase
