sample	timepoint	chrom	position	strand	mod_type	group	coverage	mod_freq	n_modified	n_canonical	n_other_mod	n_delete	n_fail	n_diff
1-1	T1	NC_003888.3	357890	+	6mA	6mA	15	66.67	10	5	0	0	5	1
1-1	T1	NC_003888.3	360262	+	6mA	6mA	16	81.25	13	3	0	1	7	0
1-1	T1	NC_003888.3	360730	+	6mA	6mA	18	38.89	7	11	0	0	8	0
1-1	T1	NC_003888.3	360828	-	5mC	CCGG_pos_5mC	5	0.0	0	1	4	0	19	0
1-1	T1	NC_003888.3	360828	-	4mC	CCGG_4mC	5	80.0	4	1	0	0	19	0
1-1	T1	NC_003888.3	361061	+	6mA	6mA	17	52.94	9	8	0	0	7	2
1-1	T1	NC_003888.3	364738	-	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	10	0
1-1	T1	NC_003888.3	364738	-	4mC	CCGG_4mC	12	91.67	11	1	0	0	10	0
1-1	T1	NC_003888.3	365016	-	6mA	6mA	14	35.71	5	9	0	0	7	0
1-1	T1	NC_003888.3	365735	-	6mA	6mA	19	36.84	7	12	0	0	6	0
1-1	T1	NC_003888.3	370282	+	6mA	6mA	15	60.0	9	6	0	0	12	0
1-1	T1	NC_003888.3	371576	-	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	13	0
1-1	T1	NC_003888.3	371576	-	4mC	CCGG_4mC	14	85.71	12	2	0	0	13	0
1-1	T1	NC_003888.3	372766	-	6mA	6mA	24	45.83	11	13	0	1	3	0
1-1	T1	NC_003888.3	372882	-	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	18	1
1-1	T1	NC_003888.3	372882	-	4mC	CCGG_4mC	10	100.0	10	0	0	0	18	1
1-1	T1	NC_003888.3	373978	+	6mA	6mA	24	41.67	10	14	0	0	3	1
1-1	T1	NC_003888.3	374598	-	6mA	6mA	24	29.17	7	17	0	0	8	0
1-1	T1	NC_003888.3	377174	-	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	17	0
1-1	T1	NC_003888.3	377174	-	4mC	CCGG_4mC	9	88.89	8	1	0	0	17	0
1-1	T1	NC_003888.3	380076	+	6mA	6mA	27	66.67	18	9	0	0	3	0
1-1	T1	NC_003888.3	380556	-	6mA	6mA	17	41.18	7	10	0	0	13	0
1-1	T1	NC_003888.3	381290	-	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	22	0
1-1	T1	NC_003888.3	381290	-	4mC	CCGG_4mC	11	90.91	10	1	0	0	22	0
1-1	T1	NC_003888.3	381741	+	6mA	6mA	16	81.25	13	3	0	0	11	0
1-1	T1	NC_003888.3	381782	-	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	18	0
1-1	T1	NC_003888.3	381782	-	4mC	CCGG_4mC	14	85.71	12	2	0	0	18	0
1-1	T1	NC_003888.3	385165	-	6mA	6mA	19	63.16	12	7	0	0	9	0
1-1	T1	NC_003888.3	386518	+	6mA	6mA	17	41.18	7	10	0	0	4	2
1-1	T1	NC_003888.3	390061	-	5mC	CCGG_pos_5mC	11	0.0	0	0	11	0	13	0
1-1	T1	NC_003888.3	390061	-	4mC	CCGG_4mC	11	100.0	11	0	0	0	13	0
1-1	T1	NC_003888.3	390757	-	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	11	1
1-1	T1	NC_003888.3	390757	-	4mC	CCGG_4mC	10	100.0	10	0	0	0	11	1
1-1	T1	NC_003888.3	391762	-	6mA	6mA	12	41.67	5	7	0	0	9	0
1-1	T1	NC_003888.3	393381	+	6mA	6mA	10	30.0	3	7	0	0	3	0
1-1	T1	NC_003888.3	394629	+	6mA	6mA	8	75.0	6	2	0	0	4	1
1-1	T1	NC_003888.3	396741	+	5mC	CCGG_pos_5mC	6	0.0	0	1	5	0	8	0
1-1	T1	NC_003888.3	396741	+	4mC	CCGG_4mC	6	83.33	5	1	0	0	8	0
1-1	T1	NC_003888.3	400926	-	6mA	6mA	10	50.0	5	5	0	0	11	0
1-1	T1	NC_003888.3	405808	+	6mA	6mA	18	72.22	13	5	0	0	4	0
1-1	T1	NC_003888.3	406216	-	6mA	6mA	14	35.71	5	9	0	0	10	0
1-1	T1	NC_003888.3	406538	+	5mC	CCGG_pos_5mC	11	0.0	0	0	11	0	11	0
1-1	T1	NC_003888.3	406538	+	4mC	CCGG_4mC	11	100.0	11	0	0	0	11	0
1-1	T1	NC_003888.3	408882	-	6mA	6mA	14	92.86	13	1	0	0	9	0
1-1	T1	NC_003888.3	409395	+	6mA	6mA	19	21.05	4	15	0	0	4	0
1-1	T1	NC_003888.3	409396	+	6mA	6mA	18	33.33	6	12	0	0	5	0
1-1	T1	NC_003888.3	412104	-	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	15	2
1-1	T1	NC_003888.3	412104	-	4mC	CCGG_4mC	10	100.0	10	0	0	0	15	2
1-1	T1	NC_003888.3	412948	-	6mA	6mA	20	40.0	8	12	0	0	7	0
1-1	T1	NC_003888.3	417535	+	5mC	CCGG_pos_5mC	4	0.0	0	2	2	0	14	0
1-1	T1	NC_003888.3	417535	+	4mC	CCGG_4mC	4	50.0	2	2	0	0	14	0
1-1	T1	NC_003888.3	419901	-	5mC	CCGG_pos_5mC	11	0.0	0	0	11	0	9	2
1-1	T1	NC_003888.3	419901	-	4mC	CCGG_4mC	11	100.0	11	0	0	0	9	2
1-1	T1	NC_003888.3	423899	-	5mC	CCGG_pos_5mC	11	0.0	0	2	9	0	13	0
1-1	T1	NC_003888.3	423899	-	4mC	CCGG_4mC	11	81.82	9	2	0	0	13	0
1-1	T1	NC_003888.3	424404	+	6mA	6mA	11	81.82	9	2	0	0	7	0
1-1	T1	NC_003888.3	425363	-	5mC	CCGG_pos_5mC	8	0.0	0	5	3	0	17	0
1-1	T1	NC_003888.3	425363	-	4mC	CCGG_4mC	8	37.5	3	5	0	0	17	0
1-1	T1	NC_003888.3	427244	+	5mC	CCGG_pos_5mC	4	0.0	0	0	4	0	12	1
1-1	T1	NC_003888.3	427244	+	4mC	CCGG_4mC	4	100.0	4	0	0	0	12	1
1-1	T1	NC_003888.3	429275	+	5mC	CCGG_pos_5mC	7	0.0	0	0	7	0	12	0
1-1	T1	NC_003888.3	429275	+	4mC	CCGG_4mC	7	100.0	7	0	0	0	12	0
1-1	T1	NC_003888.3	429502	+	5mC	CCGG_pos_5mC	7	0.0	0	1	6	0	11	1
1-1	T1	NC_003888.3	429502	+	4mC	CCGG_4mC	7	85.71	6	1	0	0	11	1
1-1	T1	NC_003888.3	429897	+	6mA	6mA	14	85.71	12	2	0	1	5	0
1-1	T1	NC_003888.3	430297	+	6mA	6mA	11	36.36	4	7	0	0	9	0
1-1	T1	NC_003888.3	432988	+	6mA	6mA	14	35.71	5	9	0	0	7	0
1-1	T1	NC_003888.3	433243	+	6mA	6mA	17	35.29	6	11	0	0	5	0
1-1	T1	NC_003888.3	436315	-	5mC	CCGG_pos_5mC	4	0.0	0	1	3	0	15	1
1-1	T1	NC_003888.3	436315	-	4mC	CCGG_4mC	4	75.0	3	1	0	0	15	1
1-1	T1	NC_003888.3	436443	+	5mC	CCGG_pos_5mC	16	0.0	0	2	14	0	12	0
1-1	T1	NC_003888.3	436443	+	4mC	CCGG_4mC	16	87.5	14	2	0	0	12	0
1-1	T1	NC_003888.3	436495	-	6mA	6mA	14	50.0	7	7	0	1	5	0
1-1	T1	NC_003888.3	440613	-	6mA	6mA	11	54.55	6	5	0	0	6	1
1-1	T1	NC_003888.3	441018	-	6mA	6mA	13	53.85	7	6	0	0	6	0
1-1	T1	NC_003888.3	441709	-	5mC	CCGG_pos_5mC	8	0.0	0	3	5	0	10	0
1-1	T1	NC_003888.3	441709	-	4mC	CCGG_4mC	8	62.5	5	3	0	0	10	0
1-1	T1	NC_003888.3	444083	-	6mA	6mA	14	35.71	5	9	0	0	6	1
1-1	T1	NC_003888.3	444180	-	6mA	6mA	15	60.0	9	6	0	0	6	0
1-1	T1	NC_003888.3	447306	+	6mA	6mA	9	33.33	3	6	0	0	12	0
1-1	T1	NC_003888.3	447781	-	6mA	6mA	15	46.67	7	8	0	0	7	0
1-1	T1	NC_003888.3	447951	+	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	10	2
1-1	T1	NC_003888.3	447951	+	4mC	CCGG_4mC	10	90.0	9	1	0	0	10	2
1-1	T1	NC_003888.3	450269	+	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	12	0
1-1	T1	NC_003888.3	450269	+	4mC	CCGG_4mC	10	100.0	10	0	0	0	12	0
1-1	T1	NC_003888.3	450289	+	6mA	6mA	18	44.44	8	10	0	0	4	0
1-1	T1	NC_003888.3	455569	-	6mA	6mA	21	66.67	14	7	0	0	4	0
1-1	T1	NC_003888.3	459557	-	5mC	CCGG_pos_5mC	10	0.0	0	2	8	0	11	0
1-1	T1	NC_003888.3	459557	-	4mC	CCGG_4mC	10	80.0	8	2	0	0	11	0
1-1	T1	NC_003888.3	460130	-	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	10	0
1-1	T1	NC_003888.3	460130	-	4mC	CCGG_4mC	11	90.91	10	1	0	0	10	0
1-1	T1	NC_003888.3	461553	-	5mC	CCGG_pos_5mC	5	0.0	0	3	2	0	14	0
1-1	T1	NC_003888.3	461553	-	4mC	CCGG_4mC	5	40.0	2	3	0	0	14	0
1-1	T1	NC_003888.3	461750	+	5mC	CCGG_pos_5mC	4	0.0	0	0	4	0	7	0
1-1	T1	NC_003888.3	461750	+	4mC	CCGG_4mC	4	100.0	4	0	0	0	7	0
1-1	T1	NC_003888.3	462740	-	6mA	6mA	9	44.44	4	5	0	1	4	1
1-1	T1	NC_003888.3	462761	+	6mA	6mA	10	70.0	7	3	0	0	3	0
1-1	T1	NC_003888.3	463696	-	6mA	6mA	13	15.38	2	11	0	0	2	0
1-1	T1	NC_003888.3	464086	+	6mA	6mA	12	41.67	5	7	0	0	3	0
1-1	T1	NC_003888.3	466470	+	6mA	6mA	10	70.0	7	3	0	0	4	1
1-1	T1	NC_003888.3	467033	+	6mA	6mA	13	38.46	5	8	0	0	6	0
1-1	T1	NC_003888.3	467034	+	6mA	6mA	13	69.23	9	4	0	0	6	0
1-1	T1	NC_003888.3	468276	+	6mA	6mA	16	31.25	5	11	0	0	7	1
1-1	T1	NC_003888.3	476603	+	6mA	6mA	13	46.15	6	7	0	0	10	0
1-1	T1	NC_003888.3	476881	-	5mC	CCGG_pos_5mC	14	0.0	0	0	14	0	12	0
1-1	T1	NC_003888.3	476881	-	4mC	CCGG_4mC	14	100.0	14	0	0	0	12	0
1-1	T1	NC_003888.3	478236	+	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	20	0
1-1	T1	NC_003888.3	478236	+	4mC	CCGG_4mC	9	88.89	8	1	0	0	20	0
1-1	T1	NC_003888.3	480420	-	6mA	6mA	24	45.83	11	13	0	0	7	0
1-1	T1	NC_003888.3	489300	-	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	21	0
1-1	T1	NC_003888.3	489300	-	4mC	CCGG_4mC	9	88.89	8	1	0	0	21	0
1-1	T1	NC_003888.3	491329	+	5mC	CCGG_pos_5mC	8	0.0	0	1	7	0	16	3
1-1	T1	NC_003888.3	491329	+	4mC	CCGG_4mC	8	87.5	7	1	0	0	16	3
1-1	T1	NC_003888.3	491662	+	6mA	6mA	18	61.11	11	7	0	0	11	0
1-1	T1	NC_003888.3	492730	+	5mC	CCGG_pos_5mC	7	0.0	0	5	2	0	20	0
1-1	T1	NC_003888.3	492730	+	4mC	CCGG_4mC	7	28.57	2	5	0	0	20	0
1-1	T1	NC_003888.3	493898	-	6mA	6mA	16	56.25	9	7	0	0	11	0
1-1	T1	NC_003888.3	493899	-	6mA	6mA	15	26.67	4	11	0	0	12	0
1-1	T1	NC_003888.3	497269	-	5mC	CCGG_pos_5mC	4	0.0	0	3	1	0	20	0
1-1	T1	NC_003888.3	497269	-	4mC	CCGG_4mC	4	25.0	1	3	0	0	20	0
1-1	T1	NC_003888.3	500142	-	6mA	6mA	15	46.67	7	8	0	0	3	0
1-1	T1	NC_003888.3	500408	+	6mA	6mA	16	37.5	6	10	0	0	5	0
1-1	T1	NC_003888.3	500438	-	6mA	6mA	12	33.33	4	8	0	0	4	0
1-1	T1	NC_003888.3	502432	+	6mA	6mA	12	66.67	8	4	0	0	7	0
1-1	T1	NC_003888.3	503062	+	6mA	6mA	17	64.71	11	6	0	0	3	0
1-1	T1	NC_003888.3	505710	-	5mC	CCGG_pos_5mC	5	0.0	0	0	5	0	9	0
1-1	T1	NC_003888.3	505710	-	4mC	CCGG_4mC	5	100.0	5	0	0	0	9	0
1-1	T1	NC_003888.3	507748	-	6mA	6mA	15	33.33	5	10	0	0	2	0
1-1	T1	NC_003888.3	509204	+	5mC	CCGG_pos_5mC	6	0.0	0	2	4	0	12	0
1-1	T1	NC_003888.3	509204	+	4mC	CCGG_4mC	6	66.67	4	2	0	0	12	0
1-1	T1	NC_003888.3	510774	-	5mC	CCGG_pos_5mC	8	0.0	0	1	7	0	9	1
1-1	T1	NC_003888.3	510774	-	4mC	CCGG_4mC	8	87.5	7	1	0	0	9	1
1-1	T1	NC_003888.3	510955	-	5mC	CCGG_pos_5mC	5	0.0	0	2	3	0	13	1
1-1	T1	NC_003888.3	510955	-	4mC	CCGG_4mC	5	60.0	3	2	0	0	13	1
1-1	T1	NC_003888.3	511450	-	6mA	6mA	10	30.0	3	7	0	0	6	0
1-1	T1	NC_003888.3	515717	-	6mA	6mA	14	78.57	11	3	0	0	6	0
1-1	T1	NC_003888.3	517458	-	6mA	6mA	13	38.46	5	8	0	0	5	0
1-1	T1	NC_003888.3	517542	-	6mA	6mA	14	57.14	8	6	0	0	3	1
1-1	T1	NC_003888.3	520063	+	5mC	CCGG_pos_5mC	10	0.0	0	2	8	0	15	0
1-1	T1	NC_003888.3	520063	+	4mC	CCGG_4mC	10	80.0	8	2	0	0	15	0
1-1	T1	NC_003888.3	524695	+	6mA	6mA	25	56.0	14	11	0	0	5	0
1-1	T1	NC_003888.3	528960	+	6mA	6mA	16	62.5	10	6	0	0	12	0
1-1	T1	NC_003888.3	528980	+	6mA	6mA	14	50.0	7	7	0	1	12	1
1-1	T1	NC_003888.3	529741	-	5mC	CCGG_pos_5mC	7	0.0	0	0	7	0	10	0
1-1	T1	NC_003888.3	529741	-	4mC	CCGG_4mC	7	100.0	7	0	0	0	10	0
1-1	T1	NC_003888.3	533344	+	6mA	6mA	13	61.54	8	5	0	0	7	0
1-1	T1	NC_003888.3	535839	+	6mA	6mA	14	71.43	10	4	0	0	7	1
1-1	T1	NC_003888.3	539540	+	6mA	6mA	13	30.77	4	9	0	0	6	0
1-1	T1	NC_003888.3	541105	+	6mA	6mA	19	68.42	13	6	0	0	2	0
1-1	T1	NC_003888.3	541459	-	5mC	CCGG_pos_5mC	5	0.0	0	2	3	0	10	1
1-1	T1	NC_003888.3	541459	-	4mC	CCGG_4mC	5	60.0	3	2	0	0	10	1
1-1	T1	NC_003888.3	542610	+	6mA	6mA	12	58.33	7	5	0	0	6	2
1-1	T1	NC_003888.3	543273	+	6mA	6mA	13	69.23	9	4	0	0	7	0
1-1	T1	NC_003888.3	547104	+	6mA	6mA	12	58.33	7	5	0	0	10	0
1-1	T1	NC_003888.3	550560	-	6mA	6mA	16	43.75	7	9	0	0	4	0
1-1	T1	NC_003888.3	554324	-	6mA	6mA	11	27.27	3	8	0	0	6	0
1-1	T1	NC_003888.3	561325	-	6mA	6mA	14	42.86	6	8	0	0	5	0
1-1	T1	NC_003888.3	563955	+	6mA	6mA	14	50.0	7	7	0	1	5	0
1-1	T1	NC_003888.3	564669	-	6mA	6mA	13	38.46	5	8	0	0	8	0
1-1	T1	NC_003888.3	569123	-	6mA	6mA	14	42.86	6	8	0	0	8	0
1-1	T1	NC_003888.3	569798	-	5mC	CCGG_pos_5mC	6	0.0	0	0	6	0	15	0
1-1	T1	NC_003888.3	569798	-	4mC	CCGG_4mC	6	100.0	6	0	0	0	15	0
1-1	T1	NC_003888.3	573927	+	6mA	6mA	12	8.33	1	11	0	0	8	0
1-1	T1	NC_003888.3	574878	+	6mA	6mA	11	63.64	7	4	0	0	9	0
1-1	T1	NC_003888.3	574922	+	6mA	6mA	11	90.91	10	1	0	1	8	0
1-1	T1	NC_003888.3	575096	-	6mA	6mA	14	35.71	5	9	0	2	1	2
1-1	T1	NC_003888.3	575099	-	6mA	6mA	15	40.0	6	9	0	1	1	2
1-1	T1	NC_003888.3	575259	+	6mA	6mA	17	58.82	10	7	0	0	3	0
1-1	T1	NC_003888.3	580713	+	6mA	6mA	14	64.29	9	5	0	0	9	0
1-1	T1	NC_003888.3	582571	+	6mA	6mA	22	77.27	17	5	0	0	4	0
1-1	T1	NC_003888.3	583494	+	6mA	6mA	19	68.42	13	6	0	1	1	3
1-1	T1	NC_003888.3	584030	-	6mA	6mA	12	58.33	7	5	0	0	8	0
1-1	T1	NC_003888.3	585576	-	6mA	6mA	17	58.82	10	7	0	0	5	0
1-1	T1	NC_003888.3	585945	+	5mC	CCGG_pos_5mC	12	0.0	0	0	12	0	13	1
1-1	T1	NC_003888.3	585945	+	4mC	CCGG_4mC	12	100.0	12	0	0	0	13	1
1-1	T1	NC_003888.3	587057	-	6mA	6mA	13	38.46	5	8	0	1	4	2
1-1	T1	NC_003888.3	589606	-	6mA	6mA	14	50.0	7	7	0	0	6	0
1-1	T1	NC_003888.3	589805	+	6mA	6mA	18	38.89	7	11	0	1	3	2
1-1	T1	NC_003888.3	592540	-	6mA	6mA	16	62.5	10	6	0	0	10	0
1-1	T1	NC_003888.3	593726	-	6mA	6mA	15	93.33	14	1	0	0	9	0
1-1	T1	NC_003888.3	593798	-	6mA	6mA	23	43.48	10	13	0	0	2	0
1-1	T1	NC_003888.3	594019	-	6mA	6mA	20	60.0	12	8	0	0	5	0
1-1	T1	NC_003888.3	594827	+	5mC	CCGG_pos_5mC	6	0.0	0	1	5	0	15	0
1-1	T1	NC_003888.3	594827	+	4mC	CCGG_4mC	6	83.33	5	1	0	0	15	0
1-1	T1	NC_003888.3	594828	-	5mC	CCGG_pos_5mC	16	0.0	0	2	14	0	13	0
1-1	T1	NC_003888.3	594828	-	4mC	CCGG_4mC	16	87.5	14	2	0	0	13	0
1-1	T1	NC_003888.3	596992	-	5mC	CCGG_pos_5mC	9	0.0	0	0	9	0	18	0
1-1	T1	NC_003888.3	596992	-	4mC	CCGG_4mC	9	100.0	9	0	0	0	18	0
1-1	T1	NC_003888.3	598176	-	6mA	6mA	12	33.33	4	8	0	0	11	0
1-1	T1	NC_003888.3	600113	+	6mA	6mA	17	52.94	9	8	0	0	4	0
1-1	T1	NC_003888.3	608270	-	5mC	CCGG_pos_5mC	5	0.0	0	1	4	0	23	0
1-1	T1	NC_003888.3	608270	-	4mC	CCGG_4mC	5	80.0	4	1	0	0	23	0
1-1	T1	NC_003888.3	609828	+	6mA	6mA	13	69.23	9	4	0	0	5	0
1-1	T1	NC_003888.3	609829	+	6mA	6mA	14	78.57	11	3	0	0	4	0
1-1	T1	NC_003888.3	613833	-	6mA	6mA	12	50.0	6	6	0	1	5	1
1-1	T1	NC_003888.3	613984	+	5mC	CCGG_pos_5mC	8	0.0	0	2	6	1	11	0
1-1	T1	NC_003888.3	613984	+	4mC	CCGG_4mC	8	75.0	6	2	0	1	11	0
1-1	T1	NC_003888.3	614825	+	6mA	6mA	12	33.33	4	8	0	0	6	0
1-1	T1	NC_003888.3	619692	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	6	1
1-1	T1	NC_003888.3	619692	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	6	1
1-1	T1	NC_003888.3	619824	-	6mA	6mA	12	58.33	7	5	0	0	8	1
1-1	T1	NC_003888.3	620836	+	5mC	CCGG_pos_5mC	14	0.0	0	0	14	0	6	0
1-1	T1	NC_003888.3	620836	+	4mC	CCGG_4mC	14	100.0	14	0	0	0	6	0
1-1	T1	NC_003888.3	621343	-	6mA	6mA	15	46.67	7	8	0	0	5	1
1-1	T1	NC_003888.3	621757	-	5mC	CCGG_pos_5mC	9	0.0	0	4	5	0	12	0
1-1	T1	NC_003888.3	621757	-	4mC	CCGG_4mC	9	55.56	5	4	0	0	12	0
1-1	T1	NC_003888.3	622545	+	5mC	CCGG_pos_5mC	4	0.0	0	1	3	0	11	2
1-1	T1	NC_003888.3	622545	+	4mC	CCGG_4mC	4	75.0	3	1	0	0	11	2
1-1	T1	NC_003888.3	623416	-	5mC	CCGG_pos_5mC	7	0.0	0	1	6	0	11	0
1-1	T1	NC_003888.3	623416	-	4mC	CCGG_4mC	7	85.71	6	1	0	0	11	0
1-1	T1	NC_003888.3	623420	-	6mA	6mA	14	42.86	6	8	0	0	3	1
1-1	T1	NC_003888.3	624994	+	5mC	CCGG_pos_5mC	10	0.0	0	3	7	0	13	2
1-1	T1	NC_003888.3	624994	+	4mC	CCGG_4mC	10	70.0	7	3	0	0	13	2
1-1	T1	NC_003888.3	629202	-	6mA	6mA	13	30.77	4	9	0	0	8	0
1-1	T1	NC_003888.3	629209	-	6mA	6mA	14	35.71	5	9	0	0	7	0
1-1	T1	NC_003888.3	631017	-	6mA	6mA	16	56.25	9	7	0	1	2	1
1-1	T1	NC_003888.3	634163	+	6mA	6mA	21	28.57	6	15	0	0	8	0
1-1	T1	NC_003888.3	635181	+	6mA	6mA	17	52.94	9	8	0	2	6	0
1-1	T1	NC_003888.3	636420	-	5mC	CCGG_pos_5mC	3	0.0	0	1	2	0	11	1
1-1	T1	NC_003888.3	636420	-	4mC	CCGG_4mC	3	66.67	2	1	0	0	11	1
1-1	T1	NC_003888.3	637851	-	6mA	6mA	15	40.0	6	9	0	1	1	0
1-1	T1	NC_003888.3	637873	-	6mA	6mA	11	45.45	5	6	0	0	6	0
1-1	T1	NC_003888.3	638927	-	6mA	6mA	14	35.71	5	9	0	0	6	0
1-1	T1	NC_003888.3	643546	-	6mA	6mA	16	50.0	8	8	0	0	3	0
1-1	T1	NC_003888.3	645575	+	6mA	6mA	16	50.0	8	8	0	0	5	1
1-1	T1	NC_003888.3	645581	+	6mA	6mA	14	50.0	7	7	0	0	7	1
1-1	T1	NC_003888.3	647285	+	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	11	0
1-1	T1	NC_003888.3	647285	+	4mC	CCGG_4mC	12	83.33	10	2	0	0	11	0
1-1	T1	NC_003888.3	647457	-	6mA	6mA	16	75.0	12	4	0	0	3	2
1-1	T1	NC_003888.3	648234	+	6mA	6mA	16	37.5	6	10	0	0	7	0
1-1	T1	NC_003888.3	648235	+	6mA	6mA	14	92.86	13	1	0	0	9	0
1-1	T1	NC_003888.3	648246	+	6mA	6mA	15	86.67	13	2	0	1	3	4
1-1	T1	NC_003888.3	648247	+	6mA	6mA	14	64.29	9	5	0	0	8	1
1-1	T1	NC_003888.3	648438	+	6mA	6mA	14	85.71	12	2	0	1	6	2
1-1	T1	NC_003888.3	648450	+	6mA	6mA	19	68.42	13	6	0	1	3	0
1-1	T1	NC_003888.3	648451	+	6mA	6mA	16	56.25	9	7	0	0	7	0
1-1	T1	NC_003888.3	648804	-	6mA	6mA	13	61.54	8	5	0	0	9	0
1-1	T1	NC_003888.3	649057	+	5mC	CCGG_pos_5mC	6	0.0	0	1	5	0	15	0
1-1	T1	NC_003888.3	649057	+	4mC	CCGG_4mC	6	83.33	5	1	0	0	15	0
1-1	T1	NC_003888.3	649459	+	5mC	CCGG_pos_5mC	8	0.0	0	2	6	0	14	0
1-1	T1	NC_003888.3	649459	+	4mC	CCGG_4mC	8	75.0	6	2	0	0	14	0
1-1	T1	NC_003888.3	649826	+	6mA	6mA	19	57.89	11	8	0	0	3	0
1-1	T1	NC_003888.3	649992	-	6mA	6mA	17	64.71	11	6	0	0	2	0
1-1	T1	NC_003888.3	652826	-	6mA	6mA	15	26.67	4	11	0	0	6	2
1-1	T1	NC_003888.3	655652	-	6mA	6mA	16	50.0	8	8	0	0	6	0
1-1	T1	NC_003888.3	656160	-	5mC	CCGG_pos_5mC	11	0.0	0	0	11	1	10	0
1-1	T1	NC_003888.3	656160	-	4mC	CCGG_4mC	11	100.0	11	0	0	1	10	0
1-1	T1	NC_003888.3	656945	-	5mC	CCGG_pos_5mC	5	0.0	0	2	3	0	16	2
1-1	T1	NC_003888.3	656945	-	4mC	CCGG_4mC	5	60.0	3	2	0	0	16	2
1-1	T1	NC_003888.3	660199	-	6mA	6mA	15	20.0	3	12	0	0	10	0
1-1	T1	NC_003888.3	661265	-	6mA	6mA	14	28.57	4	10	0	0	8	1
1-1	T1	NC_003888.3	663152	+	5mC	CCGG_pos_5mC	12	0.0	0	3	9	0	19	2
1-1	T1	NC_003888.3	663152	+	4mC	CCGG_4mC	12	75.0	9	3	0	0	19	2
1-1	T1	NC_003888.3	663176	+	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	21	2
1-1	T1	NC_003888.3	663176	+	4mC	CCGG_4mC	10	90.0	9	1	0	0	21	2
1-1	T1	NC_003888.3	663377	+	5mC	CCGG_pos_5mC	13	0.0	0	0	13	0	17	2
1-1	T1	NC_003888.3	663377	+	4mC	CCGG_4mC	13	100.0	13	0	0	0	17	2
1-1	T1	NC_003888.3	666721	-	5mC	CCGG_pos_5mC	10	0.0	0	4	6	0	15	1
1-1	T1	NC_003888.3	666721	-	4mC	CCGG_4mC	10	60.0	6	4	0	0	15	1
1-1	T1	NC_003888.3	670858	-	6mA	6mA	21	80.95	17	4	0	0	4	0
1-1	T1	NC_003888.3	673681	+	6mA	6mA	24	33.33	8	16	0	0	6	1
1-1	T1	NC_003888.3	676441	+	6mA	6mA	20	35.0	7	13	0	0	6	0
1-1	T1	NC_003888.3	678046	+	6mA	6mA	20	65.0	13	7	0	1	5	0
1-1	T1	NC_003888.3	683994	-	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	18	1
1-1	T1	NC_003888.3	683994	-	4mC	CCGG_4mC	12	83.33	10	2	0	0	18	1
1-1	T1	NC_003888.3	685246	+	6mA	6mA	12	41.67	5	7	0	0	4	0
1-1	T1	NC_003888.3	693130	+	6mA	6mA	9	33.33	3	6	0	0	6	0
1-1	T1	NC_003888.3	694056	-	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	22	0
1-1	T1	NC_003888.3	694056	-	4mC	CCGG_4mC	9	88.89	8	1	0	0	22	0
1-1	T1	NC_003888.3	694060	-	6mA	6mA	23	34.78	8	15	0	1	7	0
1-1	T1	NC_003888.3	714416	-	6mA	6mA	20	70.0	14	6	0	0	7	0
1-1	T1	NC_003888.3	716905	+	6mA	6mA	16	31.25	5	11	0	0	2	0
1-1	T1	NC_003888.3	717307	+	5mC	CCGG_pos_5mC	6	0.0	0	0	6	0	11	1
1-1	T1	NC_003888.3	717307	+	4mC	CCGG_4mC	6	100.0	6	0	0	0	11	1
1-1	T1	NC_003888.3	717308	-	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	15	1
1-1	T1	NC_003888.3	717308	-	4mC	CCGG_4mC	9	88.89	8	1	0	0	15	1
1-1	T1	NC_003888.3	718697	+	6mA	6mA	13	61.54	8	5	0	0	4	0
1-1	T1	NC_003888.3	720913	+	6mA	6mA	10	50.0	5	5	0	0	5	0
1-1	T1	NC_003888.3	720929	+	6mA	6mA	13	38.46	5	8	0	0	2	0
1-1	T1	NC_003888.3	721152	-	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	9	1
1-1	T1	NC_003888.3	721152	-	4mC	CCGG_4mC	10	90.0	9	1	0	0	9	1
1-1	T1	NC_003888.3	725128	+	6mA	6mA	9	66.67	6	3	0	0	3	0
1-1	T1	NC_003888.3	725454	-	6mA	6mA	14	50.0	7	7	0	0	8	0
