# Program:featureCounts v2.1.1; Command:"/Users/okaban/miniconda3/envs/rna-seq/bin/featureCounts" "-T" "6" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/Users/okaban/SFC-CNS Dropbox/Takeda Tomoki/my_projects/2026/M145_RNA-seq/data/RH250715199/02_M145-ref/ncbi_dataset/data/GCF_000203835.1/genomic.gtf" "-o" "/Users/okaban/bioinfo/rna-seq/03_quantification/data/featureCounts_s2/featureCounts_M145_s2.txt" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam
SC_RS03280	NC_003888.3	262330	263220	+	891	2	1	1	8	6	6	48	9	45
SC_RS03285	NC_003888.3	263285	264634	+	1350	5	4	1	9	16	8	63	16	60
SC_RS03290	NC_003888.3	264764	266263	+	1500	10	10	10	23	20	21	74	19	70
SC_RS03295	NC_003888.3	266356	267513	+	1158	42	40	69	39	26	27	89	34	64
SC_RS03300	NC_003888.3	267585	268838	+	1254	51	73	60	50	49	27	101	44	75
SC_RS03305	NC_003888.3	269020	269688	-	669	75	94	111	129	125	117	124	67	95
SC_RS03310	NC_003888.3	269783	270397	+	615	39	41	54	1	3	0	43	15	31
SC_RS03315	NC_003888.3	270444	271748	+	1305	79	66	86	43	40	37	95	38	80
SC_RS03320	NC_003888.3	271768	272469	-	702	25	22	41	59	59	40	70	13	45
SC_RS03325	NC_003888.3	272466	272849	-	384	7	10	14	20	20	17	26	12	21
SC_RS03330	NC_003888.3	272898	273656	+	759	65	63	69	64	59	69	78	25	63
SC_RS03335	NC_003888.3	274101	274535	-	435	7	7	7	2	5	4	42	12	48
SC_RS03340	NC_003888.3	274763	276805	+	2043	8	6	6	23	38	11	114	39	109
SC_RS03345	NC_003888.3	276953	278827	+	1875	29	28	40	58	46	65	153	49	103
SC_RS03350	NC_003888.3	278910	279416	-	507	369	319	340	109	96	92	106	83	105
SC_RS03355	NC_003888.3	279691	280695	+	1005	51	53	48	47	92	62	145	56	91
SC_RS03360	NC_003888.3	280692	281132	-	441	18	23	25	5	8	10	41	15	30
SC_RS03365	NC_003888.3	281129	282157	-	1029	139	110	161	42	40	41	113	63	93
SC_RS03370	NC_003888.3	282491	283801	+	1311	1	2	2	2	7	5	86	21	69
SC_RS03375	NC_003888.3	283798	284700	+	903	2	3	4	8	4	2	40	10	26
SC_RS03380	NC_003888.3	284702	285598	+	897	5	3	3	1	2	2	54	6	49
SC_RS03385	NC_003888.3	285714	288104	+	2391	4	7	4	4	9	4	119	30	88
SC_RS03390	NC_003888.3	288187	288840	-	654	12	11	10	13	13	14	58	19	39
SC_RS03395	NC_003888.3	288987	290456	-	1470	12	16	23	18	9	18	103	42	63
SC_RS03400	NC_003888.3	290584	291165	+	582	61	49	86	24	38	34	83	35	49
SC_RS03405	NC_003888.3	291315	292592	+	1278	40	47	54	6237	4883	5222	1506	1531	1254
SC_RS03410	NC_003888.3	292656	293519	-	864	132	142	216	389	253	271	289	273	259
SC_RS03415	NC_003888.3	293613	294497	+	885	19	13	21	93	84	86	74	39	76
SC_RS03420	NC_003888.3	294494	296305	-	1812	25	26	24	689	638	768	274	184	239
SC_RS03425	NC_003888.3	296477	297499	+	1023	3	3	4	44	28	39	83	19	77
SC_RS03430	NC_003888.3	297515	298108	-	594	68	68	104	108	82	67	130	94	99
SC_RS03435	NC_003888.3	298468	298836	-	369	3	3	1	11	13	17	27	20	32
SC_RS03440	NC_003888.3	299213	302092	+	2880	34	43	43	769	588	723	1109	983	891
SC_RS03445	NC_003888.3	302053	303030	-	978	3	4	4	5	10	3	76	24	81
SC_RS03450	NC_003888.3	303084	303971	+	888	20	32	25	44	51	42	70	42	50
SC_RS03455	NC_003888.3	304074	305429	+	1356	20	15	27	87	63	69	129	62	98
SC_RS03460	NC_003888.3	305537	306721	-	1185	24	31	35	18	18	17	67	33	59
SC_RS03465	NC_003888.3	306816	307460	-	645	54	47	82	52	52	71	74	34	50
SC_RS03470	NC_003888.3	307575	309131	+	1557	7	1	2	2	5	3	84	22	80
SC_RS03475	NC_003888.3	309147	310316	+	1170	2	2	1	3	3	4	48	10	52
SC_RS03480	NC_003888.3	310378	311727	+	1350	2	1	1	4	1	1	62	7	57
SC_RS03485	NC_003888.3	311724	313670	+	1947	3	2	2	4	5	16	121	12	77
SC_RS03490	NC_003888.3	313697	315055	-	1359	12	8	11	59	51	68	159	122	146
SC_RS03495	NC_003888.3	315254	316921	-	1668	18	16	25	34	29	44	72	42	81
SC_RS03500	NC_003888.3	316975	318237	-	1263	11	16	15	39	35	29	87	24	63
SC_RS03505	NC_003888.3	318329	319288	-	960	7	0	2	4	7	1	72	9	46
SC_RS03510	NC_003888.3	319712	319882	+	171	1	0	3	6	2	2	312	288	252
SC_RS03515	NC_003888.3	320113	320583	+	471	3	0	5	20	5	13	603	529	502
SC_RS03520	NC_003888.3	320720	322255	+	1536	19	18	23	36	20	27	459	410	411
SC_RS03525	NC_003888.3	322244	323938	-	1695	20	22	16	13	32	15	101	41	84
SC_RS03530	NC_003888.3	324330	324617	+	288	0	0	2	17	7	3	42	25	28
SC_RS03535	NC_003888.3	324710	325210	+	501	2	1	4	174	94	63	82	31	80
SC_RS03540	NC_003888.3	325238	327616	-	2379	6	3	5	14705	13268	13653	3029	2591	1963
SC_RS03545	NC_003888.3	327944	328264	+	321	1	0	0	12	8	6	30	11	31
SC_RS03550	NC_003888.3	328333	329301	+	969	21	16	24	93	94	98	112	73	126
SC_RS03555	NC_003888.3	329342	330174	+	833	0	0	0	2	1	0	17	6	11
SC_RS03560	NC_003888.3	330235	331365	+	1131	33	34	45	47	42	55	92	53	83
SC_RS03565	NC_003888.3	331504	332253	+	750	31	29	33	16	12	10	38	11	43
SC_RS03570	NC_003888.3	332311	333210	+	900	15	18	16	7	9	12	46	2	50
SC_RS03575	NC_003888.3	333529	334149	+	621	43	48	51	34	54	38	55	14	46
SC_RS03580	NC_003888.3	334223	335734	-	1512	5	12	7	8	5	17	75	35	88
SC_RS03585	NC_003888.3	335948	336292	+	345	0	0	0	0	0	1	27	2	21
SC_RS03590	NC_003888.3	336333	339467	+	3135	22	32	31	58	38	45	182	51	156
SC_RS03595	NC_003888.3	339521	340630	-	1110	15	28	24	13	9	13	85	29	56
SC_RS03600	NC_003888.3	340752	341318	+	567	72	65	100	73	64	47	123	60	72
SC_RS03605	NC_003888.3	341370	341909	-	540	8	3	11	3	0	5	45	6	34
SC_RS03610	NC_003888.3	341803	342561	+	759	15	15	12	4	8	2	64	12	42
SC_RS03615	NC_003888.3	342578	343156	-	579	66	70	109	35	37	57	81	35	64
SC_RS03620	NC_003888.3	343234	345663	-	2430	2	2	3	2	8	4	142	20	118
SC_RS03625	NC_003888.3	345817	347706	-	1890	12	5	6	3	11	3	97	37	90
SC_RS03630	NC_003888.3	348206	349381	+	1176	47	40	68	40	29	23	115	55	73
SC_RS03635	NC_003888.3	349419	350201	-	783	30	32	42	43	35	37	72	35	76
SC_RS03640	NC_003888.3	350474	351352	+	879	35	31	42	30	30	30	70	18	62
SC_RS03645	NC_003888.3	351529	352779	+	1251	25	25	35	28	19	21	110	54	65
SC_RS03650	NC_003888.3	352776	353795	+	1020	10	12	9	15	9	17	77	20	60
SC_RS03655	NC_003888.3	353801	354805	+	1005	17	4	28	13	17	28	82	27	61
SC_RS03660	NC_003888.3	354802	355686	+	885	8	8	6	16	5	9	43	34	46
SC_RS03665	NC_003888.3	355713	357158	+	1446	21	18	31	25	25	41	106	51	89
SC_RS03670	NC_003888.3	357203	358477	+	1275	44	42	37	63	75	84	140	128	120
SC_RS03675	NC_003888.3	358481	359392	+	912	16	22	26	29	31	32	89	44	84
SC_RS03680	NC_003888.3	359389	360231	+	843	8	5	9	24	21	24	68	44	64
SC_RS03685	NC_003888.3	360305	360646	+	342	1	0	5	3	7	3	22	11	16
SC_RS03690	NC_003888.3	360674	361465	+	792	29	24	25	9	13	7	66	30	54
SC_RS03695	NC_003888.3	361759	362508	-	750	167	168	201	90	115	112	138	79	85
SC_RS03700	NC_003888.3	362635	363777	+	1143	52	46	49	34	46	39	150	87	106
SC_RS03705	NC_003888.3	363831	364496	+	666	32	28	42	60	29	32	109	80	84
SC_RS03710	NC_003888.3	364559	365602	-	1044	135	119	171	114	123	153	145	108	132
SC_RS03715	NC_003888.3	365623	366795	-	1173	30	33	56	57	37	40	86	28	79
SC_RS03720	NC_003888.3	366935	368146	+	1212	3	8	7	11	6	9	75	19	59
SC_RS03725	NC_003888.3	368143	369252	+	1110	8	8	5	4	7	5	56	19	57
SC_RS03730	NC_003888.3	369249	370055	+	807	5	1	4	5	2	3	45	6	36
SC_RS03735	NC_003888.3	370066	370812	+	747	7	10	9	14	9	14	41	10	26
SC_RS03740	NC_003888.3	370809	371876	+	1068	9	12	5	13	16	23	66	16	44
SC_RS03745	NC_003888.3	371921	372928	-	1008	8	6	8	5	2	5	57	14	29
SC_RS03750	NC_003888.3	373045	374001	+	957	0	0	0	0	3	0	12	6	13
SC_RS03755	NC_003888.3	373998	377255	-	3258	0	3	7	5	2	5	159	25	136
SC_RS03760	NC_003888.3	377286	380690	-	3405	1	0	3	2	11	4	163	36	151
SC_RS03765	NC_003888.3	380751	383360	-	2610	2	0	0	3	9	4	114	30	120
SC_RS03770	NC_003888.3	383578	386592	-	3015	8	11	20	6	7	8	168	31	132
SC_RS03775	NC_003888.3	386761	387324	-	564	10	12	14	42	18	27	50	27	37
SC_RS03780	NC_003888.3	387750	389519	+	1770	4	1	9	474	464	553	1395	1331	1118
SC_RS03785	NC_003888.3	389531	391123	-	1593	17	18	17	18	12	19	130	53	114
SC_RS03790	NC_003888.3	391232	391834	+	603	59	58	87	51	37	40	106	55	67
SC_RS03795	NC_003888.3	391950	392483	-	534	9	8	6	2	4	7	42	10	32
SC_RS03800	NC_003888.3	392484	393212	-	729	4	3	4	15	20	24	52	16	42
SC_RS03805	NC_003888.3	393498	394961	+	1464	462	453	574	1764	2020	3464	3022	3556	2466
SC_RS03810	NC_003888.3	395065	395460	+	396	12	15	18	35	26	42	74	52	70
SC_RS03815	NC_003888.3	395939	397414	+	1476	12	7	17	3416	3069	3316	2980	3160	2906
SC_RS03820	NC_003888.3	397485	398810	+	1326	2	6	10	4050	3673	3846	3573	3731	3164
SC_RS03825	NC_003888.3	398800	400104	+	1305	14	7	13	3543	3227	3192	2452	2726	2195
SC_RS03830	NC_003888.3	400101	401468	+	1368	6	9	11	3614	3244	3271	3158	3637	3185
SC_RS03835	NC_003888.3	401465	403030	+	1566	6	9	12	2599	2167	2312	2195	2433	2231
SC_RS03840	NC_003888.3	403034	404968	+	1935	7	14	11	2412	2002	2159	2082	2209	2060
SC_RS03845	NC_003888.3	405058	407250	+	2193	12	11	4	5717	5069	5306	3656	3913	3371
SC_RS03850	NC_003888.3	407247	409214	+	1968	12	2	4	4088	3497	3607	2937	3053	2969
SC_RS03855	NC_003888.3	409237	410772	+	1536	0	3	2	1031	919	1016	1057	1097	1022
SC_RS03860	NC_003888.3	410774	412006	+	1233	1	2	1	530	443	553	524	492	478
SC_RS03865	NC_003888.3	412009	413250	+	1242	2	2	0	1222	1084	1194	1166	1293	1309
SC_RS03870	NC_003888.3	413247	414497	+	1251	3	4	3	4239	3610	3946	3103	3398	3087
SC_RS03875	NC_003888.3	414494	415303	+	810	3	4	7	2698	2324	2367	1979	2175	1821
SC_RS03880	NC_003888.3	415300	415947	+	648	3	2	3	1505	1324	1467	1190	1220	1198
SC_RS03885	NC_003888.3	415951	416976	+	1026	4	3	7	3726	3418	3560	2813	2978	2584
SC_RS03890	NC_003888.3	416964	418247	+	1284	3	5	5	4175	3501	3686	3413	3384	2950
SC_RS03895	NC_003888.3	418253	419542	+	1290	4	3	7	2291	1911	1811	2030	1878	1909
SC_RS03900	NC_003888.3	419539	420486	+	948	1	14	4	1513	1626	1613	1332	1230	1238
SC_RS03905	NC_003888.3	420483	421715	+	1233	6	12	8	3287	2811	2940	2062	2145	1997
SC_RS03910	NC_003888.3	421712	422263	+	552	3	3	2	952	916	883	825	850	743
SC_RS03915	NC_003888.3	422271	423596	+	1326	8	8	7	2698	2461	2362	2011	2192	2047
SC_RS03920	NC_003888.3	423654	424406	-	753	94	75	102	833	795	722	1119	996	914
SC_RS03925	NC_003888.3	424609	425172	-	564	35	28	38	71	43	71	92	48	79
SC_RS03930	NC_003888.3	425291	425983	+	693	18	20	25	94	63	56	106	50	70
SC_RS03935	NC_003888.3	426015	426833	-	819	105	109	137	1047	949	991	883	849	779
SC_RS03940	NC_003888.3	426932	427606	+	675	8	8	12	6	8	17	44	17	48
SC_RS03945	NC_003888.3	427610	428614	+	1005	26	11	25	68	41	40	94	45	69
SC_RS03950	NC_003888.3	428657	429403	+	747	122	79	154	98	123	126	132	87	95
SC_RS03955	NC_003888.3	429492	429956	-	465	23	19	22	1118	1122	969	1456	1634	1271
SC_RS03960	NC_003888.3	430071	431162	-	1092	23	18	19	19	11	22	74	27	55
SC_RS03965	NC_003888.3	431312	431551	+	240	35	45	57	71	61	55	69	51	54
SC_RS03970	NC_003888.3	431551	431934	+	384	42	48	71	60	70	62	50	43	39
SC_RS03975	NC_003888.3	431962	432564	-	603	227	235	288	295	283	334	309	315	285
SC_RS03980	NC_003888.3	432617	433513	-	897	80	65	78	90	80	77	119	105	125
SC_RS03985	NC_003888.3	433615	433977	+	363	4	0	5	6	0	3	32	11	31
SC_RS03990	NC_003888.3	433984	434589	-	606	1	3	1	15	11	9	38	10	31
SC_RS03995	NC_003888.3	434651	435397	-	747	3	0	1	28	49	53	67	35	67
SC_RS04000	NC_003888.3	435489	436103	+	615	0	0	0	3	2	2	39	8	42
SC_RS04005	NC_003888.3	436235	437224	+	990	6	4	8	22	8	8	91	55	78
SC_RS04010	NC_003888.3	437253	438287	-	1035	100	100	120	70	80	91	120	79	110
SC_RS04015	NC_003888.3	438329	439000	-	672	7	8	5	14	20	12	51	22	26
SC_RS04020	NC_003888.3	438997	440190	-	1194	12	5	9	14	24	24	101	27	74
SC_RS04025	NC_003888.3	440282	442579	-	2298	11	3	8	9	4	4	113	36	121
SC_RS04030	NC_003888.3	442787	443191	+	405	3	2	3	1	1	1	25	4	23
SC_RS04035	NC_003888.3	443293	444243	-	951	40	24	37	15	13	12	69	27	48
SC_RS04040	NC_003888.3	444441	444671	+	231	6	6	4	60	57	46	37	8	21
SC_RS04045	NC_003888.3	444752	445588	+	837	162	159	170	124	146	146	87	39	58
SC_RS04050	NC_003888.3	445611	446144	+	534	76	90	107	45	52	35	42	16	37
SC_RS04055	NC_003888.3	446214	447161	-	948	61	66	50	21	25	25	55	27	56
SC_RS04060	NC_003888.3	447245	447868	+	624	256	237	336	65	66	87	112	57	90
SC_RS04065	NC_003888.3	447890	449218	-	1329	23	27	19	82	88	93	143	72	91
SC_RS04070	NC_003888.3	449515	453252	+	3738	24	19	24	205	225	210	279	122	250
SC_RS04075	NC_003888.3	453370	454374	+	1005	64	61	96	31	27	20	61	34	67
SC_RS04080	NC_003888.3	454546	456195	+	1650	42	35	46	43	16	19	92	20	85
SC_RS04085	NC_003888.3	456192	457397	+	1206	19	11	16	7	1	5	62	13	42
SC_RS04090	NC_003888.3	457484	457654	+	171	43	26	32	4	7	4	26	2	21
SC_RS04095	NC_003888.3	457670	458695	-	1026	181	137	185	28	51	50	92	16	62
SC_RS04100	NC_003888.3	458695	459345	-	651	44	36	52	18	13	14	36	10	24
SC_RS04105	NC_003888.3	459393	460367	-	975	83	69	89	24	23	30	50	12	47
SC_RS04110	NC_003888.3	460364	461083	-	720	79	93	86	14	31	21	44	8	42
SC_RS04115	NC_003888.3	461350	462102	+	753	425	438	501	31	14	14	73	29	53
SC_RS04120	NC_003888.3	462099	462857	+	759	326	263	340	9	7	6	47	16	36
SC_RS04125	NC_003888.3	462854	463711	+	858	147	156	173	2	4	2	41	15	40
SC_RS04130	NC_003888.3	463698	464099	-	402	29	27	40	27	28	37	60	32	59
SC_RS04135	NC_003888.3	464207	465502	-	1296	0	2	2	2	0	4	53	12	38
SC_RS04140	NC_003888.3	465496	465849	-	354	0	0	0	2	3	2	23	10	23
SC_RS04145	NC_003888.3	465990	466436	+	447	23	25	33	13	12	9	33	26	43
SC_RS04150	NC_003888.3	466429	466764	+	336	10	11	16	8	5	6	17	8	27
SC_RS04155	NC_003888.3	466758	467909	+	1152	12	18	12	7	3	8	74	13	48
SC_RS04160	NC_003888.3	468153	469232	+	1080	3	3	0	8	6	8	53	13	69
SC_RS04165	NC_003888.3	469315	470304	-	990	8	7	10	10	9	10	65	19	75
SC_RS04170	NC_003888.3	470355	471209	-	855	51	61	87	69	40	44	142	92	90
SC_RS04175	NC_003888.3	471415	472314	+	900	45	43	47	137	110	151	145	73	122
SC_RS04180	NC_003888.3	472458	473747	+	1290	7	6	5	30	16	20	77	19	48
SC_RS04185	NC_003888.3	473848	474789	+	942	6	6	9	15	14	16	65	11	55
SC_RS04190	NC_003888.3	474804	475631	+	828	7	5	6	24	10	10	41	8	37
SC_RS04195	NC_003888.3	475628	476671	+	1044	8	10	8	9	12	8	48	7	34
SC_RS04200	NC_003888.3	476738	478672	+	1935	19	34	29	31	30	38	122	32	96
SC_RS04205	NC_003888.3	478669	480957	+	2289	40	28	35	32	42	28	139	44	100
SC_RS04210	NC_003888.3	480973	481791	+	819	105	65	128	1003	1065	1105	1201	896	847
SC_RS04215	NC_003888.3	481810	482319	-	510	372	306	484	197	146	85	153	124	145
SC_RS04220	NC_003888.3	482456	483325	+	870	31	19	22	52	31	32	88	44	66
SC_RS04225	NC_003888.3	483338	484267	-	930	151	153	187	270	247	332	259	147	190
SC_RS04230	NC_003888.3	484318	484932	+	615	106	82	86	107	65	106	146	195	165
SC_RS04235	NC_003888.3	484973	486670	-	1698	11	14	30	20	29	15	115	28	102
SC_RS04240	NC_003888.3	486684	487514	-	831	4	6	2	26	17	28	58	26	42
SC_RS04245	NC_003888.3	487618	488601	+	984	14	10	10	20	19	18	87	33	60
SC_RS04250	NC_003888.3	488719	489357	+	639	13	3	8	32	22	29	92	42	50
SC_RS04255	NC_003888.3	489373	490350	-	978	74	65	84	100	108	104	169	107	121
SC_RS04260	NC_003888.3	490451	490972	+	522	37	36	44	52	48	65	74	39	48
SC_RS04265	NC_003888.3	490983	491891	+	909	27	11	24	12	13	10	55	18	35
SC_RS04270	NC_003888.3	491901	492881	+	981	11	13	19	32	40	38	102	54	85
SC_RS04275	NC_003888.3	493055	494263	-	1209	6	7	7	4	2	6	82	15	57
SC_RS04280	NC_003888.3	494260	495249	-	990	3	1	5	1	3	3	57	10	47
SC_RS04285	NC_003888.3	495246	496493	-	1248	10	5	3	3	1	0	66	7	40
SC_RS04290	NC_003888.3	496508	497359	-	852	6	3	4	2	0	3	52	11	48
SC_RS04295	NC_003888.3	497375	498133	+	759	4	2	10	5	2	1	58	7	40
SC_RS04300	NC_003888.3	498238	498630	+	393	13	17	19	65	36	50	80	42	71
SC_RS04305	NC_003888.3	498683	499756	-	1074	34	17	35	38	30	40	75	25	70
SC_RS04310	NC_003888.3	499952	500776	-	825	62	47	69	88	102	85	60	27	51
SC_RS04315	NC_003888.3	500926	501108	-	183	0	0	0	0	0	2	22	0	18
SC_RS04320	NC_003888.3	501119	501412	+	294	0	0	0	0	0	1	30	12	30
SC_RS04325	NC_003888.3	501699	502217	+	519	1	0	0	1	1	0	33	5	31
SC_RS04330	NC_003888.3	502342	503076	+	735	2	2	2	6	4	1	54	19	42
SC_RS04335	NC_003888.3	503073	503474	-	402	55	53	53	80	47	54	73	61	66
SC_RS04340	NC_003888.3	503539	504705	-	1167	34	37	38	24	11	28	85	31	77
SC_RS04345	NC_003888.3	504854	505465	+	612	122	110	188	37	47	48	62	39	58
SC_RS04350	NC_003888.3	505447	506670	-	1224	42	32	55	41	32	41	78	16	70
SC_RS04355	NC_003888.3	506842	507348	+	507	59	33	80	69	48	59	81	57	79
SC_RS04360	NC_003888.3	507451	510810	+	3360	65	56	65	278	201	166	648	292	502
SC_RS04365	NC_003888.3	510823	511035	-	213	17	20	29	765	811	748	1454	1359	1069
SC_RS04370	NC_003888.3	511124	512215	+	1092	100	78	155	2211	2152	2028	1903	1580	1676
SC_RS04375	NC_003888.3	512302	514002	-	1701	131	68	115	3029	2645	2747	2531	2570	2157
SC_RS04380	NC_003888.3	513989	524920	-	10932	178	168	236	16847	15494	17063	11065	10439	9122
SC_RS04385	NC_003888.3	524978	526783	-	1806	478	318	539	9589	8903	9296	6085	6248	5155
SC_RS04390	NC_003888.3	526786	527838	-	1053	388	292	447	9450	9005	9503	6085	5712	4538
SC_RS04395	NC_003888.3	527889	528752	-	864	196	169	256	1026	959	939	1005	784	789
SC_RS04400	NC_003888.3	528791	529882	-	1092	95	89	112	1005	813	779	1377	1098	1093
SC_RS04405	NC_003888.3	529894	530958	-	1065	156	122	194	2547	2573	2272	2961	3011	2395
SC_RS04410	NC_003888.3	530970	532325	-	1356	40	25	44	9729	9851	8773	9776	8630	7217
SC_RS04415	NC_003888.3	532501	533448	+	948	43	27	41	4399	4366	4589	2441	2040	1790
SC_RS04420	NC_003888.3	533534	533773	-	240	343	363	397	472	496	653	391	445	297
SC_RS04425	NC_003888.3	533812	535677	-	1866	6	3	6	125	84	117	175	99	193
SC_RS04430	NC_003888.3	535974	536408	+	435	10	7	10	14	9	12	46	16	26
SC_RS04435	NC_003888.3	536532	537512	+	981	11	7	20	9	5	8	58	12	44
SC_RS04440	NC_003888.3	537623	538942	+	1320	742	702	943	165	162	227	292	319	306
SC_RS04445	NC_003888.3	539123	542131	+	3009	64	80	105	412	323	379	1725	1678	1469
SC_RS04450	NC_003888.3	542269	543099	+	831	611	597	848	586	563	636	446	450	384
SC_RS04455	NC_003888.3	543119	543577	-	459	23	24	24	11	8	5	26	6	17
SC_RS04460	NC_003888.3	543545	544087	+	543	91	68	97	13	18	9	44	16	38
SC_RS04465	NC_003888.3	544194	545717	+	1524	47	32	32	154	126	154	234	125	208
SC_RS04470	NC_003888.3	545730	545981	-	252	2	1	3	4	5	5	32	5	25
SC_RS04475	NC_003888.3	546352	547116	+	765	15	8	10	38	13	21	68	24	62
SC_RS04480	NC_003888.3	547135	547743	-	609	63	58	68	88	95	93	117	77	104
SC_RS04485	NC_003888.3	547809	548900	+	1092	243	255	358	643	540	595	231	223	224
SC_RS04490	NC_003888.3	548968	549621	+	654	96	79	105	149	123	150	76	68	64
SC_RS04495	NC_003888.3	549841	550458	+	618	15	17	16	16	17	36	34	21	42
SC_RS04500	NC_003888.3	550455	551633	+	1179	22	14	19	32	37	58	101	26	66
SC_RS04505	NC_003888.3	551845	552276	+	432	9	7	12	5	1	2	50	10	34
SC_RS04510	NC_003888.3	552403	553140	-	738	71	69	78	8	14	17	55	14	44
SC_RS04515	NC_003888.3	553277	553861	+	585	35	27	49	61	50	50	47	30	37
SC_RS04520	NC_003888.3	553892	554473	+	582	148	138	191	71	77	94	89	58	89
SC_RS04525	NC_003888.3	554706	555440	+	735	19	27	24	25	13	10	70	27	49
SC_RS04530	NC_003888.3	555468	555905	-	438	36	29	49	42	30	47	51	33	64
SC_RS04535	NC_003888.3	555990	556898	+	909	29	22	30	72	64	95	99	47	59
SC_RS04540	NC_003888.3	557029	557844	+	816	229	217	295	481	542	630	486	383	348
SC_RS04545	NC_003888.3	557882	558715	+	834	259	273	325	435	439	460	384	341	286
SC_RS04550	NC_003888.3	558812	559015	-	204	6114	5770	7869	9252	8287	8726	5596	5245	4056
SC_RS04555	NC_003888.3	559346	560098	+	753	5	4	7	11	9	10	65	20	65
SC_RS04560	NC_003888.3	560127	561545	-	1419	9	14	21	27	16	22	90	24	77
SC_RS04565	NC_003888.3	561731	562576	-	846	111	118	118	76	42	62	98	73	97
SC_RS04570	NC_003888.3	562803	564071	+	1269	0	1	2	4	1	2	78	13	66
SC_RS04575	NC_003888.3	564117	565049	+	933	2	2	5	0	1	2	41	13	47
SC_RS04580	NC_003888.3	565046	565903	+	858	3	3	6	4	3	1	32	9	48
SC_RS04585	NC_003888.3	566007	567626	+	1620	7	3	4	6	5	3	86	17	78
SC_RS04590	NC_003888.3	567623	569044	+	1422	11	4	5	5	5	4	97	20	64
SC_RS04595	NC_003888.3	569061	569282	-	222	33	32	49	39	39	40	76	54	69
SC_RS04600	NC_003888.3	569655	570482	+	828	12	10	4	15	24	23	75	32	57
SC_RS04605	NC_003888.3	570520	571848	+	1329	9	10	11	22	15	21	101	28	72
SC_RS04610	NC_003888.3	571863	572813	+	951	3	2	3	9	16	13	65	18	44
SC_RS04615	NC_003888.3	572810	573709	+	900	2	4	1	8	7	16	73	24	57
SC_RS04620	NC_003888.3	573756	575081	+	1326	5	16	12	21	16	16	102	33	77
SC_RS04625	NC_003888.3	575351	577984	+	2634	15	6	14	13	12	9	143	40	114
SC_RS04630	NC_003888.3	578092	579228	+	1137	71	79	61	1238	1210	1321	413	412	319
SC_RS04635	NC_003888.3	579257	580789	+	1533	48	33	32	255	213	232	322	347	315
SC_RS04640	NC_003888.3	580913	583459	+	2547	7	9	17	36	31	21	197	49	152
SC_RS04645	NC_003888.3	583523	586897	-	3375	108	108	119	2050	1804	2001	822	631	626
SC_RS04650	NC_003888.3	586987	587988	-	1002	0	0	0	1	1	3	56	12	41
