locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_coordinated	coordination_primary	nearest_methyl_dist	sites_within_2kb	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1	padj_T2vsT1
SC_RS07125		SCO1034	TetR/AcrR family transcriptional regulator	TetR	1092334	1092897	+	1092334	arm	False	non_coordinated	134	4	2	3	1	-0.3767031095001331	0.2358611404564256
SC_RS07150		SCO1039	ROK family protein	ROK	1095280	1096518	-	1096518	arm	False	non_coordinated	545	4	1	4	3	0.5631196363635875	0.0002807901492823388
SC_RS07170		SCO1043	DeoR/GlpR family DNA-binding transcription regulator	DeoR	1099030	1099809	+	1099030	arm	False	non_coordinated	1111	1	1	1	0	-0.8010754312122149	0.00035029202801434035
SC_RS07215		SCO1052	helix-turn-helix domain-containing protein	HTH (other)	1108110	1108778	-	1108778	arm	True	concordant_derepression	216	8	7	5	-2	0.3469446698179995	0.5054444212208189
SC_RS07255		SCO1060	ROK family protein	ROK	1117870	1119111	-	1119111	arm	False	non_coordinated	3780	0	0	0	0	-0.3581513157215901	0.2122561197540646
SC_RS07285		SCO1066	LacI family DNA-binding transcriptional regulator	LacI	1126535	1127557	+	1126535	arm	False	non_coordinated	4	1	1	1	0	-0.3715703654838271	0.3260417481981494
SC_RS07300		SCO1069	MarR family winged helix-turn-helix transcriptional regulator	MarR	1129716	1130108	-	1130108	arm	False	non_coordinated	147	4	2	3	1	1.3089483590641795	0.0001230520044133342
SC_RS07310		SCO1070	response regulator transcription factor	Response regulator	1130429	1131094	-	1131094	arm	False	non_coordinated	1133	2	0	1	1	0.8094142650653717	0.0076859556448376
SC_RS07315		SCO1071	sensor histidine kinase	Sensor kinase	1131091	1132338	-	1132338	arm	False	non_coordinated	2377	0	0	0	0	-0.566215545018939	0.0047273045361705
SC_RS07340		SCO1077	ROK family protein	ROK	1137148	1138101	-	1138101	arm	False	non_coordinated	481	1	0	1	1	-1.4536073413690946	6.966233395686536e-06
SC_RS07345		SCO1078	LacI family DNA-binding transcriptional regulator	LacI	1138315	1139391	+	1138315	arm	False	non_coordinated	695	1	0	1	1	0.0258307180240285	0.908342952081598
SC_RS07425		SCO1094	TetR/AcrR family transcriptional regulator	TetR	1152798	1153376	+	1152798	arm	False	non_coordinated	2920	0	0	0	0	-1.0576162161470033	1.299096550625071e-06
SC_RS07440		SCO1098	MarR family winged helix-turn-helix transcriptional regulator	MarR	1155717	1156292	-	1156292	arm	False	non_coordinated	574	7	7	7	0	-0.8251659163488642	0.00014146090595095614
SC_RS07470		SCO1104	TetR/AcrR family transcriptional regulator	TetR	1161710	1162411	+	1161710	arm	False	non_coordinated	336	3	2	1	-1	-0.9587805541847187	1.8214561937621183e-05
SC_RS07490		SCO1108	ArsR/SmtB family transcription factor	ArsR	1165403	1165774	-	1165774	arm	False	non_coordinated	414	1	0	1	1	0.4849380573690511	0.0316798904835925
SC_RS07505		SCO1111	PaaX family transcriptional regulator C-terminal domain-containing protein	Other regulatory	1167998	1168750	-	1168750	arm	False	non_coordinated	130	6	3	4	1	-1.2286683147129265	8.897744211503448e-05
SC_RS07545		SCO1119	Lrp/AsnC family transcriptional regulator	Lrp	1177797	1178273	+	1177797	arm	False	non_coordinated	431	5	2	4	2	-1.8153785651929175	0.0002952567074650261
SC_RS07560		SCO1122	LysR substrate-binding domain-containing protein	LysR	1179956	1180792	-	1180792	arm	False	non_coordinated	92	3	0	3	3	-0.214480792072109	0.2859145424655701
SC_RS07625	xdhR	SCO1135	purine salvage operon transcriptional regulator XdhR	Other regulatory	1193398	1193988	+	1193398	arm	False	non_coordinated	1008	1	1	1	0	-0.0180939979031007	0.9471813314171088
SC_RS07630		SCO1136	response regulator	Response regulator	1193951	1194742	-	1194742	arm	False	non_coordinated	1070	1	1	1	0	-1.3523461847775713	1.5053021448613318e-05
SC_RS07635		SCO1137	sensor histidine kinase	Sensor kinase	1194739	1196385	-	1196385	arm	False	non_coordinated	573	1	1	1	0	-1.1916448239528148	0.0016928603496836
SC_RS07675		SCO1145	MarR family winged helix-turn-helix transcriptional regulator	MarR	1204428	1204889	+	1204428	arm	False	non_coordinated	3725	0	0	0	0	-2.2093926846049423	1.8468073572531102e-19
SC_RS07750		SCO1160	sensor histidine kinase	Sensor kinase	1218590	1221178	-	1221178	arm	True	discordant_gain_up	86	4	0	2	2	6.811744535398193	1.5603199022331694e-108
SC_RS07805		SCO1171	ROK family transcriptional regulator	ROK	1233319	1234527	+	1233319	arm	False	non_coordinated	249	2	0	2	2	-0.2629738932683965	0.3146045512107165
SC_RS07840		SCO1177	FadR/GntR family transcriptional regulator	GntR	1241559	1242302	+	1241559	arm	False	non_coordinated	109	1	1	1	0	-0.205246152755252	0.6136750584124381
SC_RS07885		SCO1186	LacI family DNA-binding transcriptional regulator	LacI	1258218	1259243	+	1258218	arm	False	non_coordinated	185	3	2	2	0	-0.7473344152774578	3.7547252516114337e-06
SC_RS07910		SCO1191	MarR family winged helix-turn-helix transcriptional regulator	MarR	1264183	1264656	-	1264656	arm	True	concordant_repression	110	4	1	4	3	-2.8247283435391974	8.542326584087242e-19
SC_RS07920		SCO1193	TetR/AcrR family transcriptional regulator	TetR	1265170	1265739	-	1265739	arm	False	non_coordinated	204	6	1	5	4	-0.6833446797731827	0.0058379900312101
SC_RS07955		SCO1200	helix-turn-helix domain-containing protein	HTH (other)	1271991	1272566	-	1272566	arm	False	non_coordinated	704	1	1	0	-1	0.2647908756922827	0.2538647217816732
SC_RS07985		SCO1206	1,3,6,8-tetrahydroxynaphthalene synthase	TetR	1277625	1278749	+	1277625	arm	False	non_coordinated	320	4	0	4	4	2.425670168641166	1.158906730916931e-13
SC_RS08005		SCO1210	TetR family transcriptional regulator	TetR	1281884	1282540	+	1281884	arm	False	non_coordinated	650	7	5	7	2	-1.2241958779201516	1.8879380799489536e-09
SC_RS08040		SCO1217	sensor histidine kinase	Sensor kinase	1287879	1289084	-	1289084	arm	False	non_coordinated	153	2	2	1	-1	-0.1407520079624841	0.5975837662224334
SC_RS08055		SCO1220	LytR/AlgR family response regulator transcription factor	Response regulator	1291356	1292117	-	1292117	arm	False	non_coordinated	1110	3	2	3	1	-0.1934556509338861	0.7051143166857354
SC_RS08060		SCO1221	Lrp/AsnC family transcriptional regulator	Lrp	1292195	1292698	+	1292195	arm	False	non_coordinated	1032	3	2	3	1	1.4546795036848732	1.0361033147580077e-07
SC_RS08090		SCO1227	helix-turn-helix transcriptional regulator	HTH (other)	1300601	1302022	-	1302022	arm	True	discordant_gain_up	95	2	0	1	1	4.584810932372193	6.884471988046263e-44
SC_RS08165		SCO1242	helix-turn-helix domain-containing protein	HTH (other)	1313856	1314716	+	1313856	arm	False	non_coordinated	2220	0	0	0	0	1.0992593010195535	1.80693561395421e-08
SC_RS08255		SCO1259	sensor histidine kinase	Sensor kinase	1329747	1330901	+	1329747	arm	False	non_coordinated	768	1	0	0	0	-0.7431294343976119	0.0019889630726697
SC_RS08260		SCO1260	response regulator transcription factor	Response regulator	1330916	1331578	+	1330916	arm	False	non_coordinated	401	1	0	0	0	-0.4494711008514079	0.0341644002391706
SC_RS08265		SCO1261	ROK family transcriptional regulator	ROK	1331678	1332832	+	1331678	arm	False	non_coordinated	1163	1	0	0	0	-0.3436851068784765	0.0441528020224576
SC_RS08270		SCO1262	GntR family transcriptional regulator	GntR	1332872	1333633	-	1333633	arm	False	non_coordinated	496	1	0	0	0	1.0165282503315765	1.44605431700308e-05
SC_RS08275		SCO1263	RNA polymerase sigma-70 factor	Sigma factor	1333824	1334711	-	1334711	arm	False	non_coordinated	582	1	0	0	0	0.3876920590452278	0.1803415304583238
SC_RS08340		SCO1276	RNA polymerase sigma factor	Sigma factor	1346693	1347289	+	1346693	arm	False	non_coordinated	860	5	3	4	1	0.8379967993056319	0.1090853117295819
SC_RS08405	pdxR	SCO1289	MocR-like pyridoxine biosynthesis transcription factor PdxR	Other regulatory	1359896	1361419	+	1359896	arm	False	non_coordinated	62	2	0	2	2	2.1282375869249344	3.867539943609682e-24
SC_RS08435		SCO1295	Lrp/AsnC family transcriptional regulator	Lrp	1370221	1370712	+	1370221	arm	False	non_coordinated	314	6	4	4	0	0.0994077549945447	0.7034621552085469
SC_RS08460		SCO1299	Lrp/AsnC family transcriptional regulator	Lrp	1374103	1374549	+	1374103	arm	False	non_coordinated	1121	4	2	2	0	-1.1035380512535544	0.0099121352951879
SC_RS08510		SCO1309	ArsR/SmtB family transcription factor	ArsR	1386707	1387066	-	1387066	arm	False	non_coordinated	591	1	1	1	0	-0.5306665012862575	0.2488110166741066
SC_RS08525		SCO1312	helix-turn-helix domain-containing protein	HTH (other)	1388876	1389448	-	1389448	arm	False	non_coordinated	1483	2	2	0	-2	-0.8869992434892832	0.0019683832128568
SC_RS08590		SCO1325	winged helix-turn-helix transcriptional regulator	HTH (other)	1400584	1401057	+	1400584	arm	False	non_coordinated	364	2	1	2	1	-0.5196568516919353	0.0521048481825317
SC_RS08620		SCO1331	LuxR C-terminal-related transcriptional regulator	Other regulatory	1406162	1408480	+	1406162	arm	False	non_coordinated	217	2	2	2	0	2.42716860395486	1.0131761059368294e-45
SC_RS08625			RNA polymerase sigma factor	Sigma factor	1408850	1409380	-	1409380	arm	False	non_coordinated	1648	1	1	1	0	0.1790808084234603	0.738156129756676
SC_RS08660		SCO1339	TetR/AcrR family transcriptional regulator	TetR	1416484	1417104	+	1416484	arm	False	non_coordinated	1658	2	0	0	0	-0.938217183543405	0.0104287598485531
SC_RS08720		SCO1351	helix-turn-helix transcriptional regulator	HTH (other)	1426307	1429033	+	1426307	arm	False	non_coordinated	169	4	3	4	1	-0.2001500627830274	0.5467498817108806
SC_RS08730		SCO1353	helix-turn-helix domain-containing protein	HTH (other)	1430593	1431576	+	1430593	arm	False	non_coordinated	1777	2	2	2	0	0.4642671817574481	0.1160944172632247
SC_RS08755		SCO1358	LysR family transcriptional regulator	LysR	1435312	1436223	-	1436223	arm	False	non_coordinated	546	2	2	2	0	-0.884305093752802	0.0007382985899954243
SC_RS08795		SCO1366	PadR family transcriptional regulator	PadR	1443255	1443908	-	1443908	arm	False	non_coordinated	126	2	1	1	0	-1.825771016749667	1.1087636524830863e-10
SC_RS08810		SCO1369	sensor histidine kinase	Sensor kinase	1445966	1447180	+	1445966	arm	False	non_coordinated	692	2	1	1	0	0.1370891249302437	0.687093571653417
SC_RS08815		SCO1370	response regulator	Response regulator	1447177	1447812	+	1447177	arm	False	non_coordinated	519	2	1	1	0	0.3175114960226742	0.5003078106819349
SC_RS08845		SCO1376	LacI family DNA-binding transcriptional regulator	LacI	1453090	1454160	+	1453090	arm	False	non_coordinated	2016	0	0	0	0	2.003471141904424	1.8987221111422702e-23
SC_RS08870		SCO1381	MerR family transcriptional regulator	MerR	1459887	1460573	-	1460573	arm	False	non_coordinated	284	2	2	1	-1	0.8808278556898363	7.608273225520455e-05
SC_RS08880	ftsR	SCO1383	transcriptional regulator FtsR	Other regulatory	1461293	1462033	-	1462033	arm	False	non_coordinated	1744	1	1	0	-1	-0.9279968590528116	4.059659899590289e-05
SC_RS09025		SCO1410	GntR family transcriptional regulator	GntR	1504428	1505123	-	1505123	core	False	non_coordinated	1591	1	1	1	0	-1.665351574649326	3.0838176571436417e-10
SC_RS09060		SCO1417	SCO1417 family PLP biosynthesis transcription factor	Other regulatory	1512639	1514141	-	1514141	core	False	non_coordinated	630	4	0	3	3	-0.3201712877947654	0.0704571715370652
SC_RS09100		SCO1425	Lrp/AsnC family transcriptional regulator	Lrp	1521620	1522060	-	1522060	core	False	non_coordinated	1098	3	2	2	0	-1.082069046600477	5.45278421632658e-05
SC_RS09125		SCO1430	TetR/AcrR family transcriptional regulator	TetR	1526117	1526779	-	1526779	core	False	non_coordinated	2012	0	0	0	0	0.028506265703805	0.904621080465625
SC_RS09210		SCO1447	ROK family transcriptional regulator	ROK	1543454	1544653	-	1544653	core	False	non_coordinated	315	6	5	6	1	-1.865642161634753	4.903321672858561e-25
SC_RS09265		SCO1458	Lrp/AsnC family transcriptional regulator	Lrp	1555656	1556108	-	1556108	core	False	non_coordinated	1777	1	1	1	0	-2.674697000425491	6.391719615445365e-19
SC_RS09290		SCO1463	sugar-binding transcriptional regulator	Other regulatory	1560350	1561393	-	1561393	core	False	non_coordinated	420	3	2	3	1	1.826385974679796	4.148409526343007e-16
SC_RS09315		SCO1468	tetratricopeptide repeat protein	TetR	1565986	1568358	-	1568358	core	True	concordant_derepression	163	2	1	2	1	3.873766306591509	1.2959238389849076e-39
SC_RS09415	pyrR	SCO1488	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	Other regulatory	1591502	1592083	-	1592083	core	False	non_coordinated	1546	3	1	2	1	-2.693065455553428	5.0549045055817073e-45
SC_RS09420	bldD	SCO1489	transcriptional regulator BldD	Other regulatory	1592381	1592884	+	1592381	core	False	non_coordinated	1248	3	1	2	1	-1.05479477317521	2.6937232535070297e-05
SC_RS09425	nusB	SCO1490	transcription antitermination factor NusB	Other regulatory	1593088	1593516	-	1593516	core	False	non_coordinated	113	4	2	3	1	-1.8852822743135569	2.270173504188972e-15
SC_RS09575		SCO1521	YebC/PmpR family DNA-binding transcriptional regulator	Other regulatory	1626033	1626785	-	1626785	core	False	non_coordinated	1273	2	2	1	-1	-0.1665697526983641	0.5109018509149384
SC_RS09690		SCO1541	SsgA family sporulation/cell division regulator	Other regulatory	1650377	1650790	+	1650377	core	False	non_coordinated	375	3	2	2	0	1.3124556091783328	1.2730314030540089e-05
SC_RS09835		SCO1564	sigma-70 family RNA polymerase sigma factor	Sigma factor	1674273	1674773	-	1674773	core	True	concordant_derepression	267	2	1	1	0	3.559311712441188	2.6224452530615437e-26
SC_RS09855		SCO1568	TetR/AcrR family transcriptional regulator	TetR	1678678	1679229	-	1679229	core	False	non_coordinated	840	4	3	3	0	-2.4728275383525715	2.097568117055067e-23
SC_RS09895		SCO1576	arginine repressor	Repressor	1686616	1687155	-	1687155	core	False	non_coordinated	1279	3	1	2	1	-0.6179024211187185	0.0056068549636461
SC_RS09980		SCO1593	transcriptional regulator	Other regulatory	1702516	1703856	-	1703856	core	False	non_coordinated	293	3	1	2	1	-1.6517194609883254	1.8524856474290532e-11
SC_RS09995		SCO1596	sensor histidine kinase	Sensor kinase	1708109	1709248	-	1709248	core	False	non_coordinated	828	1	0	0	0	-0.6615646052706855	3.4539521425355695e-05
SC_RS10080		SCO1614	FadR/GntR family transcriptional regulator	GntR	1726192	1726902	+	1726192	core	False	non_coordinated	415	8	5	7	2	-0.5599309695917009	0.0420317268322944
SC_RS10090		SCO1616	LysR family transcriptional regulator	LysR	1728427	1729404	-	1729404	core	False	non_coordinated	130	5	5	4	-1	-2.332742571167738	4.543101324244039e-40
SC_RS10105		SCO1619	helix-turn-helix domain-containing protein	HTH (other)	1731316	1731885	-	1731885	core	False	non_coordinated	711	3	3	2	-1	0.7134181602977548	0.0005287527527402263
SC_RS10160		SCO1630	sensor histidine kinase	Sensor kinase	1743055	1744680	-	1744680	core	False	non_coordinated	66	3	1	2	1	10.4971485185914	2.92780599417344e-196
SC_RS10190		SCO1636	helix-turn-helix transcriptional regulator	HTH (other)	1750078	1751160	-	1751160	core	False	non_coordinated	388	5	0	5	5	0.7996486375081046	0.0001687022593771278
SC_RS10195		SCO1637	helix-turn-helix transcriptional regulator	HTH (other)	1751179	1752132	-	1752132	core	False	non_coordinated	242	5	0	5	5	0.5538707549857117	0.0029917197517046
SC_RS10220		SCO1642	LacI family DNA-binding transcriptional regulator	LacI	1756624	1757634	+	1756624	core	False	non_coordinated	237	2	1	1	0	0.7892349412930391	1.0870314565402976e-06
SC_RS10280		SCO1654	response regulator	Response regulator	1769156	1769827	+	1769156	core	False	non_coordinated	47	2	1	1	0	-0.1286752955156062	0.5988483451148896
SC_RS10300		SCO1658	IclR family transcriptional regulator	IclR	1776737	1777501	+	1776737	core	False	non_coordinated	4247	0	0	0	0	0.2105562944714867	0.3526964167714995
SC_RS10320	parJ	SCO1662	filament polymerization regulator ParJ	Other regulatory	1782041	1783042	+	1782041	core	False	non_coordinated	892	1	1	0	-1	-0.1332324471539547	0.5582689357356597
SC_RS10405		SCO1678	FadR/GntR family transcriptional regulator	GntR	1797723	1798424	-	1798424	core	False	non_coordinated	534	2	1	2	1	-0.3236418329942345	0.1049974380064654
SC_RS10435		SCO1684	tetratricopeptide repeat protein	TetR	1804126	1805076	-	1805076	core	True	concordant_derepression	39	7	5	5	0	1.7289097130718962	1.1503249464833512e-05
SC_RS10470		SCO1691	TetR/AcrR family transcriptional regulator	TetR	1810631	1811224	-	1811224	core	False	non_coordinated	2302	0	0	0	0	-0.2695784113731092	0.167860126975289
SC_RS10500	soxR	SCO1697	redox-sensitive transcriptional activator SoxR	Activator	1818351	1818878	-	1818878	core	False	non_coordinated	615	2	1	2	1	0.6242426317153026	0.0011181552770237
SC_RS10510		SCO1699	TetR/AcrR family transcriptional regulator	TetR	1819461	1820108	-	1820108	core	False	non_coordinated	615	2	1	1	0	-0.9197404305181168	0.00032204808189720957
SC_RS10525		SCO1702	TetR/AcrR family transcriptional regulator	TetR	1821800	1822441	+	1821800	core	False	non_coordinated	404	3	2	2	0	-0.0403495157874718	0.9212976223618404
SC_RS10530		SCO1703	ArsR/SmtB family transcription factor	ArsR	1822505	1823218	+	1822505	core	False	non_coordinated	247	9	6	7	1	0.4200450762205345	0.134664931222176
SC_RS10575		SCO1712	TetR/AcrR family transcriptional regulator	TetR	1834289	1834906	-	1834906	core	False	non_coordinated	367	1	1	1	0	-0.525619438019548	0.1109129297481503
SC_RS10590		SCO1716	GntR family transcriptional regulator	GntR	1837136	1837885	+	1837136	core	False	non_coordinated	1270	3	2	3	1	-0.2723150489539294	0.4257018693877115
SC_RS10600		SCO1718	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	1839094	1839798	-	1839798	core	False	non_coordinated	1182	3	1	3	2	0.2966461996982341	0.20525599017482
SC_RS10620		SCO1722	anti-sigma factor	Sigma factor	1842282	1843034	-	1843034	core	False	non_coordinated	308	5	2	5	3	0.4500686343813912	0.3185886622797992
SC_RS10625		SCO1723	sigma-70 family RNA polymerase sigma factor	Sigma factor	1843031	1843573	-	1843573	core	False	non_coordinated	648	5	3	5	2	0.5894379158580678	0.3327141558574454
SC_RS10650		SCO1728	GntR family transcriptional regulator	GntR	1848412	1848777	-	1848777	core	False	non_coordinated	3291	0	0	0	0	0.3167615741544625	0.3624089388749362
SC_RS10690		SCO1736	MarR family winged helix-turn-helix transcriptional regulator	MarR	1854078	1854524	-	1854524	core	False	non_coordinated	233	3	3	2	-1	-0.9249908601902612	0.0528238145394944
SC_RS10730		SCO1744	sensor histidine kinase	Sensor kinase	1863882	1865048	+	1863882	core	False	non_coordinated	549	2	2	2	0	0.2936678654421161	0.3234353346890253
SC_RS10735		SCO1745	response regulator	Response regulator	1865045	1865710	+	1865045	core	False	non_coordinated	295	3	2	3	1	0.7624098181580469	0.0377054659069007
