gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term	baseMean	log2FoldChange_2_vs_1	lfcSE_2_vs_1	pvalue_2_vs_1	padj_2_vs_1	log2FoldChange_3_vs_1	lfcSE_3_vs_1	pvalue_3_vs_1	padj_3_vs_1	log2FoldChange_3_vs_2	lfcSE_3_vs_2	pvalue_3_vs_2	padj_3_vs_2	norm_M145_1_1	norm_M145_1_2	norm_M145_1_3	norm_M145_2_1	norm_M145_2_3	norm_M145_2_4	norm_M145_3_2	norm_M145_3_3	norm_M145_3_4	bgc_name	bgc_role	is_regulator	regulator_name	regulator_type	is_SARP	SARP_subtype
SC_RS02350	SCO0067	NA	protein_coding	NC_003888.3	54103	54918	+	carbohydrate ABC transporter permease	WP_037898166.1	GO:0008643,GO:0055085	21.50891103965724	0.7119304517551795	0.5522969619469112	0.1290681615784899	0.1671759107581868	3.104554289738999	0.5303857384723418	7.403255831250526e-10	1.7879120052350455e-9	2.1965830102507735	0.4834037538520652	1.166980872870788e-6	3.4043249728996736e-6	8.716117428250296	4.65616950187846	2.6790123737943747	8.58601345237418	7.052199155333312	13.683566890395085	55.88318688307362	32.76549765978416	59.558436012031706	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02355	SCO0068	NA	protein_coding	NC_003888.3	54968	56173	+	glycoside hydrolase family 76 protein	WP_011026824.1	NA	25.26565815919635	1.1412200314395486	0.6739695485546203	0.0374709799269828	0.0541593785485275	4.217991348162781	0.6345113797725339	6.097515917799237e-12	1.7178189649039413e-11	2.7566830420847617	0.5313314139843522	3.327492191830864e-8	1.2613785472850169e-7	3.268544035593861	2.32808475093923	3.5720164983924994	3.6797200510175054	8.462638986399975	13.683566890395085	87.89959603483454	33.857680915110294	70.63907527008412	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02360	SCO0069	NA	protein_coding	NC_003888.3	56225	59383	+	glycoside hydrolase family 38 N-terminal domain-containing protein	WP_011026825.1	GO:0006013,GO:0004559	70.5004470731079	0.4832623617495559	0.3845695051350996	0.1744777078739372	0.2186261151104759	2.6536720622756462	0.3794199933316072	4.208682304068304e-13	1.2779819260089857e-12	2.096079475960104	0.3727092919814204	3.9208900799425614e-9	1.6975722282695823e-8	20.70077889209445	22.11680513392268	26.790123737943745	38.023773860514225	26.79835679026659	37.31881879198659	192.09845491056555	75.36064461750357	195.29626692317373	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02365	SCO0070	NA	pseudogene	NC_003888.3	59546	60058	+	NAD-dependent epimerase/dehydratase family protein	NA	GO:0016491,GO:0051287,GO:0070403	11.160472210108903	0.692111527788917	0.7896622154779921	0.2171019019247658	0.2664891864050023	3.695596241829867	0.8439554037683813	2.1277353905767903e-6	3.843294305776078e-6	2.521263645902663	0.7387121408261724	9.913654413892808e-5	2.0818401990833e-4	1.089514678531287	2.32808475093923	1.7860082491962497	1.2265733503391685	8.462638986399975	2.487921252799106	34.344875271888995	12.014015808587525	36.704617542298614	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02370	SCO0071	NA	protein_coding	NC_003888.3	60069	60275	-	hypothetical protein	WP_011026827.1	NA	6.090587305680221	-0.0220044564290917	0.6829502129099128	0.9642287179763568	0.9707034598613856	0.3556513980353151	0.6784920091104144	0.4947091657269721	0.528288586752574	0.3731416888590342	0.6921452284572375	0.4756954656210137	0.5262105801704674	2.179029357062574	4.65616950187846	8.930041245981249	8.58601345237418	7.052199155333312	0	12.224447130672354	2.184366510652277	9.003019397167584	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02375	NA	NA	protein_coding	NC_003888.3	60485	60691	-	hypothetical protein	WP_030872731.1	NA	40.08456757222422	1.738116454663289	0.3595083722536483	3.784640136449389e-7	9.687766482521602e-7	1.375365382115441	0.3525906465656899	3.714319846259973e-5	6.032219529418808e-5	-0.3331260721199404	0.3001172037501953	0.2433094535004037	0.2882913499866864	17.432234856500592	12.804466130165764	18.753086616560623	42.930067261870896	53.59671358053318	78.36951946317184	41.912390162305215	51.332613000328514	43.63001707858137	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02380	SCO0072	NA	protein_coding	NC_003888.3	60740	64066	-	RHS repeat-associated core domain-containing protein	WP_134112143.1	NA	190.34915725444773	2.655057648503602	0.2322838222972888	4.994278411019671e-31	4.1461729349246916e-30	2.905293361379285	0.2282091969514896	6.762106375084909e-38	6.2822679640217765e-37	0.239822306801646	0.1881363824941572	0.195535458586727	0.2368981328401387	43.58058714125148	32.59318651314922	37.506173233121245	225.689496462407	235.54345178813264	271.18341655510255	321.3283245776733	247.9255989590335	297.79218006015856	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02385	SCO0073	NA	protein_coding	NC_003888.3	64587	64925	+	hypothetical protein	WP_231909079.1	NA	9.80921243475128	-0.3721655435904751	0.91436284830267	0.4495265509330128	0.5101590260727418	4.427041389344312	0.9399629926798178	9.172848192920148e-7	1.7148067795371017e-6	5.3704289908207485	1.33597171805814	3.4929068176770835e-6	9.42369990400811e-6	0	1.164042375469615	1.7860082491962497	1.2265733503391685	0	0	37.83757445208109	18.567115340544355	27.701598145131022	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02390	SCO0075	NA	protein_coding	NC_003888.3	65140	65679	+	hypothetical protein	WP_237530292.1	NA	30.433290554398383	1.6460597280545264	0.4584051191816787	1.0369619763038e-4	2.1069920996065e-4	3.0568591441004123	0.4273050398360148	1.8791542818024281e-13	5.824083355760588e-13	1.2844149177718007	0.3389420003762527	6.406531670286881e-5	1.3959629852098e-4	6.537088071187722	4.65616950187846	8.930041245981249	25.75804035712254	28.20879662133325	17.41544876959374	62.286468713425805	55.70134602163307	64.40621568742964	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02395	NA	NA	pseudogene	NC_003888.3	65943	66104	-	transposase	NA	GO:0006313,GO:0003677,GO:0004803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02400	NA	NA	protein_coding	NC_003888.3	66104	66418	-	transposase	WP_231909081.1	GO:0006310,GO:0015074,GO:0032196,GO:0003677,GO:0004803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02405	SCO0079	NA	protein_coding	NC_003888.3	66688	67911	-	MFS transporter	WP_011026832.1	GO:0055085,GO:0022857,GO:0005886,GO:0016020	50.76543985561193	1.7722089460426576	0.4092801107207552	3.9799362657790394e-6	9.375498929373716e-6	3.0508456323556863	0.3895086943146451	7.978720010030606e-16	2.820401904609062e-15	1.173149127762695	0.327415284359341	1.5944377025255e-4	3.2474881921977e-4	14.16369082090673	8.148296628287305	11.609053619775624	33.11748045915755	52.186273749466515	41.05070067118525	101.87039275560296	66.62317857489445	128.119891421231	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02410	SCO0080	NA	protein_coding	NC_003888.3	68372	68887	+	YfbM family protein	WP_011026833.1	NA	20.22369921999751	-0.4543285874008771	0.466602195546209	0.2730575931199925	0.3271385705101007	0.7038434761624848	0.427630701330583	0.0708033750682335	0.0849157479400169	1.2114900747789812	0.4769339144617178	0.0047558592781587	0.0076651138365939	13.074176142375444	18.62467800751384	21.432098990355	14.718880204070022	15.514838141733287	6.2198031319977645	32.016409151760925	17.474932085218217	42.93747712495309	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02415	SCO0081	NA	pseudogene	NC_003888.3	68914	69676	-	IS5 family transposase	NA	GO:0004803	18.342736721466512	0.0927037289386666	0.5466927139441721	0.8407560115739213	0.8717684383637377	2.7185345403821835	0.5421833218652529	8.976228268393852e-8	1.812790315376107e-7	2.573134270993187	0.5560584815370194	6.774381486707514e-7	2.051363201875867e-6	7.626602749719009	4.65616950187846	5.3580247475887495	8.58601345237418	5.64175932426665	4.975842505598212	58.21165300320169	22.93584836184891	47.092716846722745	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02420	SCO0083	NA	protein_coding	NC_003888.3	69799	70647	+	IS5 family transposase	WP_011026834.1	GO:0004803	16.744338570028383	0.3862661785992168	0.6638097487433976	0.4489935566624974	0.5097260184471352	3.747444661085867	0.6909931824103972	9.15301908988878e-9	2.0285212742402783e-8	3.123974133513336	0.6553780163563486	3.03450114396909e-7	9.765065549994808e-7	2.179029357062574	4.65616950187846	1.7860082491962497	3.6797200510175054	4.231319493199988	4.975842505598212	59.37588606326572	18.567115340544355	51.2479565684924	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02425	SCO0084	NA	protein_coding	NC_003888.3	70777	71235	+	hypothetical protein	WP_011026835.1	NA	19.674795692364924	-0.0483747723776852	0.4115540313030134	0.8965630512890491	0.9164600387909184	0.4096580370269984	0.3888574296202429	0.2562644391144583	0.2862524326470633	0.4576155576519862	0.4015700675735777	0.2168373620463935	0.260109581143195	21.79029357062574	11.64042375469615	19.646090741158748	15.945453554409193	12.693958479599962	22.391291275191954	30.852176091696897	18.567115340544355	23.546358423361372	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02430	NA	NA	protein_coding	NC_003888.3	71273	71431	-	glutamate-cysteine ligase family protein	WP_133171724.1	GO:0042398,GO:0004357	10.022751893426223	-0.5399555449149438	0.6104274160399172	0.276257590505422	0.330402868294143	0.8821504702270438	0.5489459579256796	0.0608176972330997	0.0735662257624237	1.5568525461193294	0.6523408159021232	0.0049772863940787	0.0079916698381196	9.805632106781582	10.476381379226536	4.465020622990624	3.6797200510175054	8.462638986399975	2.487921252799106	23.284661201280674	10.921832553261384	16.620958887078615	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02435	SCO0085	NA	protein_coding	NC_003888.3	71648	72139	-	ATP-dependent DNA ligase	WP_011026836.1	GO:0006281,GO:0006310,GO:0003910,GO:0005524	10.27728761785616	0.0051761512663275	0.6329153918530487	0.9914193578386356	0.9927177069190948	2.340244923141716	0.6710388427638128	8.585531999991998e-5	1.3543424318534e-4	2.306225461373934	0.6990800696411333	1.8841783452213e-4	3.7931615659722e-4	3.268544035593861	5.820211877348075	2.6790123737943747	4.906293401356674	4.231319493199988	2.487921252799106	34.92699180192101	12.014015808587525	22.161278516104822	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02440	SCO0086	NA	protein_coding	NC_003888.3	72159	73097	-	ADP-ribosylglycohydrolase family protein	WP_011026837.1	NA	35.38758149323478	0.6245080555692011	0.3791564374352228	0.0758547033821112	0.1032369280989004	1.3629061339452957	0.3704360434289414	9.236259920262953e-5	1.4506852000282e-4	0.6859886893485069	0.3486949093195805	0.0365303449346115	0.0503626068103209	18.52174953503188	18.62467800751384	22.325103114953123	41.70349391153173	23.977477128133263	31.099015659988822	57.047419943137655	33.857680915110294	71.33161522371239	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02445	SCO0087	NA	protein_coding	NC_003888.3	73784	74833	-	MBL fold metallo-hydrolase	WP_011026838.1	GO:0016787,GO:0046872	57.70557884231302	1.2032041538526683	0.364467198110878	4.2454705317831e-4	8.0428314385564e-4	1.3174011337872826	0.3572198270635958	9.238014960682348e-5	1.4506852000282e-4	0.1008802959748551	0.3235352905811866	0.7447889833400368	0.7797694874185843	27.237866963282173	26.772974635801145	31.25514436093437	49.06293401356674	77.57419070866644	83.34536196877005	86.73536297477051	40.410780447067125	96.9555935079586	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02450	SCO0088	NA	protein_coding	NC_003888.3	74917	75876	-	serine hydrolase	WP_011026839.1	GO:0030655,GO:0008800	39.31928979686657	0.4453453846263303	0.3495483262246012	0.1746925916504718	0.218859504466575	0.8991103082955653	0.3401812124132105	0.0051135730617145	0.0069127262429047	0.432119538656414	0.3281273263282138	0.1648484095233467	0.2024788657374312	18.52174953503188	31.429144137679604	31.25514436093437	35.57062715983589	40.90275510093321	38.56277941838614	64.61493483355387	32.76549765978416	60.25097596565998	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02455	SCO0089	NA	protein_coding	NC_003888.3	75916	76893	+	LysR family transcriptional regulator	WP_161270433.1	GO:0006355,GO:0003677,GO:0003700	101.96837109266303	1.9589972494364425	0.2307905120677443	5.164796131630787e-18	2.5249380577013423e-17	1.3127734931300468	0.2289755668553432	4.304080202951018e-9	9.797260265484812e-9	-0.623856565940799	0.1990601845355458	0.0013623805807448	0.0023946579127299	43.58058714125148	36.085313639558066	41.97119385611187	164.3608289454486	176.3049788833328	145.5433932887477	107.69155805592312	98.29649297935248	103.88099304424136	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS02460	NA	NA	pseudogene	NC_003888.3	76985	77200	-	IS5/IS1182 family transposase	NA	NA	8.829426194899574	1.3467949846622898	0.8082788221941238	0.0291222718653765	0.0428869203934262	2.2815384453317504	0.7999795349080862	7.6123782591481e-4	0.0011084411382488	0.6283219526668657	0.5902323618728813	0.2002336911581389	0.242053249422155	1.089514678531287	4.65616950187846	1.7860082491962497	2.453146700678337	9.873078817466638	13.683566890395085	15.717146310864456	8.737466042609109	21.468738562476545	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02465	SCO0091	NA	protein_coding	NC_003888.3	77315	78271	+	IS481-like element IS1649 family transposase	WP_011026842.1	GO:0006313,GO:0004803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02470	SCO0092	NA	pseudogene	NC_003888.3	78489	78779	-	helix-turn-helix domain-containing protein	NA	GO:0003677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02475	NA	NA	pseudogene	NC_003888.3	78845	80690	-	IS481 family transposase	NA	GO:0004803	155.57816399218325	0.953727382570503	0.1940280148515074	5.386334530478442e-7	1.3583085032994118e-6	0.7300584217082521	0.1897979394867267	9.028472219408269e-5	1.4206976453919e-4	-0.2198583356728576	0.181553008062292	0.2175617681488223	0.2608557753278807	99.14583574634712	97.77955953944766	104.4814825779806	196.25173605426696	186.17805770079943	211.473306487924	185.11305655018137	145.26037295837642	174.52006831432547	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02480	SCO0097	NA	protein_coding	NC_003888.3	80845	81165	-	hypothetical protein	WP_011026845.1	NA	116.65885906592588	1.3174868170302123	0.266420466637855	3.098458185423773e-7	7.982079274174585e-7	0.6067912290354254	0.2621606343259072	0.0161960890397091	0.0208126549239691	-0.6881786865112709	0.2528782799518411	0.0047125687015707	0.0076033551998754	61.01282199775207	71.00658490364651	71.44032996784999	187.6657226018928	180.5362983765328	156.73903892634368	77.42149849425824	148.53692272435484	95.57051360070204	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02485	SCO0098	NA	protein_coding	NC_003888.3	81602	82441	-	IS5-like element ISSco3 family transposase	WP_011026846.1	GO:0006313,GO:0004803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02490	SCO0099	NA	pseudogene	NC_003888.3	82716	83500	+	IS5 family transposase	NA	GO:0004803	54.32624161023777	-0.0760525098917856	0.3039251743924953	0.7919697808865184	0.8299617522832127	-0.0471873114159219	0.293578656571789	0.8656371076012744	0.8785056178284236	0.0298362232670996	0.2995331989249927	0.918806804695368	0.9332089304862892	44.670101819782765	46.5616950187846	76.79835471543873	55.19580076526258	52.186273749466515	52.24634630878123	61.12223565336177	37.13423068108871	63.02113578017309	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02495	SCO0101	NA	protein_coding	NC_003888.3	83516	84235	-	DUF2625 domain-containing protein	WP_134111981.1	NA	62.31286057993048	0.3415912853664873	0.2640000081998823	0.1799819261157474	0.224859772398857	-0.030064976670507	0.2580950525906523	0.9028650551124582	0.912291028332213	-0.3724943750871819	0.2585815128609452	0.1356301483834677	0.1693107125779583	54.475733926564345	69.84254252817689	48.222222728298746	82.1804144727243	81.80551020186643	57.22218881437944	55.88318688307362	50.24042974500237	60.94351591928826	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02500	SCO0103	NA	protein_coding	NC_003888.3	85468	86643	+	globin domain-containing protein	WP_238363711.1	GO:0020037	67.65176355973813	-0.8897573576670413	0.2992017115803581	0.0018192452734041	0.0031874311091769	-0.3136892898009557	0.2738953380471468	0.2343112681743643	0.2631527550618669	0.5674617723652883	0.2939511709189574	0.0440729470817546	0.0600252499798888	91.5192329966281	84.9750934092819	88.40740833521436	47.83636066322757	39.49231526986655	49.75842505598211	77.42149849425824	41.50296370239327	87.95257411079102	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02505	SCO0104	NA	protein_coding	NC_003888.3	86640	87311	+	pyridoxamine 5'-phosphate oxidase family protein	WP_003978773.1	NA	49.15844524731872	-0.6173416585110286	0.2957222222016561	0.0286210309288412	0.0422301046858201	-0.1460510044925792	0.2692640212932206	0.5733710015029874	0.6056077742080179	0.4707078601485101	0.290099966896313	0.09097706620134	0.1172048269882806	50.1176752124392	68.67850015270729	57.15226397427999	41.70349391153173	38.08187543879989	31.099015659988822	58.7937695332337	39.31859719174099	57.48081615114688	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02510	SCO0105	NA	protein_coding	NC_003888.3	87907	88632	-	glycoside hydrolase family 11 protein	WP_003978772.1	NA	13.508185331823896	0.1753179018308613	0.6490692151440969	0.7272630315033846	0.7720984641592445	3.1903414118229114	0.6902220305884934	5.555214276062011e-7	1.0547595816928266e-6	2.885842575881275	0.6900886404066641	4.939391750928994e-6	1.2969295785577984e-5	3.268544035593861	4.65616950187846	1.7860082491962497	6.132866751695842	2.820879662133325	2.487921252799106	47.73355546262538	15.29056557456594	37.39715749592689	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02515	SCO0106	NA	protein_coding	NC_003888.3	89073	89465	+	IS5 family transposase	WP_011026850.1	GO:0004803	40.53626276557434	2.6123527576047154	0.4064698326104618	2.6305758083432407e-11	8.876161796377943e-11	2.856511209283222	0.3958201005084575	1.0271694510148765e-13	3.235985835376903e-13	0.218727298123399	0.2784908149899949	0.4151816355985436	0.466903777877109	5.447573392656435	10.476381379226536	8.037037121383124	51.51608071424508	50.77583391839985	53.490306935180776	54.718953823009585	74.26846136217742	56.09573624389033	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02520	SCO0107	NA	protein_coding	NC_003888.3	89486	90010	-	nucleotidyltransferase domain-containing protein	WP_238363712.1	NA	54.88128839421697	2.6389323588245928	0.3340703094233887	5.100031906932545e-16	2.2618819002555827e-15	1.7903497188512851	0.3336197405081586	2.4127665510547728e-8	5.163171858204533e-8	-0.7948552213153798	0.2646877882247991	0.0018351075543927	0.0031587646017305	13.074176142375444	15.132550881104994	16.074074242766248	104.25873477882932	105.78298732999968	79.6134800895714	61.70435218339379	41.50296370239327	56.788276197518606	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02525	NA	NA	protein_coding	NC_003888.3	90584	90757	+	hypothetical protein	WP_161269930.1	NA	11.410550200842325	1.281414431515953	0.7449722567599205	0.0304198325799747	0.0446858866294883	3.0998031137231243	0.7124689130428312	2.765587628349056e-6	4.94288990330923e-6	1.4506278542642237	0.5677185815114416	0.0035482659221583	0.005829402930989	1.089514678531287	2.32808475093923	3.5720164983924994	8.58601345237418	7.052199155333312	7.463763758397317	33.18064221182496	13.106199063913664	26.316518237874476	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02530	SCO0110	NA	protein_coding	NC_003888.3	90951	91790	-	helix-turn-helix transcriptional regulator	WP_011026854.1	GO:0003677	66.11440299135131	2.202280419097655	0.3082130571614266	1.7136471828830158e-13	6.644293286168122e-13	2.0121067697696162	0.3028583437349976	6.968587389313032e-12	1.9538620894274815e-11	-0.1787969240127903	0.2461950259379666	0.4529220425492525	0.5034222906427657	22.879808249157023	22.11680513392268	15.181070118168122	74.82097437068929	100.14122800573304	110.71249574956022	85.571129914706475	74.26846136217742	89.33765401804756	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS02535	SCO0111	NA	protein_coding	NC_003888.3	91977	92729	+	SDR family NAD(P)-dependent oxidoreductase	WP_011026855.1	GO:0016491,GO:0070403	19.898068512341748	1.398071437225238	0.7178246702081937	0.0161490203527376	0.024729703508318	3.886167256918603	0.6764835207337411	1.468925189927336e-9	3.462207768860792e-9	2.136618675179403	0.5473751067350319	1.8227293207400132e-5	4.336212939134456e-5	1.089514678531287	5.820211877348075	1.7860082491962497	3.6797200510175054	12.693958479599962	12.439606263995527	59.958002593297735	26.212398127827328	55.40319629026205	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02540	NA	NA	protein_coding	NC_003888.3	93220	93549	-	hypothetical protein	WP_237530294.1	NA	10.078287858484636	0.7557874408092828	0.9480005788995092	0.2058069568468302	0.2538473934587618	4.912156419816346	1.069351452897608	2.8455817209615574e-6	5.078738991239979e-6	3.385828414436463	0.8092576782061477	6.017328645458436e-6	1.557498132131862e-5	0	0	1.7860082491962497	3.6797200510175054	1.4104398310666626	1.243960626399553	34.344875271888995	16.38274882989208	31.856837866900683	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02545	NA	NA	protein_coding	NC_003888.3	93593	94087	-	IS5 family transposase	WP_238363713.1	GO:0004803	28.816297799701253	-0.1182570017068892	0.4196989676396294	0.7559151068963854	0.7977538864499327	0.424827245248013	0.404854835045694	0.255443309528079	0.2853769059982017	0.5470764768236378	0.4190465154359253	0.1530256554036524	0.1889590053643937	25.0588376062196	17.460635632044223	35.720164983924995	20.851746955765865	31.029676283466575	19.90337002239285	43.07662322236925	16.38274882989208	49.86287666123585	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS02550	SCO0116	NA	protein_coding	NC_003888.3	94306	94872	-	TetR/AcrR family transcriptional regulator	WP_011026857.1	GO:0006355,GO:0003677,GO:0003700	63.87422278920704	0.3847571846540605	0.2641190400000282	0.1315250599577056	0.170044066357223	-0.2053992778906588	0.2610487814829443	0.4156969312909276	0.449691388886592	-0.5940152790117084	0.2627175718223409	0.0190715708717973	0.0275394203750259	52.29670456950178	59.36616114895036	68.76131759405561	88.31328122442014	90.2681491882664	62.19803131997765	56.46530341310564	40.410780447067125	56.788276197518606	NA	NA	TRUE	NA	NA	FALSE	NA
