locus_tag	old_locus_tag	gene_name	product	tf_family	region_label	tss	nearest_GCCGGC_T1	nearest_GCCGGC_T2	nearest_GCCGGC_T3	baseMean	LFC_T2vsT1	LFC_T3vsT1	class
SC_RS33650	SCO6280		AfsR/SARP family transcriptional regulator	SARP	core	6938024	2073	3159	73202	3911.0	7.18	5.21	Shielded
SC_RS33680	SCO6286		ScbR family autoregulator-binding transcription factor	Other regulatory	core	6946379	6282	11514	64847	1087.9	5.71	5.49	Shielded
SC_RS33690	SCO6288		AfsR/SARP family transcriptional regulator	SARP	core	6947569	7472	12704	63657	130.7	4.56	3.9	Shielded
SC_RS33720	SCO6294		GntR family transcriptional regulator	GntR	core	6954356	2782	19491	56870	218.2	-1.28	-1.11	Shielded
SC_RS33745	SCO6299		TetR/AcrR family transcriptional regulator	TetR	core	6959844	2706	24979	51382	75.2	-1.41	-0.8	Shielded
SC_RS33790	SCO6309		LysR family transcriptional regulator	LysR	core	6968600	274	21521	42626	39.9	-1.25	0.77	Exposed
SC_RS33805	SCO6312		ScbR family autoregulator-binding transcription factor	Other regulatory	core	6972675	3801	17446	38551	667.5	-0.41	-0.72	Shielded
SC_RS33845	SCO6323		ScbR family autoregulator-binding transcription factor	Other regulatory	core	6983887	6235	6234	27339	297.6	5.13	2.53	Shielded
SC_RS33895	SCO6334		LuxR C-terminal-related transcriptional regulator	Other regulatory	core	6994433	4311	4312	16793	99.5	1.08	2.62	Shielded
SC_RS33960	SCO6349		LacI family DNA-binding transcriptional regulator	LacI	core	7011086	139	14835	140	152.0	0.69	0.03	Exposed
SC_RS33965	SCO6350		TetR/AcrR family transcriptional regulator	TetR	core	7012788	1563	13133	1562	35.8	-0.05	0.25	Shielded
SC_RS33980	SCO6353		sensor histidine kinase	Sensor kinase	core	7016286	1606	9635	5060	69.3	0.25	1.22	Shielded
SC_RS33985	SCO6354		response regulator transcription factor	Response regulator	core	7016945	2265	8976	5719	30.9	0.04	0.65	Shielded
SC_RS34005	SCO6358		BlaI/MecI/CopY family transcriptional regulator	Other regulatory	core	7019120	4440	6801	7894	217.1	-1.38	-1.83	Shielded
SC_RS34025	SCO6362		sensor histidine kinase	Sensor kinase	core	7022736	2113	3185	11510	70.7	1.17	1.65	Shielded
SC_RS34030	SCO6363		response regulator	Response regulator	core	7024013	836	1908	12787	23.8	0.79	1.78	Shielded
SC_RS34035	SCO6364		response regulator transcription factor	Response regulator	core	7025473	624	448	14247	18.2	0.02	1.91	Shielded
SC_RS34060	SCO6369		HAMP domain-containing sensor histidine kinase	Sensor kinase	core	7030354	4908	4433	19128	38.9	1.43	2.57	Shielded
SC_RS34110			BlaI/MecI/CopY family transcriptional regulator	Other regulatory	core	7042854	638	3361	31628	80.1	0.32	-0.03	Shielded
SC_RS34245	SCO6410		helix-turn-helix domain-containing protein	HTH (other)	core	7077312	8239	8995	66086	107.1	0.84	0.22	Shielded
SC_RS34260	SCO6413		PucR family transcriptional regulator	Other regulatory	core	7079908	5643	6399	68682	73.0	1.38	2.11	Shielded
SC_RS34300	SCO6421		sensor histidine kinase	Sensor kinase	core	7090613	5062	4306	79387	210.9	1.2	3.39	Shielded
SC_RS34305	SCO6422		response regulator	Response regulator	core	7091758	6207	5451	80532	172.6	1.76	2.47	Shielded
SC_RS34315	SCO6424		HAMP domain-containing sensor histidine kinase	Sensor kinase	core	7094582	7568	4045	83356	28.7	0.06	2.56	Shielded
SC_RS34320	SCO6425		helix-turn-helix transcriptional regulator	HTH (other)	core	7094757	7393	3870	83531	30.5	-0.47	0.74	Shielded
SC_RS34435	SCO6448		AraC family transcriptional regulator	AraC	core	7132198	8462	16457	120972	243.8	2.21	0.84	Shielded
SC_RS34490	SCO6459		ArsR/SmtB family transcription factor	ArsR	core	7147390	1626	8233	136164	48.4	-0.17	-0.47	Shielded
SC_RS34565	SCO6474		TetR family transcriptional regulator	TetR	core	7164418	10062	8795	153192	245.7	0.21	-0.82	Shielded
SC_RS34785	SCO6518		helix-turn-helix domain-containing protein	HTH (other)	arm	7208891	1571	630	109889	100.6	1.45	0.63	Shielded
SC_RS34795	SCO6520		RNA polymerase sigma factor SigF	Sigma factor	arm	7210082	380	1821	108698	218.9	-0.77	-0.25	Shielded
SC_RS34880	SCO6537		helix-turn-helix domain-containing protein	HTH (other)	arm	7232125	2182	7847	86655	177.7	0.28	-0.37	Shielded
SC_RS34890	SCO6539		helix-turn-helix domain-containing protein	HTH (other)	arm	7233579	728	9301	85201	135.0	0.52	-0.04	Shielded
SC_RS34895	SCO6540		4a-hydroxytetrahydrobiopterin dehydratase	TetR	arm	7233669	638	9391	85111	143.0	-0.12	-0.58	Shielded
SC_RS34960	SCO6554		Lrp/AsnC family transcriptional regulator	Lrp	arm	7252536	4111	28258	66244	36.4	-1.07	0.4	Shielded
SC_RS34965	SCO6555		LysR substrate-binding domain-containing protein	LysR	arm	7254379	3520	30101	64401	46.9	-1.35	-0.55	Shielded
SC_RS35020	SCO6565		GntR family transcriptional regulator	GntR	arm	7267256	915	30340	51524	438.8	-1.17	-1.97	Shielded
SC_RS35025	SCO6566		ROK family transcriptional regulator	ROK	arm	7268197	1856	29399	50583	565.4	-0.31	2.53	Shielded
SC_RS35190	SCO6598		LacI family DNA-binding transcriptional regulator	LacI	arm	7318137	5400	615	643	104.8	-0.95	-0.62	Shielded
SC_RS35195	SCO6599		TetR/AcrR family transcriptional regulator	TetR	arm	7319846	3691	2324	1066	108.1	-1.53	-1.55	Shielded
SC_RS35200	SCO6600		ROK family protein	ROK	arm	7321337	2200	3815	2557	28.1	-0.55	2.78	Shielded
SC_RS35265	SCO6613		winged helix-turn-helix transcriptional regulator	HTH (other)	arm	7334456	3529	3635	15676	67.0	-1.01	-1.02	Shielded
SC_RS35300	SCO6620		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	7340945	7914	169	22165	74.0	0.9	0.22	Shielded
SC_RS35345	SCO6629		helix-turn-helix domain-containing protein	HTH (other)	arm	7357519	1134	2439	23009	187.5	3.6	2.37	Shielded
SC_RS35505	SCO6664		helix-turn-helix transcriptional regulator	HTH (other)	arm	7402846	2819	1373	22318	42.6	-0.78	-0.0	Shielded
SC_RS35520	SCO6667		response regulator	Response regulator	arm	7408466	2801	6993	27938	24.7	2.27	2.67	Shielded
SC_RS35525	SCO6668		sensor histidine kinase	Sensor kinase	arm	7409680	3859	8207	29152	67.9	1.04	1.34	Shielded
SC_RS35530	SCO6669		IclR family transcriptional regulator	IclR	arm	7410506	3033	9033	29978	18.8	0.82	2.8	Shielded
SC_RS35560	SCO6675		helix-turn-helix domain-containing protein	HTH (other)	arm	7415983	2444	14510	35455	348.9	1.05	0.62	Shielded
SC_RS35565	SCO6676		MmyB family transcriptional regulator	Other regulatory	arm	7416216	2677	14743	35688	60.5	-1.4	-0.58	Shielded
SC_RS35610	SCO6685	ramR	two-component system response regulator RamR	Response regulator	arm	7427004	1130	7478	46476	55.3	6.6	7.9	Shielded
SC_RS35620	SCO6687		DNA-binding protein	Other regulatory	arm	7428452	2429	6030	47924	610.4	-0.37	-0.8	Shielded
SC_RS35655	SCO6694		TetR/AcrR family transcriptional regulator	TetR	arm	7444457	3363	470	32013	641.7	0.78	0.4	Shielded
SC_RS35705	SCO6704		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	7456000	1867	10223	20470	32.6	-0.9	0.15	Shielded
SC_RS35750	SCO6713		LacI family DNA-binding transcriptional regulator	LacI	arm	7467726	3932	364	8744	181.1	0.23	-0.1	Shielded
SC_RS35760	SCO6715		WhiB family transcriptional regulator	WhiB	arm	7469875	6081	1785	6595	142.7	-1.17	-0.48	Shielded
SC_RS35800	SCO6722	ssgD	spore wall synthesis regulator SsgD	Other regulatory	arm	7478121	6246	10031	1651	855.1	1.65	0.29	Shielded
SC_RS35855	SCO6733		MerR family transcriptional regulator	MerR	arm	7488326	1622	1241	11856	86.5	-0.03	-0.0	Shielded
SC_RS35915	SCO6746		GlxA family transcriptional regulator	Other regulatory	arm	7503189	5436	8194	26719	44.4	0.64	1.03	Shielded
SC_RS36035	SCO6770		helix-turn-helix domain-containing protein	HTH (other)	arm	7529043	7945	4529	52573	455.7	-0.07	-1.73	Shielded
SC_RS36060	SCO6775		TetR/AcrR family transcriptional regulator	TetR	arm	7533869	3748	297	57399	623.0	1.4	-0.89	Shielded
SC_RS36075	SCO6778		TetR/AcrR family transcriptional regulator	TetR	arm	7537048	569	2513	60578	396.5	-0.63	-1.56	Shielded
SC_RS36085	SCO6781		TetR/AcrR family transcriptional regulator	TetR	arm	7539902	2285	2024	63432	177.8	0.7	0.53	Shielded
SC_RS36100	SCO6784		TetR/AcrR family transcriptional regulator	TetR	arm	7542313	4696	387	65843	45.7	0.67	1.32	Shielded
SC_RS36140	SCO6792		TetR/AcrR family transcriptional regulator	TetR	arm	7552594	7337	5154	65564	164.4	-0.3	-0.88	Shielded
SC_RS36150	SCO6794		sensor histidine kinase	Sensor kinase	arm	7555369	4562	2379	62789	1508.1	7.13	5.13	Shielded
SC_RS36185	SCO6801		LysR family transcriptional regulator	LysR	arm	7561923	1992	4175	56235	179.7	-1.63	-2.28	Shielded
SC_RS36190	SCO6802		helix-turn-helix domain-containing protein	HTH (other)	arm	7562872	2151	5124	55286	62.4	-1.96	-2.0	Shielded
SC_RS36200	SCO6804		MmcQ/YjbR family DNA-binding protein	Other regulatory	arm	7564023	1000	4761	54135	73.2	-1.6	-1.86	Shielded
SC_RS36220			helix-turn-helix transcriptional regulator	HTH (other)	arm	7567666	1394	1118	50492	18.9	2.17	2.74	Shielded
SC_RS36230	SCO6808		ArsR/SmtB family transcription factor	ArsR	arm	7570968	2101	557	47190	337.4	3.93	1.59	Shielded
SC_RS36250	SCO6812		ArsR/SmtB family transcription factor	ArsR	arm	7574420	1351	2895	43738	117.9	1.71	2.55	Shielded
SC_RS36255	SCO6813		ArsR/SmtB family transcription factor	ArsR	arm	7574849	1639	3324	43309	57.5	1.89	2.72	Shielded
SC_RS36305	SCO6823		ArsR/SmtB family transcription factor	ArsR	arm	7588044	1435	1718	30114	527.2	1.33	-0.05	Shielded
SC_RS36340	SCO6830		ArsR/SmtB family transcription factor	ArsR	arm	7601654	7048	1791	16504	59.1	1.13	0.64	Shielded
SC_RS36370	SCO6836		ArsR/SmtB family transcription factor	ArsR	arm	7606744	1958	6881	11414	30.4	1.75	1.27	Shielded
SC_RS36670	SCO6894		winged helix-turn-helix transcriptional regulator	HTH (other)	arm	7659639	2869	2039	41481	13.9	0.61	4.47	Shielded
SC_RS36810	SCO6922		WhiB family transcriptional regulator	WhiB	arm	7686425	1581	30	68267	14.6	0.3	3.57	Shielded
SC_RS36820	SCO6924		helix-turn-helix domain-containing protein	HTH (other)	arm	7688201	195	1806	70043	24.7	-2.54	1.17	Exposed
SC_RS36830	SCO6926		MmyB family transcriptional regulator	Other regulatory	arm	7689750	1744	3355	71592	28.5	-0.94	-0.15	Shielded
SC_RS36895	SCO6937		LuxR C-terminal-related transcriptional regulator	Other regulatory	arm	7702498	14492	5053	84340	34.6	0.07	4.18	Shielded
SC_RS36925	SCO6943		sensor histidine kinase	Sensor kinase	arm	7707743	19737	192	89585	171.3	1.83	6.5	Shielded
SC_RS36955	SCO6950		helix-turn-helix domain-containing protein	HTH (other)	arm	7713425	25419	5874	95267	639.7	5.04	3.81	Shielded
SC_RS37035			WhiB family transcriptional regulator	WhiB	arm	7732188	25258	746	114030	11.8	1.24	1.75	Shielded
SC_RS37085	SCO6974		GntR family transcriptional regulator	GntR	arm	7741956	15490	5494	123798	35.4	0.4	1.27	Shielded
SC_RS37145	SCO6986		LacI family DNA-binding transcriptional regulator	LacI	arm	7753893	3553	1381	115711	45.0	0.79	1.17	Shielded
SC_RS37190	SCO6993		LuxR family transcriptional regulator AbsR2	Other regulatory	arm	7760977	3008	5703	108627	200.8	0.84	4.92	Shielded
SC_RS37205	SCO6996		RNA polymerase sigma factor	Sigma factor	arm	7767699	3057	4524	101905	262.6	-0.42	1.65	Shielded
SC_RS37295	SCO7014		LacI family DNA-binding transcriptional regulator	LacI	arm	7792730	2173	3666	76874	136.0	-0.57	-1.64	Shielded
SC_RS37305	SCO7016		LacI family DNA-binding transcriptional regulator	LacI	arm	7798381	7824	1985	71223	105.0	0.02	-0.98	Shielded
SC_RS37350	SCO7025		LysR family transcriptional regulator	LysR	arm	7812110	4154	5314	57494	73.2	-0.36	-0.33	Shielded
SC_RS37360	SCO7027		LacI family DNA-binding transcriptional regulator	LacI	arm	7813832	2432	3592	55772	37.3	-1.26	0.59	Shielded
SC_RS37390	SCO7033		PucR family transcriptional regulator	Other regulatory	arm	7821785	5521	1658	47819	227.3	0.31	0.38	Shielded
SC_RS37435	SCO7042		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	7835298	19034	536	34306	190.8	-0.06	0.26	Shielded
SC_RS37440	SCO7043		helix-turn-helix domain-containing protein	HTH (other)	arm	7835428	19164	666	34176	124.9	3.73	3.82	Shielded
SC_RS37480	SCO7051	rho	transcription termination factor Rho	Other regulatory	arm	7842710	22299	5550	26894	57.9	-1.81	0.53	Shielded
SC_RS37500	SCO7054		PadR family transcriptional regulator	PadR	arm	7844184	20825	4076	25420	29.2	-0.41	0.12	Shielded
SC_RS37510	SCO7056		GntR family transcriptional regulator	GntR	arm	7846272	18737	1988	23332	272.1	2.34	0.06	Shielded
SC_RS37535	SCO7061		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	7850187	14822	1927	19417	41.3	-0.64	-0.44	Shielded
SC_RS37565	SCO7067		PadR family transcriptional regulator	PadR	arm	7857217	7792	7574	12387	33.7	0.7	0.47	Shielded
SC_RS37610	SCO7075		response regulator transcription factor	Response regulator	arm	7863791	1218	1000	5813	73.9	-0.05	-0.06	Shielded
SC_RS37615	SCO7076		HAMP domain-containing sensor histidine kinase	Sensor kinase	arm	7864480	529	311	5124	117.2	0.29	0.43	Shielded
SC_RS37650			LysR family transcriptional regulator	LysR	arm	7872807	1330	1754	3203	8.6	-1.5	0.38	Shielded
SC_RS37660	SCO7086		MerR family transcriptional regulator	MerR	arm	7873947	190	2894	4343	38.1	-0.29	-0.78	Exposed
SC_RS37670	SCO7088		response regulator	Response regulator	arm	7876051	1421	4998	6447	17.1	-0.72	2.35	Shielded
SC_RS37675	SCO7089		sensor histidine kinase	Sensor kinase	arm	7877241	2611	6188	7637	28.8	0.57	2.94	Shielded
SC_RS37710	SCO7097		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	7888179	7742	4075	18575	11.2	-0.87	3.21	Shielded
SC_RS37720	SCO7099		sigma-70 family RNA polymerase sigma factor family protein	Sigma factor	arm	7890168	9731	4829	20564	20.8	-0.36	3.12	Shielded
SC_RS37745	SCO7104		sigma-70 family RNA polymerase sigma factor family protein	Sigma factor	arm	7894195	13758	802	24591	129.2	-0.25	-0.06	Shielded
SC_RS37750	SCO7105		RNA polymerase sigma-70 factor	Sigma factor	arm	7896042	14862	1045	26438	30.9	-1.05	1.11	Shielded
SC_RS37755	SCO7106		WhiB family transcriptional regulator	WhiB	arm	7896424	14480	1427	26820	9.7	0.31	3.26	Shielded
SC_RS37785	SCO7112		RNA polymerase sigma-70 factor	Sigma factor	arm	7902256	8648	7259	32652	168.2	-1.57	-1.3	Shielded
SC_RS37895	SCO7134		helix-turn-helix transcriptional regulator	HTH (other)	arm	7925356	6358	1981	55752	319.0	-1.06	-0.94	Shielded
SC_RS37925	SCO7140		helix-turn-helix transcriptional regulator	HTH (other)	arm	7934492	1007	688	64888	115.2	1.25	0.23	Shielded
SC_RS37935	SCO7142		winged helix-turn-helix transcriptional regulator	HTH (other)	arm	7936071	572	340	66467	89.3	0.31	-0.4	Shielded
SC_RS37940	SCO7143		helix-turn-helix transcriptional regulator	HTH (other)	arm	7936673	1174	262	67069	235.0	0.6	0.21	Shielded
SC_RS37945	SCO7144		sigma-70 family RNA polymerase sigma factor	Sigma factor	arm	7939618	4119	2401	70014	23.3	0.28	2.19	Shielded
SC_RS37950	SCO7145		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	7940566	5067	3349	70962	9.5	-0.04	3.9	Shielded
SC_RS37955	SCO7146		ArsR/SmtB family transcription factor	ArsR	arm	7941058	5559	3841	71454	124.3	0.12	-0.91	Shielded
SC_RS38065	SCO7168		GntR family transcriptional regulator	GntR	arm	7964783	2032	1165	95179	400.7	-0.61	-1.14	Shielded
SC_RS38095	SCO7175		SsgA family sporulation/cell division regulator	Other regulatory	arm	7972971	2177	2178	103367	13.8	0.29	3.45	Shielded
SC_RS38105	SCO7178		helix-turn-helix transcriptional regulator	HTH (other)	arm	7977963	2628	4033	108359	14.1	0.12	4.48	Shielded
SC_RS38175	SCO7192		sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	arm	7995692	9746	3058	126088	104.5	5.25	4.47	Shielded
SC_RS38220	SCO7201		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8004242	1196	1724	134638	74.0	-0.29	-0.71	Shielded
SC_RS38325	SCO7222		TetR/AcrR family transcriptional regulator	TetR	arm	8028512	23074	481	158908	64.5	-0.26	-0.21	Shielded
SC_RS38365	SCO7230		response regulator transcription factor	Response regulator	arm	8035811	23937	2700	166207	98.7	0.26	-0.23	Shielded
SC_RS38475	SCO7252		DNA-binding protein NsdB	Other regulatory	arm	8062135	2387	46	192531	9088.5	9.32	7.76	Shielded
SC_RS38565	SCO7270		LysR family transcriptional regulator	LysR	arm	8079972	20224	7269	210368	98.0	-0.45	-0.09	Shielded
SC_RS38605	SCO7278		RNA polymerase sigma factor SigF	Sigma factor	arm	8086287	26539	954	216683	371.9	0.76	0.34	Shielded
SC_RS38610	SCO7279		helix-turn-helix domain-containing protein	HTH (other)	arm	8086495	26747	746	216891	213.2	1.51	1.44	Shielded
SC_RS38660	SCO7289		SsgA family sporulation/cell division regulator	Other regulatory	arm	8094562	29330	2095	224958	19.6	-0.22	0.69	Shielded
SC_RS38730	SCO7303		TetR/AcrR family transcriptional regulator	TetR	arm	8111024	12868	2478	241420	43.0	-0.36	-0.26	Shielded
SC_RS38745	SCO7306		WhiB family transcriptional regulator	WhiB	arm	8114060	9832	2541	244456	20.7	1.36	1.24	Shielded
SC_RS38750	SCO7307		LysR family transcriptional regulator ArgP	LysR	arm	8115087	8805	1514	245483	88.0	0.97	-0.22	Shielded
SC_RS38785	SCO7314		SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	arm	8120541	3351	329	250937	72.9	1.93	1.49	Shielded
SC_RS38825	SCO7322		anti-sigma regulatory factor	Anti-sigma	arm	8130298	4966	8395	260694	166.7	0.16	-0.81	Shielded
SC_RS38920	SCO7341		SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	arm	8155756	15419	3049	286152	17.5	0.18	3.64	Shielded
SC_RS38950	SCO7347		TetR/AcrR family transcriptional regulator	TetR	arm	8161308	9867	2503	291704	152.9	-1.24	-1.58	Shielded
SC_RS38960	SCO7351		helix-turn-helix transcriptional regulator	HTH (other)	arm	8163903	7272	5098	294299	31.2	1.57	2.39	Shielded
SC_RS39010	SCO7361		helix-turn-helix domain-containing protein	HTH (other)	arm	8173887	2712	410	304283	235.6	-0.7	-0.69	Shielded
SC_RS39025	SCO7364		TetR/AcrR family transcriptional regulator	TetR	arm	8178147	6972	3850	308543	80.7	-0.49	0.14	Shielded
SC_RS39260	SCO7411		LacI family DNA-binding transcriptional regulator	LacI	arm	8225904	3802	8239	282366	49.3	0.68	1.13	Shielded
SC_RS39325	SCO7424		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8238976	9270	4833	269294	49.4	2.33	0.55	Shielded
SC_RS39340	SCO7427	nsrR	nitric oxide-sensing transcriptional repressor NsrR	Repressor	arm	8241835	12129	7692	266435	565.5	2.08	0.17	Shielded
SC_RS39370	SCO7433		LysR family transcriptional regulator	LysR	arm	8246125	16419	11982	262145	28.8	-0.01	2.41	Shielded
SC_RS39395	SCO7438		LysR family transcriptional regulator	LysR	arm	8252589	22883	18446	255681	30.5	-0.61	0.52	Shielded
SC_RS39410	SCO7441		TetR/AcrR family transcriptional regulator	TetR	arm	8255351	25645	19098	252919	68.2	0.1	-0.41	Shielded
SC_RS39630	SCO7486		ROK family transcriptional regulator	ROK	arm	8297848	13634	279	210422	196.9	-0.76	-0.94	Shielded
SC_RS39685	SCO7497		AraC family transcriptional regulator	AraC	arm	8308924	24710	920	199346	35.1	-0.64	0.19	Shielded
SC_RS39690	SCO7498		GntR family transcriptional regulator	GntR	arm	8310544	26330	700	197726	92.8	-1.91	-1.72	Shielded
SC_RS39710	SCO7502		LacI family DNA-binding transcriptional regulator	LacI	arm	8315715	31501	156	192555	161.1	0.02	-0.44	Shielded
SC_RS39760	SCO7512		GlxA family transcriptional regulator	Other regulatory	arm	8327448	37894	1597	180822	38.3	-0.01	0.71	Shielded
SC_RS39790	SCO7518		TetR/AcrR family transcriptional regulator	TetR	arm	8334140	31202	700	174130	131.9	0.78	-1.49	Shielded
SC_RS39835	SCO7527		helix-turn-helix transcriptional regulator	HTH (other)	arm	8347302	18040	5818	160968	25.6	1.0	2.12	Shielded
SC_RS39845	SCO7529		winged helix DNA-binding domain-containing protein	HTH (other)	arm	8347854	17488	6370	160416	40.0	1.19	1.46	Shielded
SC_RS39850	SCO7530		MerR family transcriptional regulator	MerR	arm	8350073	15269	8589	158197	50.9	0.8	1.69	Shielded
SC_RS39865	SCO7533		response regulator transcription factor	Response regulator	arm	8352526	12816	11042	155744	64.7	1.26	2.19	Shielded
SC_RS39870	SCO7534		sensor histidine kinase	Sensor kinase	arm	8353224	12118	11740	155046	49.2	2.25	3.58	Shielded
SC_RS39890	SCO7538		LysR family transcriptional regulator	LysR	arm	8359236	6106	7125	149034	95.8	0.92	0.18	Shielded
SC_RS39895	SCO7539		TetR/AcrR family transcriptional regulator	TetR	arm	8360931	4411	5430	147339	107.2	1.91	0.26	Shielded
SC_RS39915	SCO7543		ROK family transcriptional regulator	ROK	arm	8365625	283	736	142645	38.8	0.32	1.67	Exposed
SC_RS39960	SCO7552		TetR/AcrR family transcriptional regulator	TetR	arm	8374590	9248	144	133680	64.9	0.87	0.64	Shielded
SC_RS39970	SCO7554		LacI family DNA-binding transcriptional regulator	LacI	arm	8376949	10194	1701	131321	461.5	-0.99	-1.78	Shielded
SC_RS40010	SCO7562		IclR family transcriptional regulator	IclR	arm	8385997	1146	6456	122273	81.8	0.09	-0.34	Shielded
SC_RS40040	SCO7568		ROK family protein	ROK	arm	8392310	5167	143	115960	75.5	-1.26	0.15	Shielded
SC_RS40095	SCO7579		helix-turn-helix domain-containing protein	HTH (other)	arm	8402873	15730	938	105397	91.1	1.98	2.07	Shielded
SC_RS40120	SCO7584		TetR/AcrR family transcriptional regulator	TetR	arm	8410198	17422	6387	98072	133.0	0.33	-0.85	Shielded
SC_RS40125	SCO7585		MerR family transcriptional regulator	MerR	arm	8410624	16996	6813	97646	119.4	3.48	1.81	Shielded
SC_RS40155	SCO7591		LysR substrate-binding domain-containing protein	LysR	arm	8418396	9224	4466	89874	42.6	0.02	0.84	Shielded
SC_RS40190	SCO7599		MurR/RpiR family transcriptional regulator	Other regulatory	arm	8425073	2547	2211	83197	98.1	2.32	1.15	Shielded
SC_RS40205	SCO7602		TetR/AcrR family transcriptional regulator	TetR	arm	8429126	1506	280	79144	76.5	0.17	-0.12	Shielded
SC_RS40210	SCO7603		LysR family transcriptional regulator	LysR	arm	8430759	3139	1913	77511	73.5	-0.11	0.2	Shielded
SC_RS40245	SCO7610		helix-turn-helix transcriptional regulator	HTH (other)	arm	8437174	2307	497	71096	27.8	0.83	1.93	Shielded
SC_RS40270	SCO7615		helix-turn-helix domain-containing protein	HTH (other)	arm	8442864	7997	1568	65406	391.2	2.28	-0.81	Shielded
SC_RS40285	SCO7618		IclR family transcriptional regulator	IclR	arm	8444856	9989	3560	63414	146.0	2.49	-0.01	Shielded
SC_RS40315	SCO7624		TetR/AcrR family transcriptional regulator	TetR	arm	8451026	16159	2742	57244	69.8	1.79	0.91	Shielded
SC_RS40390	SCO7639		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8468385	16066	1665	39885	57.0	-1.97	-1.6	Shielded
SC_RS40395	SCO7640		LysR family transcriptional regulator	LysR	arm	8469810	14641	3090	38460	51.9	-0.99	-0.21	Shielded
SC_RS40420	SCO7645		TetR/AcrR family transcriptional regulator	TetR	arm	8473207	11244	5509	35063	79.4	0.77	0.07	Shielded
SC_RS40435	SCO7648		response regulator transcription factor	Response regulator	arm	8475908	8543	2808	32362	121.0	2.44	2.05	Shielded
SC_RS40440	SCO7649		sensor histidine kinase	Sensor kinase	arm	8477246	7205	1470	31024	134.3	0.83	0.89	Shielded
SC_RS40450	SCO7651		TetR/AcrR family transcriptional regulator	TetR	arm	8479495	4956	779	28775	21.2	-0.07	0.75	Shielded
SC_RS40655	SCO7694		TetR/AcrR family transcriptional regulator	TetR	arm	8531016	18647	2419	22746	85.2	-0.65	-0.83	Shielded
SC_RS40665	SCO7696		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8532086	19717	1349	23479	29.5	-0.39	-0.22	Shielded
SC_RS40675	SCO7698		MerR family transcriptional regulator	MerR	arm	8535239	22870	1133	20326	771.1	6.71	3.82	Shielded
SC_RS40695	SCO7702		FadR/GntR family transcriptional regulator	GntR	arm	8539362	25451	5256	16203	120.3	1.26	-0.05	Shielded
SC_RS40705	SCO7704		TetR/AcrR family transcriptional regulator	TetR	arm	8541365	23448	5456	14200	101.7	-0.04	-0.75	Shielded
SC_RS40715	SCO7706		helix-turn-helix transcriptional regulator	HTH (other)	arm	8544237	20576	2584	11328	49.6	-0.58	-0.41	Shielded
SC_RS40730	SCO7709		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8545444	19369	1377	10121	42.3	-0.13	-0.31	Shielded
SC_RS40740	SCO7711		sensor histidine kinase	Sensor kinase	arm	8546786	18027	35	8779	174.7	3.16	3.14	Shielded
SC_RS40745	SCO7712		response regulator	Response regulator	arm	8548323	16490	1194	7242	96.0	1.2	0.41	Shielded
SC_RS40780	SCO7719		TetR/AcrR family transcriptional regulator	TetR	arm	8554087	10726	912	1478	56.8	0.51	0.08	Shielded
SC_RS40805	SCO7724		transcriptional regulator	Other regulatory	arm	8559848	4965	4849	4283	100.5	-2.61	-0.43	Shielded
SC_RS40820	SCO7727		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8563058	1755	7810	7493	185.9	-0.85	-1.19	Shielded
SC_RS40860	SCO7735		AraC family transcriptional regulator	AraC	arm	8569962	5149	906	14397	15.3	0.25	0.05	Shielded
SC_RS40895	SCO7742		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8577403	12590	1609	21838	50.9	0.93	0.45	Shielded
SC_RS40930	SCO7751		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8584661	19848	4981	29096	32.7	-0.46	0.5	Shielded
SC_RS40940	SCO7753		helix-turn-helix transcriptional regulator	HTH (other)	arm	8586491	21678	4818	30926	55.0	-1.92	-1.26	Shielded
SC_RS40985	SCO7765		MarR family winged helix-turn-helix transcriptional regulator	MarR	arm	8595004	30191	3695	39439	185.6	0.6	0.57	Shielded
SC_RS40995	SCO7767		helix-turn-helix transcriptional regulator	HTH (other)	arm	8597410	32597	2227	41845	70.4	0.11	0.27	Shielded
SC_RS41010	SCO7770		tetratricopeptide repeat protein	TetR	arm	8598830	34017	807	43265	27.5	1.5	2.05	Shielded
SC_RS41050	SCO7778		IclR family transcriptional regulator	IclR	arm	8605797	39268	508	50232	121.5	1.55	0.84	Shielded
SC_RS41060	SCO7780		helix-turn-helix domain-containing protein	HTH (other)	arm	8607539	37526	1234	51974	138.9	1.56	0.4	Shielded
