position	site_strand	locus_tag	old_locus_tag	gene_name	gene_start	gene_end	gene_strand	product	distance	location	within_500bp	within_2kb	timepoint	region
5753341	-	SC_RS28590	SCO5281		5749846	5753664	-	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	0	gene_body	True	True	T1	core
5753341	-	SC_RS28595	SCO5282		5753949	5755076	-	sensor histidine kinase	608	downstream_far	False	True	T1	core
5753341	-	SC_RS28600	SCO5283		5755073	5755807	-	response regulator transcription factor	1732	downstream_far	False	True	T1	core
5753342	-	SC_RS28590	SCO5281		5749846	5753664	-	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	0	gene_body	True	True	T1	core
5753342	-	SC_RS28595	SCO5282		5753949	5755076	-	sensor histidine kinase	607	downstream_far	False	True	T1	core
5753342	-	SC_RS28600	SCO5283		5755073	5755807	-	response regulator transcription factor	1731	downstream_far	False	True	T1	core
5753480	-	SC_RS28590	SCO5281		5749846	5753664	-	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	0	gene_body	True	True	T1	core
5753480	-	SC_RS28595	SCO5282		5753949	5755076	-	sensor histidine kinase	469	downstream	True	True	T1	core
5753480	-	SC_RS28600	SCO5283		5755073	5755807	-	response regulator transcription factor	1593	downstream_far	False	True	T1	core
5792804	-	SC_RS28780	SCO5320		5790104	5791297	-	SchA/CurD-like domain-containing protein	1507	upstream	False	True	T1	core
5792804	-	SC_RS28785	SCO5321		5791641	5793524	+	FAD-dependent oxidoreductase	0	gene_body	True	True	T1	core
5792804	-	SC_RS28790	SCO5322		5793622	5794470	+	patatin-like phospholipase family protein	818	upstream	False	True	T1	core
5792804	-	SC_RS28795	SCO5323		5794528	5795022	-	Lrp/AsnC family transcriptional regulator	1724	downstream_far	False	True	T1	core
5792805	-	SC_RS28780	SCO5320		5790104	5791297	-	SchA/CurD-like domain-containing protein	1508	upstream	False	True	T1	core
5792805	-	SC_RS28785	SCO5321		5791641	5793524	+	FAD-dependent oxidoreductase	0	gene_body	True	True	T1	core
5792805	-	SC_RS28790	SCO5322		5793622	5794470	+	patatin-like phospholipase family protein	817	upstream	False	True	T1	core
5792805	-	SC_RS28795	SCO5323		5794528	5795022	-	Lrp/AsnC family transcriptional regulator	1723	downstream_far	False	True	T1	core
5861379	-	SC_RS29130	SCO5390		5858868	5859896	-	LLM class flavin-dependent oxidoreductase	1483	upstream	False	True	T1	core
5861379	-	SC_RS29135	SCO5391		5860153	5860485	+	ATP/GTP-binding protein	894	downstream_far	False	True	T1	core
5861379	-	SC_RS29140	SCO5392		5860494	5861363	-	ABC transporter permease subunit	16	promoter	True	True	T1	core
5861379	-	SC_RS29145	SCO5393		5861360	5862631	-	ABC transporter ATP-binding protein	0	gene_body	True	True	T1	core
5861379	-	SC_RS29150	SCO5394		5862780	5863556	-	ABC transporter permease	1401	downstream_far	False	True	T1	core
5902394	-	SC_RS29320	SCO5428		5899804	5900694	-	carbohydrate ABC transporter permease	1700	upstream	False	True	T1	core
5902394	-	SC_RS29325	SCO5429		5900696	5901637	-	carbohydrate ABC transporter permease	757	upstream	False	True	T1	core
5902394	-	SC_RS29330	SCO5430		5901634	5903016	-	extracellular solute-binding protein	0	gene_body	True	True	T1	core
5902394	-	SC_RS29340	SCO5431		5903536	5904399	-	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase family protein	1142	downstream_far	False	True	T1	core
5974530	+	SC_RS29615	SCO5486		5971928	5973097	+	cysteine desulfurase family protein	1433	downstream_far	False	True	T1	core
5974530	+	SC_RS29620	SCO5487		5973134	5973862	-	N-acetylmuramoyl-L-alanine amidase	668	upstream	False	True	T1	core
5974530	+	SC_RS29625	SCO5488	mnmA	5973924	5975054	+	tRNA 2-thiouridine(34) synthase MnmA	0	gene_body	True	True	T1	core
5974530	+	SC_RS29630	SCO5489		5974936	5975880	-	alpha/beta fold hydrolase	406	downstream	True	True	T1	core
5974530	+	SC_RS29635	SCO5490		5975918	5976259	-	DUF427 domain-containing protein	1388	downstream_far	False	True	T1	core
5974530	+	SC_RS29640	SCO5491		5976351	5976890	+	LOG family protein	1821	upstream	False	True	T1	core
6056054	-	SC_RS29985	SCO5555		6054328	6054558	+	SCO5555 family protein	1496	downstream_far	False	True	T1	core
6056054	-	SC_RS29990	SCO5556		6054696	6055352	+	HU family DNA-binding protein	702	downstream_far	False	True	T1	core
6056054	-	SC_RS29995	SCO5557		6055467	6055700	-	hypothetical protein	354	promoter	True	True	T1	core
6056054	-	SC_RS30000	SCO5557a	cofC	6055710	6056348	-	2-phospho-L-lactate guanylyltransferase	0	gene_body	True	True	T1	core
6056054	-	SC_RS30005	SCO5558		6056492	6057286	+	lysophospholipid acyltransferase family protein	438	promoter	True	True	T1	core
6056054	-	SC_RS30010	SCO5559		6057283	6058293	+	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	1229	upstream	False	True	T1	core
6056055	-	SC_RS29985	SCO5555		6054328	6054558	+	SCO5555 family protein	1497	downstream_far	False	True	T1	core
6056055	-	SC_RS29990	SCO5556		6054696	6055352	+	HU family DNA-binding protein	703	downstream_far	False	True	T1	core
6056055	-	SC_RS29995	SCO5557		6055467	6055700	-	hypothetical protein	355	promoter	True	True	T1	core
6056055	-	SC_RS30000	SCO5557a	cofC	6055710	6056348	-	2-phospho-L-lactate guanylyltransferase	0	gene_body	True	True	T1	core
6056055	-	SC_RS30005	SCO5558		6056492	6057286	+	lysophospholipid acyltransferase family protein	437	promoter	True	True	T1	core
6056055	-	SC_RS30010	SCO5559		6057283	6058293	+	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	1228	upstream	False	True	T1	core
6129444	-	SC_RS30365	SCO5628		6127060	6128235	+	phosphatidate cytidylyltransferase	1209	downstream_far	False	True	T1	core
6129444	-	SC_RS30370	SCO5629	fxsT	6128360	6131020	-	FxSxx-COOH system tetratricopeptide repeat protein	0	gene_body	True	True	T1	core
6129445	-	SC_RS30365	SCO5628		6127060	6128235	+	phosphatidate cytidylyltransferase	1210	downstream_far	False	True	T1	core
6129445	-	SC_RS30370	SCO5629	fxsT	6128360	6131020	-	FxSxx-COOH system tetratricopeptide repeat protein	0	gene_body	True	True	T1	core
6130226	-	SC_RS30365	SCO5628		6127060	6128235	+	phosphatidate cytidylyltransferase	1991	downstream_far	False	True	T1	core
6130226	-	SC_RS30370	SCO5629	fxsT	6128360	6131020	-	FxSxx-COOH system tetratricopeptide repeat protein	0	gene_body	True	True	T1	core
6130226	-	SC_RS30375	SCO5630		6131534	6132414	-	IS5-like element IS1648 family transposase	1308	downstream_far	False	True	T1	core
6130227	-	SC_RS30365	SCO5628		6127060	6128235	+	phosphatidate cytidylyltransferase	1992	downstream_far	False	True	T1	core
6130227	-	SC_RS30370	SCO5629	fxsT	6128360	6131020	-	FxSxx-COOH system tetratricopeptide repeat protein	0	gene_body	True	True	T1	core
6130227	-	SC_RS30375	SCO5630		6131534	6132414	-	IS5-like element IS1648 family transposase	1307	downstream_far	False	True	T1	core
6143025	+	SC_RS30430	SCO5642		6140819	6141571	-	toll/interleukin-1 receptor domain-containing protein	1454	upstream	False	True	T1	core
6143025	+	SC_RS30435	SCO5644		6142261	6142887	+	hypothetical protein	138	downstream	True	True	T1	core
6143025	+	SC_RS30440	SCO5645	rlmN	6143019	6144125	+	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	0	gene_body	True	True	T1	core
6143025	+	SC_RS30445	SCO5646		6144424	6145470	+	thiamine ABC transporter substrate-binding protein	1399	upstream	False	True	T1	core
6172438	-	SC_RS30565	SCO5670		6169818	6170618	+	ABC transporter permease	1820	downstream_far	False	True	T1	core
6172438	-	SC_RS30570	SCO5671		6170654	6172081	+	NAD(P)/FAD-dependent oxidoreductase	357	downstream	True	True	T1	core
6172438	-	SC_RS30575	SCO5672		6172204	6172662	+	hypothetical protein	0	gene_body	True	True	T1	core
6172438	-	SC_RS30580	SCO5673		6172819	6174636	+	chitinase	381	promoter	True	True	T1	core
6216859	+	SC_RS30730	SCO5703	rimP	6214338	6214871	+	ribosome maturation factor RimP	1988	downstream_far	False	True	T1	core
6216859	+	SC_RS30735	SCO5704	nusA	6214874	6215896	+	transcription termination factor NusA	963	downstream_far	False	True	T1	core
6216859	+	SC_RS30740	SCO5705		6215999	6216304	+	YlxR family protein	555	downstream_far	False	True	T1	core
6216859	+	SC_RS30745	SCO5706	infB	6216466	6219567	+	translation initiation factor IF-2	0	gene_body	True	True	T1	core
6223688	-	SC_RS30765	SCO5710		6221737	6225837	+	trypsin-like peptidase domain-containing protein	0	gene_body	True	True	T1	core
6223689	-	SC_RS30765	SCO5710		6221737	6225837	+	trypsin-like peptidase domain-containing protein	0	gene_body	True	True	T1	core
6233236	-	SC_RS30790	SCO5715		6230271	6231317	-	ABC transporter permease	1919	upstream	False	True	T1	core
6233236	-	SC_RS30795	SCO5716		6231310	6233175	-	ABC transporter substrate-binding protein	61	promoter	True	True	T1	core
6233236	-	SC_RS30800	SCO5717		6233478	6236729	-	SCO5717 family growth-regulating ATPase	242	downstream	True	True	T1	core
6245325	-	SC_RS30825	SCO5722	mycP	6242668	6243909	+	type VII secretion-associated serine protease mycosin	1416	downstream_far	False	True	T1	core
6245325	-	SC_RS30830	SCO5723		6243938	6244234	-	DUF397 domain-containing protein	1091	upstream	False	True	T1	core
6245325	-	SC_RS30835	SCO5724		6244580	6244912	+	WXG100 family type VII secretion target	413	downstream	True	True	T1	core
6245325	-	SC_RS30840	SCO5725		6244949	6245260	+	WXG100 family type VII secretion target	65	downstream	True	True	T1	core
6245325	-	SC_RS30845	SCO5727		6245884	6246486	+	hypothetical protein	559	upstream	False	True	T1	core
6245325	-	SC_RS30850	SCO5728		6246517	6247155	-	hypothetical protein	1192	downstream_far	False	True	T1	core
6245325	-	SC_RS30855	SCO5729		6247184	6249421	-	DUF6571 family protein	1859	downstream_far	False	True	T1	core
6337175	-	SC_RS31220	SCO5796	hflX	6334502	6335995	+	GTPase HflX	1180	downstream_far	False	True	T1	core
6337175	-	SC_RS31225	SCO5797		6336091	6337308	-	trypsin-like serine peptidase	0	gene_body	True	True	T1	core
6337175	-	SC_RS31230	SCO5798		6337406	6338635	-	trypsin-like serine peptidase	231	downstream	True	True	T1	core
6337175	-	SC_RS31235	SCO5799		6338949	6340547	+	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	1774	upstream	False	True	T1	core
6337530	-	SC_RS31220	SCO5796	hflX	6334502	6335995	+	GTPase HflX	1535	downstream_far	False	True	T1	core
6337530	-	SC_RS31225	SCO5797		6336091	6337308	-	trypsin-like serine peptidase	222	promoter	True	True	T1	core
6337530	-	SC_RS31230	SCO5798		6337406	6338635	-	trypsin-like serine peptidase	0	gene_body	True	True	T1	core
6337530	-	SC_RS31235	SCO5799		6338949	6340547	+	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	1419	upstream	False	True	T1	core
6337641	-	SC_RS31220	SCO5796	hflX	6334502	6335995	+	GTPase HflX	1646	downstream_far	False	True	T1	core
6337641	-	SC_RS31225	SCO5797		6336091	6337308	-	trypsin-like serine peptidase	333	promoter	True	True	T1	core
6337641	-	SC_RS31230	SCO5798		6337406	6338635	-	trypsin-like serine peptidase	0	gene_body	True	True	T1	core
6337641	-	SC_RS31235	SCO5799		6338949	6340547	+	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	1308	upstream	False	True	T1	core
6363780	-	SC_RS31320	SCO5816		6361399	6363003	+	DUF4192 domain-containing protein	777	downstream_far	False	True	T1	core
6363780	-	SC_RS31325	SCO5817		6363135	6363893	+	NUDIX hydrolase	0	gene_body	True	True	T1	core
6363780	-	SC_RS31330	SCO5818		6363949	6366183	+	ABC transporter ATP-binding protein	169	promoter	True	True	T1	core
6725221	-	SC_RS32830	SCO6117		6722506	6723300	+	copper homeostasis protein CutC	1921	downstream_far	False	True	T1	core
6725221	-	SC_RS32835	SCO6118		6723358	6724296	+	AraC family transcriptional regulator	925	downstream_far	False	True	T1	core
6725221	-	SC_RS32840	SCO6119		6724307	6724990	+	helix-turn-helix transcriptional regulator	231	downstream	True	True	T1	core
6725221	-	SC_RS32845	SCO6120		6725136	6725624	+	DinB family protein	0	gene_body	True	True	T1	core
6725221	-	SC_RS32850	SCO6121		6725692	6726270	-	TetR/AcrR family transcriptional regulator	471	downstream	True	True	T1	core
6725221	-	SC_RS32855	SCO6122		6726363	6726809	+	anthrone oxygenase family protein	1142	upstream	False	True	T1	core
6725221	-	SC_RS32860	SCO6123		6726883	6727275	-	VOC family protein	1662	downstream_far	False	True	T1	core
6751519	-	SC_RS32990	SCO6148		6748555	6749883	+	radical SAM protein	1636	downstream_far	False	True	T1	core
6751519	-	SC_RS32995	SCO6149	rsgA	6750131	6751231	+	ribosome small subunit-dependent GTPase A	288	downstream	True	True	T1	core
6751519	-	SC_RS33000	SCO6150		6751253	6752737	+	DNA-3-methyladenine glycosylase 2 family protein	0	gene_body	True	True	T1	core
6751519	-	SC_RS33005	SCO6151		6752734	6753294	+	methylated-DNA--[protein]-cysteine S-methyltransferase	1215	upstream	False	True	T1	core
6751519	-	SC_RS33010	SCO6152		6753257	6753739	-	DUF456 domain-containing protein	1738	downstream_far	False	True	T1	core
6751520	-	SC_RS32990	SCO6148		6748555	6749883	+	radical SAM protein	1637	downstream_far	False	True	T1	core
6751520	-	SC_RS32995	SCO6149	rsgA	6750131	6751231	+	ribosome small subunit-dependent GTPase A	289	downstream	True	True	T1	core
6751520	-	SC_RS33000	SCO6150		6751253	6752737	+	DNA-3-methyladenine glycosylase 2 family protein	0	gene_body	True	True	T1	core
6751520	-	SC_RS33005	SCO6151		6752734	6753294	+	methylated-DNA--[protein]-cysteine S-methyltransferase	1214	upstream	False	True	T1	core
6751520	-	SC_RS33010	SCO6152		6753257	6753739	-	DUF456 domain-containing protein	1737	downstream_far	False	True	T1	core
6764648	-	SC_RS33050	SCO6160	secD	6762662	6765049	-	protein translocase subunit SecD	0	gene_body	True	True	T1	core
6764648	-	SC_RS33055	SCO6161		6765129	6765518	-	hypothetical protein	481	downstream	True	True	T1	core
6764648	-	SC_RS33060	SCO6162		6765623	6766405	-	response regulator	975	downstream_far	False	True	T1	core
6764648	-	SC_RS33065	SCO6163		6766414	6767361	-	HAMP domain-containing sensor histidine kinase	1766	downstream_far	False	True	T1	core
6794677	-	SC_RS33185	SCO6187	rfaE2	6792490	6793869	+	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	808	downstream_far	False	True	T1	core
6794677	-	SC_RS33190			6794550	6795566	+	glycosyltransferase family 9 protein	0	gene_body	True	True	T1	core
6794677	-	SC_RS33195	SCO6189		6795563	6796516	+	glycosyltransferase family 2 protein	886	upstream	False	True	T1	core
6794677	-	SC_RS33200	SCO6190		6796513	6797409	+	glycosyltransferase family 2 protein	1836	upstream	False	True	T1	core
6857841	-	SC_RS33410	SCO6232		6854701	6857163	+	glycoside hydrolase family 2 protein	678	downstream_far	False	True	T1	core
6857841	-	SC_RS33415	SCO6233		6857160	6858188	+	LacI family DNA-binding transcriptional regulator	0	gene_body	True	True	T1	core
6857841	-	SC_RS33420	SCO6234		6858440	6859594	+	cellulase family glycosylhydrolase	599	upstream	False	True	T1	core
6857841	-	SC_RS33425	SCO6235		6859658	6859903	-	DUF397 domain-containing protein	1817	downstream_far	False	True	T1	core
6907097	-	SC_RS33615	SCO6273		6900898	6907317	-	thioester reductase domain-containing protein	0	gene_body	True	True	T1	core
6941576	+	SC_RS33650	SCO6280		6938024	6939643	+	AfsR/SARP family transcriptional regulator	1933	downstream_far	False	True	T1	core
6941576	+	SC_RS33655	SCO6281		6939907	6941544	+	FAD-binding oxidoreductase	32	downstream	True	True	T1	core
6941576	+	SC_RS33660	SCO6282		6941746	6942516	-	SDR family oxidoreductase	170	downstream	True	True	T1	core
6941576	+	SC_RS33665	SCO6283		6942661	6943506	+	NAD(P)H-binding protein	1085	upstream	False	True	T1	core
6965962	-	SC_RS33765	SCO6304		6963368	6964300	-	VOC family protein	1662	upstream	False	True	T1	core
6965962	-	SC_RS33770	SCO6305		6964306	6965304	-	amidohydrolase family protein	658	upstream	False	True	T1	core
6965962	-	SC_RS33775	SCO6306		6965355	6966485	-	FAD-dependent oxidoreductase	0	gene_body	True	True	T1	core
6965962	-	SC_RS33780	SCO6307		6966512	6967474	-	cyclase family protein	550	downstream_far	False	True	T1	core
6965962	-	SC_RS33785	SCO6308		6967471	6968472	-	fumarylacetoacetate hydrolase family protein	1509	downstream_far	False	True	T1	core
6993087	-	SC_RS33890	SCO6333		6990876	6991409	-	hypothetical protein	1678	upstream	False	True	T1	core
6993087	-	SC_RS33895	SCO6334		6991755	6994433	-	LuxR C-terminal-related transcriptional regulator	0	gene_body	True	True	T1	core
6993087	-	SC_RS33900			6994439	6994627	-	hypothetical protein	1352	downstream_far	False	True	T1	core
7039493	-	SC_RS34085	SCO6375		7037737	7038399	-	fasciclin domain-containing protein	1094	upstream	False	True	T1	core
7039493	-	SC_RS34090	SCO6376		7038757	7039656	+	hypothetical protein	0	gene_body	True	True	T1	core
7039493	-	SC_RS34095	SCO6377		7039699	7040895	-	ricin-type beta-trefoil lectin domain protein	206	downstream	True	True	T1	core
7119124	-	SC_RS34365	SCO6434		7116513	7117874	+	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	1250	downstream_far	False	True	T1	core
7119124	-	SC_RS34370	SCO6435		7117871	7118257	+	cupin domain-containing protein	867	downstream_far	False	True	T1	core
7119124	-	SC_RS34375	SCO6436		7118254	7119774	+	class I tRNA ligase family protein	0	gene_body	True	True	T1	core
7119124	-	SC_RS34380	SCO6437		7119848	7121122	+	ATP-grasp domain-containing protein	724	upstream	False	True	T1	core
7122007	+	SC_RS34380	SCO6437		7119848	7121122	+	ATP-grasp domain-containing protein	885	downstream_far	False	True	T1	core
7122007	+	SC_RS34385	SCO6438	lysA	7121125	7122447	+	diaminopimelate decarboxylase	0	gene_body	True	True	T1	core
7122007	+	SC_RS34390	SCO6439		7122416	7122844	-	cold-shock protein	409	downstream	True	True	T1	core
7122007	+	SC_RS34395	SCO6440		7123131	7123883	+	(5-formylfuran-3-yl)methyl phosphate synthase	1124	upstream	False	True	T1	core
7122007	+	SC_RS34400	SCO6441		7123886	7125292	+	aldehyde dehydrogenase family protein	1879	upstream	False	True	T1	core
7126992	-	SC_RS34400	SCO6441		7123886	7125292	+	aldehyde dehydrogenase family protein	1700	downstream_far	False	True	T1	core
7126992	-	SC_RS34405	SCO6442		7125293	7126396	+	NAD(P)-dependent alcohol dehydrogenase	596	downstream_far	False	True	T1	core
7126992	-	SC_RS34410	SCO6443		7126477	7127388	+	class I SAM-dependent methyltransferase	0	gene_body	True	True	T1	core
7126992	-	SC_RS34415	SCO6444		7127545	7129407	+	gamma-glutamyltransferase family protein	553	upstream	False	True	T1	core
7188374	+	SC_RS34655	SCO6492		7184832	7186829	+	DUF5107 domain-containing protein	1545	downstream_far	False	True	T1	arm
7188374	+	SC_RS34660	SCO6493		7186861	7187208	-	VOC family protein	1166	upstream	False	True	T1	arm
7188374	+	SC_RS34665	SCO6494		7187289	7187840	+	phage holin family protein	534	downstream_far	False	True	T1	arm
7188374	+	SC_RS34670	SCO6495		7187926	7188888	-	LLM class F420-dependent oxidoreductase	0	gene_body	True	True	T1	arm
7188374	+	SC_RS34675	SCO6496		7189075	7190964	+	FAD-dependent oxidoreductase	701	upstream	False	True	T1	arm
7272284	+	SC_RS35030	SCO6567		7269589	7271106	+	sugar ABC transporter ATP-binding protein	1178	downstream_far	False	True	T1	arm
7272284	+	SC_RS35035	SCO6568		7271103	7272122	+	ABC transporter permease	162	downstream	True	True	T1	arm
7272284	+	SC_RS35040	SCO6569		7272140	7273186	+	substrate-binding domain-containing protein	0	gene_body	True	True	T1	arm
7272284	+	SC_RS35045	SCO6570		7273272	7274564	+	Gfo/Idh/MocA family protein	988	upstream	False	True	T1	arm
7294986	-	SC_RS35110	SCO6583	frc	7292271	7293503	-	formyl-CoA transferase	1483	upstream	False	True	T1	arm
7294986	-	SC_RS35115	SCO6584		7293515	7295197	-	thiamine pyrophosphate-binding protein	0	gene_body	True	True	T1	arm
7294986	-	SC_RS35120	SCO6585	sucC	7295341	7296492	+	ADP-forming succinate--CoA ligase subunit beta	355	promoter	True	True	T1	arm
7294986	-	SC_RS35125	SCO6586	sucD	7296507	7297433	+	succinate--CoA ligase subunit alpha	1521	upstream	False	True	T1	arm
7380014	+	SC_RS35405	SCO6643		7378334	7378888	+	GNAT family N-acetyltransferase	1126	downstream_far	False	True	T1	arm
7380014	+	SC_RS35410	SCO6644		7378997	7380508	+	ABC transporter substrate-binding protein	0	gene_body	True	True	T1	arm
7380014	+	SC_RS35415	SCO6645		7380512	7382317	+	ABC transporter permease subunit	498	promoter	True	True	T1	arm
7394599	-	SC_RS35470	SCO6657		7392553	7394076	-	membrane-associated oxidoreductase	523	upstream	False	True	T1	arm
7394599	-	SC_RS35475	SCO6658	gnd	7394148	7395029	-	phosphogluconate dehydrogenase (NAD(+)-dependent%2C decarboxylating)	0	gene_body	True	True	T1	arm
7394599	-	SC_RS35480	SCO6659	pgi	7395031	7396683	-	glucose-6-phosphate isomerase	432	downstream	True	True	T1	arm
7487450	-	SC_RS35850	SCO6732		7485381	7487561	+	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein	0	gene_body	True	True	T1	arm
7487450	-	SC_RS35855	SCO6733		7487571	7488326	-	MerR family transcriptional regulator	121	downstream	True	True	T1	arm
7487450	-	SC_RS35860	SCO6734		7488549	7490018	+	amino acid permease	1099	upstream	False	True	T1	arm
7489808	-	SC_RS35855	SCO6733		7487571	7488326	-	MerR family transcriptional regulator	1482	upstream	False	True	T1	arm
7489808	-	SC_RS35860	SCO6734		7488549	7490018	+	amino acid permease	0	gene_body	True	True	T1	arm
7489808	-	SC_RS35865	SCO6735		7490061	7490546	+	macro domain-containing protein	253	promoter	True	True	T1	arm
7489808	-	SC_RS35870	SCO6736		7490559	7492055	-	M1 family metallopeptidase	751	downstream_far	False	True	T1	arm
7559499	-	SC_RS36155	SCO6795		7557438	7557872	+	roadblock/LC7 domain-containing protein	1627	downstream_far	False	True	T1	arm
7559499	-	SC_RS36160	SCO6796		7557875	7558249	+	DUF742 domain-containing protein	1250	downstream_far	False	True	T1	arm
7559499	-	SC_RS36165	SCO6797		7558227	7558856	+	GTP-binding protein	643	downstream_far	False	True	T1	arm
7559499	-	SC_RS36170	SCO6798		7558853	7559428	+	GAF domain-containing protein	71	downstream	True	True	T1	arm
7559499	-	SC_RS36175	SCO6799	tdh	7559630	7560658	+	L-threonine 3-dehydrogenase	131	promoter	True	True	T1	arm
7559499	-	SC_RS36180	SCO6800		7560698	7561891	+	glycine C-acetyltransferase	1199	upstream	False	True	T1	arm
7560764	+	SC_RS36165	SCO6797		7558227	7558856	+	GTP-binding protein	1908	downstream_far	False	True	T1	arm
7560764	+	SC_RS36170	SCO6798		7558853	7559428	+	GAF domain-containing protein	1336	downstream_far	False	True	T1	arm
7560764	+	SC_RS36175	SCO6799	tdh	7559630	7560658	+	L-threonine 3-dehydrogenase	106	downstream	True	True	T1	arm
7560764	+	SC_RS36180	SCO6800		7560698	7561891	+	glycine C-acetyltransferase	0	gene_body	True	True	T1	arm
7560764	+	SC_RS36185	SCO6801		7561923	7562825	+	LysR family transcriptional regulator	1159	upstream	False	True	T1	arm
7615297	-	SC_RS36395	SCO6841		7613491	7614387	+	DUF5655 domain-containing protein	910	downstream_far	False	True	T1	arm
7615297	-	SC_RS36400	SCO6842		7614564	7615928	-	SPDY domain-containing protein	0	gene_body	True	True	T1	arm
7615297	-	SC_RS36405	SCO6843		7615994	7617112	-	DnaB-like helicase N-terminal domain-containing protein	697	downstream_far	False	True	T1	arm
7615297	-	SC_RS36410	SCO6844		7617112	7618383	-	DNA cytosine methyltransferase	1815	downstream_far	False	True	T1	arm
7620816	-	SC_RS36415			7618380	7619342	-	adenine nucleotide alpha hydrolase family protein	1474	upstream	False	True	T1	arm
7620816	-	SC_RS36420	SCO6846		7619557	7619847	-	SPDY domain-containing protein	969	upstream	False	True	T1	arm
7620816	-	SC_RS36430	SCO6847		7620290	7620910	-	hypothetical protein	0	gene_body	True	True	T1	arm
7620816	-	SC_RS36435	SCO6848		7621003	7621461	-	XF1762 family protein	187	downstream	True	True	T1	arm
7620816	-	SC_RS36440	SCO6849		7621458	7623257	-	type IV secretory system conjugative DNA transfer family protein	642	downstream_far	False	True	T1	arm
7634345	-	SC_RS36500	SCO6861		7631006	7632703	-	caspase%2C EACC1-associated type	1642	upstream	False	True	T1	arm
7634345	-	SC_RS36505	SCO6862		7632712	7633056	-	effector-associated constant component EACC1	1289	upstream	False	True	T1	arm
7634345	-	SC_RS36510	SCO6863		7633190	7633681	-	hypothetical protein	664	upstream	False	True	T1	arm
7634345	-	SC_RS36515	SCO6864		7633888	7635678	-	vWA domain-containing protein	0	gene_body	True	True	T1	arm
7634345	-	SC_RS36520	SCO6865		7635675	7636820	-	AAA family ATPase	1330	downstream_far	False	True	T1	arm
7652660	-	SC_RS36605	SCO6881		7649943	7651331	-	SCO6881 family protein	1329	upstream	False	True	T1	arm
7652660	-	SC_RS36610	SCO6882		7651368	7652060	-	hypothetical protein	600	upstream	False	True	T1	arm
7652660	-	SC_RS36615	SCO6883		7652060	7652374	-	DUF6112 family protein	286	promoter	True	True	T1	arm
7652660	-	SC_RS36620	SCO6884		7652497	7653630	-	C40 family peptidase	0	gene_body	True	True	T1	arm
7652660	-	SC_RS36625	SCO6885		7654146	7654901	+	DNA-methyltransferase	1486	upstream	False	True	T1	arm
7663067	+	SC_RS36680	SCO6896		7660990	7662225	+	MFS transporter	842	downstream_far	False	True	T1	arm
7663067	+	SC_RS36685	SCO6897		7662267	7662569	+	hypothetical protein	498	downstream	True	True	T1	arm
7663067	+	SC_RS36690	SCO6898		7662605	7663855	+	ATP-binding protein	0	gene_body	True	True	T1	arm
7663067	+	SC_RS36695	SCO6899		7663852	7665003	+	MFS transporter	785	upstream	False	True	T1	arm
7663067	+	SC_RS36700	SCO6900		7665000	7665629	+	HAD family hydrolase	1933	upstream	False	True	T1	arm
7674620	-	SC_RS36740	SCO6908		7672687	7673991	-	hypothetical protein	629	upstream	False	True	T1	arm
7674620	-	SC_RS36745	SCO6909		7674846	7675178	+	hypothetical protein	226	promoter	True	True	T1	arm
7674620	-	SC_RS36750	SCO6910		7675634	7676473	-	IS5-like element ISSco3 family transposase	1014	downstream_far	False	True	T1	arm
7676159	-	SC_RS36745	SCO6909		7674846	7675178	+	hypothetical protein	981	downstream_far	False	True	T1	arm
7676159	-	SC_RS36750	SCO6910		7675634	7676473	-	IS5-like element ISSco3 family transposase	0	gene_body	True	True	T1	arm
7676159	-	SC_RS36755	SCO6911		7676742	7677550	+	IS5-like element IS1647 family transposase	583	upstream	False	True	T1	arm
7676159	-	SC_RS36760	SCO6913		7677996	7678349	+	SPDY domain-containing protein	1837	upstream	False	True	T1	arm
7676160	-	SC_RS36745	SCO6909		7674846	7675178	+	hypothetical protein	982	downstream_far	False	True	T1	arm
7676160	-	SC_RS36750	SCO6910		7675634	7676473	-	IS5-like element ISSco3 family transposase	0	gene_body	True	True	T1	arm
7676160	-	SC_RS36755	SCO6911		7676742	7677550	+	IS5-like element IS1647 family transposase	582	upstream	False	True	T1	arm
7676160	-	SC_RS36760	SCO6913		7677996	7678349	+	SPDY domain-containing protein	1836	upstream	False	True	T1	arm
