accession,species,size_mb,gc_pct,CCGG_count,CCGG_density,CCGG_expected,CCGG_oe,AAGCCCG_count,AAGCCCG_density,AAGCCCG_expected,AAGCCCG_oe,GATC_count,GATC_density,GATC_expected,GATC_oe,GGCCGG_count,GGCCGG_density,GGCCGG_expected,GGCCGG_oe,GCCCG_count,GCCCG_density,GCCCG_expected,GCCCG_oe,GCGG_count,GCGG_density,GCGG_expected,GCGG_oe,CGACNNNCTCC_count,CGACNNNCTCC_density,CGACNNNCTCC_expected,CGACNNNCTCC_oe
GCF_020819595.1,Streptomyces barringtoniae,9.05,71.3,154500,17080.6,146083.5,1.058,1352,149.5,2145.1,0.63,50521,5585.3,23675.1,2.134,39600,4378.0,37129.5,1.067,87841,9711.2,104153.8,0.843,274688,30367.9,292166.9,0.94,1900,210.1,764.7,2.485
GCF_015910445.1,Streptomyces bathyalis,7.38,70.2,106397,14421.9,112221.3,0.948,1552,210.4,1745.5,0.889,39616,5369.9,20149.1,1.966,23102,3131.4,27681.5,0.835,69097,9365.9,78821.9,0.877,220164,29842.7,224442.6,0.981,1628,220.7,613.0,2.656
GCF_004784475.1,Streptomyces bauhiniae,6.75,71.7,114538,16974.9,111645.0,1.026,1164,172.5,1600.0,0.728,33678,4991.2,17340.6,1.942,28728,4257.6,28722.2,1.0,67147,9951.4,80083.6,0.838,213355,31620.0,223290.0,0.956,1624,240.7,573.8,2.83
GCF_019710745.1,Streptomyces beigongshangae,9.13,71.9,161983,17745.6,152792.1,1.06,1404,153.8,2163.9,0.649,46847,5132.2,23249.1,2.015,39281,4303.3,39535.9,0.994,95180,10427.2,109916.1,0.866,297237,32563.0,305584.2,0.973,2224,243.6,778.3,2.857
GCF_026274175.1,Streptomyces beihaiensis,6.91,71.4,98868,14307.9,112169.0,0.881,1119,161.9,1638.8,0.683,36295,5252.5,18017.6,2.014,22326,3231.0,28582.5,0.781,70339,10179.3,80075.8,0.878,220730,31943.5,224337.9,0.984,1531,221.6,585.0,2.617
GCF_039526835.1,Streptomyces beijiangensis,8.39,69.7,110024,13106.6,123854.9,0.888,1737,206.9,1981.0,0.877,53941,6425.7,23397.1,2.305,24375,2903.7,30088.5,0.81,72195,8600.2,86332.0,0.836,246357,29347.2,247709.9,0.995,1920,228.7,690.4,2.781
GCF_007280585.1,Streptomyces benahoarensis,6.91,72.1,120962,17495.9,116925.1,1.035,1041,150.6,1638.3,0.635,37150,5373.4,17467.0,2.127,26478,3829.8,30411.3,0.871,77467,11204.8,84330.8,0.919,243590,35232.7,233850.3,1.042,1674,242.1,590.8,2.833
GCF_000719285.1,Streptomyces bicolor,9.48,70.5,140149,14780.7,146603.5,0.956,1623,171.2,2245.6,0.723,55723,5876.8,25607.7,2.176,32980,3478.2,36458.5,0.905,85591,9026.8,103391.9,0.828,277795,29297.4,293206.9,0.947,2325,245.2,791.9,2.936
GCF_000716625.1,Streptomyces bikiniensis,7.39,73.1,140529,19013.5,131700.5,1.067,1280,173.2,1744.6,0.734,38608,5223.6,17885.2,2.159,34662,4689.8,35160.9,0.986,81738,11059.1,96236.2,0.849,245683,33240.8,263401.1,0.933,2389,323.2,637.4,3.748
GCF_000092385.1,Streptomyces bingchenggensis,11.94,70.8,183834,15400.8,186974.4,0.983,1977,165.6,2828.7,0.699,69148,5792.9,31943.9,2.165,45666,3825.7,46801.7,0.976,118358,9915.5,132293.0,0.895,376315,31525.9,373948.8,1.006,2316,194.0,1000.7,2.314
GCF_039521185.1,Streptomyces blastmyceticus,8.12,71.4,127283,15683.6,132099.8,0.964,1683,207.4,1924.7,0.874,43293,5334.5,21118.2,2.05,30569,3766.7,33707.0,0.907,86330,10637.4,94368.3,0.915,263699,32492.5,264199.6,0.998,1921,236.7,687.5,2.794
GCF_009709555.1,Streptomyces blattellae,8.49,70.2,127687,15031.8,129003.0,0.99,1371,161.4,2009.5,0.682,51290,6038.1,23225.3,2.208,29375,3458.1,31795.3,0.924,76620,9020.0,90572.5,0.846,250478,29487.3,258006.0,0.971,1919,225.9,705.4,2.72
GCF_014650715.1,Streptomyces bluensis,9.02,70.6,132864,14726.7,140235.1,0.947,1527,169.3,2137.3,0.714,49610,5498.8,24275.5,2.044,30512,3382.0,34967.4,0.873,85069,9429.1,99031.9,0.859,266232,29509.2,280470.1,0.949,2054,227.7,754.7,2.722
GCF_036172715.1,Streptomyces bobili,9.29,71.1,146233,15745.1,148732.2,0.983,1372,147.7,2202.3,0.623,50924,5483.1,24461.1,2.082,38524,4147.9,37643.3,1.023,86587,9322.9,105818.5,0.818,285792,30771.6,297464.4,0.961,2277,245.2,783.4,2.906
GCF_031845405.1,Streptomyces boetiae,6.05,74.7,114010,18844.0,117961.8,0.966,854,141.2,1406.9,0.607,26523,4383.8,13481.6,1.967,34817,5754.7,32942.5,1.057,81428,13458.7,88158.5,0.924,233560,38603.6,235923.6,0.99,1417,234.2,525.7,2.695
GCF_012033785.1,Streptomyces bohaiensis,5.63,73.7,108182,19209.1,104068.2,1.04,619,109.9,1323.0,0.468,24777,4399.5,13199.1,1.877,25170,4469.3,28293.3,0.89,59932,10641.7,76738.9,0.781,211865,37619.4,208136.5,1.018,1588,282.0,487.8,3.255
GCF_009908195.1,Streptomyces boluensis,8.25,71.0,120041,14554.7,130939.0,0.917,1743,211.3,1955.4,0.891,44600,5407.6,21859.7,2.04,26590,3224.0,32996.7,0.806,80778,9794.1,92957.5,0.869,261520,31708.7,261878.0,0.999,1856,225.0,694.1,2.674
GCF_011045075.1,Streptomyces boncukensis,8.27,72.9,144597,17483.9,145602.8,0.993,1335,161.4,1954.5,0.683,39539,4780.8,20219.0,1.956,30512,3689.3,38638.8,0.79,93461,11300.8,106074.6,0.881,292231,35334.9,291205.5,1.004,1970,238.2,711.9,2.767
GCF_048572725.1,Streptomyces boninensis,9.6,71.3,142962,14892.5,154843.7,0.923,2111,219.9,2276.6,0.927,54974,5726.7,25148.8,2.186,33444,3483.9,39331.8,0.85,96858,10089.8,110365.6,0.878,335591,34958.9,309687.3,1.084,2249,234.3,811.3,2.772
GCF_003721215.1,Streptomyces botrytidirepellens,11.01,71.3,174863,15884.9,178188.8,0.981,1983,180.1,2610.7,0.76,62175,5648.1,28763.8,2.162,36941,3355.8,45341.3,0.815,115711,10511.4,127116.6,0.91,359390,32647.7,356377.7,1.008,2330,211.7,931.2,2.502
GCF_000383595.1,Streptomyces bottropensis,8.96,71.2,143302,16001.2,143759.9,0.997,1449,161.8,2123.7,0.682,50477,5636.3,23546.1,2.144,35078,3916.8,36428.1,0.963,85406,9536.5,102341.6,0.835,270129,30162.7,287519.9,0.94,2270,253.5,755.9,3.003
GCF_014647875.1,Streptomyces brasiliensis,10.7,70.2,162141,15158.9,162507.2,0.998,1780,166.4,2530.4,0.703,64197,6001.9,29236.8,2.196,38627,3611.3,40061.4,0.964,96180,8992.1,114107.5,0.843,306218,28628.9,325014.3,0.942,2292,214.3,888.4,2.58
GCF_018927715.1,Streptomyces brasiliscabiei,10.79,71.1,177036,16404.7,172395.6,1.027,1694,157.0,2558.9,0.662,61518,5700.4,28474.4,2.16,41432,3839.2,43578.5,0.951,104935,9723.6,122578.5,0.856,324076,30029.9,344791.1,0.94,2716,251.7,909.7,2.985
GCF_007829885.1,Streptomyces brevispora,7.54,70.3,127680,16933.2,115268.5,1.108,1320,175.1,1784.6,0.74,46993,6232.3,20523.9,2.29,31060,4119.2,28503.9,1.09,71066,9424.9,81062.9,0.877,224409,29761.6,230537.0,0.973,1498,198.7,627.5,2.387
GCF_009796285.1,Streptomyces broussonetiae,9.74,70.9,161978,16637.4,153640.2,1.054,1556,159.8,2307.8,0.674,56162,5768.6,25915.9,2.167,40820,4192.8,38601.3,1.057,95616,9821.1,108910.2,0.878,285475,29322.3,307280.4,0.929,1897,194.8,818.0,2.319
GCF_014295035.1,Streptomyces buecherae,8.42,73.1,142656,16948.9,150574.5,0.947,1364,162.1,1985.8,0.687,35892,4264.3,20298.4,1.768,40421,4802.4,40279.4,1.004,101883,12104.7,110136.7,0.925,285878,33965.0,301149.0,0.949,1634,194.1,726.3,2.25
GCF_036352915.1,Streptomyces bugieae,9.06,71.8,170937,18874.8,150379.4,1.137,1336,147.5,2147.3,0.622,50730,5601.6,23210.8,2.186,48551,5361.0,38755.7,1.253,94998,10489.7,107963.6,0.88,303497,33512.1,300758.8,1.009,1852,204.5,770.8,2.403
GCF_042657145.1,Streptomyces bullii,8.61,71.5,139497,16195.4,140749.0,0.991,1381,160.3,2042.7,0.676,46267,5371.5,22347.5,2.07,34802,4040.5,35984.2,0.967,88014,10218.3,100645.2,0.874,266120,30896.2,281498.0,0.945,2061,239.3,730.3,2.822
GCF_001514215.1,Streptomyces bungoensis,8.41,72.3,157127,18685.6,143520.2,1.095,1278,152.0,1991.7,0.642,42304,5030.8,21089.8,2.006,42052,5000.8,37499.7,1.121,90822,10800.6,103749.4,0.875,276656,32900.1,287040.5,0.964,1924,228.8,719.9,2.673
GCF_001187435.1,Streptomyces caatingaensis,7.06,73.3,129563,18364.5,126986.4,1.02,1117,158.3,1663.4,0.672,32707,4636.0,16924.6,1.933,36273,5141.4,34073.4,1.065,81876,11605.3,93025.3,0.88,251482,35645.5,253972.8,0.99,1809,256.4,609.3,2.969
GCF_006539165.1,Streptomyces cacaoi,8.44,73.3,173621,20562.8,152725.5,1.137,1226,145.2,1989.5,0.616,39771,4710.3,20168.4,1.972,43660,5170.9,41080.7,1.063,107315,12709.9,112018.4,0.958,291226,34491.4,305450.9,0.953,1979,234.4,729.6,2.712
GCF_003261055.1,Streptomyces cadmiisoli,10.24,70.8,170270,16629.1,160432.5,1.061,1662,162.3,2426.5,0.685,59918,5851.8,27395.9,2.187,42190,4120.4,40163.7,1.05,97378,9510.2,113521.5,0.858,311730,30444.5,320864.9,0.972,2236,218.4,858.5,2.605
GCF_014205255.1,Streptomyces caelestis,8.94,71.0,144816,16205.7,141776.1,1.021,1605,179.6,2118.6,0.758,50098,5606.3,23695.8,2.114,36075,4037.0,35715.8,1.01,88087,9857.4,100634.5,0.875,266322,29803.0,283552.2,0.939,2149,240.5,751.9,2.858
GCF_042678285.1,Streptomyces caeni,7.96,71.5,132308,16617.9,130022.6,1.018,1273,159.9,1888.2,0.674,45180,5674.6,20666.2,2.186,32764,4115.2,33231.8,0.986,81810,10275.4,92961.1,0.88,253732,31868.9,260045.2,0.976,1669,209.6,675.0,2.473
GCF_001514235.1,Streptomyces caeruleatus,10.29,70.6,155879,15147.9,160092.4,0.974,1667,162.0,2437.9,0.684,57800,5616.8,27671.6,2.089,37963,3689.1,39936.3,0.951,93745,9109.9,113079.6,0.829,302658,29411.4,320184.8,0.945,2600,252.7,861.0,3.02
GCF_002891435.1,Streptomyces cahuitamycinicus,9.04,70.8,147526,16327.5,142117.8,1.038,1636,181.1,2141.5,0.764,50948,5638.7,24108.5,2.113,36469,4036.2,35647.4,1.023,88849,9833.4,100659.2,0.883,265898,29428.4,284235.5,0.935,2105,233.0,758.4,2.776
GCF_014141525.1,Streptomyces calidiresistens,6.2,73.0,141823,22886.2,110289.3,1.286,796,128.5,1462.9,0.544,37673,6079.3,15011.1,2.51,31933,5153.1,29426.8,1.085,67017,10814.6,80566.3,0.832,199466,32188.1,220578.6,0.904,1463,236.1,534.3,2.738
GCF_016906185.1,Streptomyces californicus,8.03,72.6,151503,18863.1,139123.8,1.089,1445,179.9,1900.6,0.76,44492,5539.6,19902.7,2.235,36490,4543.2,36620.9,0.996,90931,11321.5,100943.9,0.901,268627,33445.9,278247.6,0.965,2004,249.5,689.5,2.906
GCF_006716135.1,Streptomyces calvus,7.77,72.5,143235,18442.5,134216.5,1.067,1018,131.1,1838.2,0.554,38322,4934.2,19282.8,1.987,37972,4889.2,35287.7,1.076,83662,10772.1,97326.2,0.86,261773,33705.0,268432.9,0.975,1896,244.1,666.5,2.845
GCF_027625935.1,Streptomyces camelliae,9.6,71.1,163190,17002.4,153539.0,1.063,1512,157.5,2275.9,0.664,56123,5847.3,25298.9,2.218,41667,4341.2,38838.9,1.073,93143,9704.4,109208.8,0.853,288590,30067.6,307078.0,0.94,2086,217.3,809.4,2.577
GCF_014646115.1,Streptomyces camponoticapitis,8.28,70.5,129597,15654.6,127505.1,1.016,1578,190.6,1960.2,0.805,52090,6292.2,22417.6,2.324,31005,3745.2,31648.0,0.98,78014,9423.7,89836.2,0.868,243875,29458.8,255010.2,0.956,1921,232.0,690.6,2.782
GCF_014650735.1,Streptomyces canarius,10.65,71.9,197257,18526.9,177822.1,1.109,1654,155.3,2524.1,0.655,55187,5183.3,27165.1,2.032,51912,4875.7,45961.5,1.129,108185,10161.0,127851.2,0.846,334454,31412.8,355644.3,0.94,2385,224.0,907.4,2.628
GCF_014655855.1,Streptomyces candidus,7.31,71.2,115033,15741.1,117184.0,0.982,1387,189.8,1732.9,0.8,36468,4990.3,19228.4,1.897,27034,3699.3,29678.2,0.911,71845,9831.2,83400.4,0.861,231978,31743.8,234368.0,0.99,1702,232.9,616.7,2.76
GCF_036178885.1,Streptomyces caniferus,8.97,71.3,157771,17585.6,145219.1,1.086,1439,160.4,2127.7,0.676,50098,5584.1,23443.0,2.137,43299,4826.2,36951.4,1.172,90749,10115.1,103595.8,0.876,291536,32495.4,290438.2,1.004,1781,198.5,758.9,2.347
GCF_051171815.1,Streptomyces caniscabiei,10.96,71.2,174168,15885.5,176504.1,0.987,1721,157.0,2600.1,0.662,61992,5654.2,28765.1,2.155,41289,3765.9,44789.7,0.922,104212,9504.9,125742.3,0.829,328377,29950.5,353008.2,0.93,2733,249.3,926.2,2.951
GCF_036177905.1,Streptomyces canus,10.83,70.2,160953,14867.6,164239.9,0.98,1846,170.5,2560.8,0.721,64979,6002.3,29620.0,2.194,36963,3414.4,40459.4,0.914,94346,8715.0,115282.6,0.818,311472,28771.4,328479.8,0.948,2606,240.7,898.7,2.9
GCF_007829875.1,Streptomyces capillispiralis,8.43,72.5,152668,18104.3,145846.5,1.047,1176,139.5,1995.7,0.589,42319,5018.4,20922.7,2.023,39416,4674.2,38361.0,1.028,88537,10499.2,105781.1,0.837,281527,33385.1,291692.9,0.965,2087,247.5,723.7,2.884
GCF_002214185.1,Streptomyces capitiformicae,10.99,70.0,159182,14485.1,165145.5,0.964,1889,171.9,2597.6,0.727,63523,5780.4,30260.6,2.099,36742,3343.4,40489.6,0.907,95872,8724.1,115643.2,0.829,312368,28424.5,330291.0,0.946,2568,233.7,909.5,2.824
GCF_014654935.1,Streptomyces capoamus,8.41,71.8,161267,19183.6,139699.7,1.154,1226,145.8,1993.2,0.615,42086,5006.4,21532.0,1.955,43957,5228.9,36017.7,1.22,88436,10520.0,100316.1,0.882,270803,32213.6,279399.4,0.969,1812,215.5,715.6,2.532
GCF_054782095.1,Streptomyces capparidis,8.69,74.3,161598,18592.0,165891.6,0.974,1211,139.3,2030.3,0.596,38340,4411.0,19769.8,1.939,39987,4600.5,45836.5,0.872,114595,13184.2,123319.8,0.929,346270,39838.6,331783.2,1.044,1855,213.4,754.7,2.458
GCF_000716845.1,Streptomyces capuensis,9.33,72.0,163248,17497.4,156393.7,1.044,1608,172.4,2211.6,0.727,45606,4888.2,23736.3,1.921,43596,4672.8,40496.9,1.077,104459,11196.2,112547.5,0.928,316776,33953.0,312787.5,1.013,1812,194.2,795.8,2.277
GCF_002794255.1,Streptomyces carminius,7.2,73.2,157399,21858.2,128875.8,1.221,1126,156.4,1698.9,0.663,35360,4910.5,17359.7,2.037,40335,5601.4,34482.1,1.17,86090,11955.5,94275.2,0.913,257681,35784.6,257751.6,1.0,1725,239.6,621.4,2.776
GCF_025133285.1,Streptomyces carpaticus,5.97,72.8,126994,21276.6,105015.8,1.209,632,105.9,1410.6,0.448,34203,5730.4,14599.9,2.343,34598,5796.6,27859.4,1.242,66248,11099.2,76494.1,0.866,204541,34268.9,210031.6,0.974,975,163.4,513.8,1.898
GCF_002154505.1,Streptomyces carpinensis,10.41,70.9,169154,16256.0,164577.1,1.028,1686,162.0,2466.8,0.683,60274,5792.4,27654.8,2.18,43149,4146.7,41395.2,1.042,98297,9446.5,116727.9,0.842,310278,29818.2,329154.3,0.943,2192,210.7,874.8,2.506
GCF_030719295.1,Streptomyces castrisilvae,7.99,71.8,143090,17906.7,132393.8,1.081,1360,170.2,1894.8,0.718,41911,5244.9,20515.1,2.043,37844,4735.9,34082.7,1.11,84758,10606.8,94998.3,0.892,253346,31704.4,264787.6,0.957,1816,227.3,679.8,2.671
GCF_000718015.1,Streptomyces catenulae,7.05,73.0,131568,18670.3,124883.2,1.054,976,138.5,1664.3,0.586,38127,5410.5,17132.4,2.225,25691,3645.7,33249.6,0.773,83191,11805.3,91129.8,0.913,265882,37730.3,249766.3,1.065,1809,256.7,607.2,2.979
GCF_029760955.1,Streptomyces cathayae,7.61,71.3,132896,17453.9,122811.7,1.082,1202,157.9,1805.7,0.666,41903,5503.3,19948.0,2.101,32493,4267.5,31194.7,1.042,73463,9648.3,87533.6,0.839,232546,30541.5,245623.4,0.947,1767,232.1,643.5,2.746
GCF_004023625.1,Streptomyces cavernae,10.45,70.5,166073,15897.1,160900.3,1.032,1791,171.4,2473.6,0.724,59995,5742.9,28289.2,2.121,38633,3698.1,39936.9,0.967,97331,9316.8,113365.4,0.859,311424,29810.5,321800.6,0.968,2146,205.4,871.4,2.463
GCF_029968035.1,Streptomyces cavernicola,8.35,71.3,116959,14009.7,134535.4,0.869,1752,209.9,1979.8,0.885,45216,5416.1,21886.4,2.066,27678,3315.4,34157.2,0.81,81631,9778.0,95868.2,0.851,267076,31991.1,269070.8,0.993,1972,236.2,705.4,2.796
GCF_042665405.1,Streptomyces caviscabies,8.1,71.9,149754,18494.5,135128.2,1.108,1512,186.7,1919.7,0.788,48758,6021.6,20672.2,2.359,34981,4320.1,34912.5,1.002,89981,11112.6,97135.7,0.926,259867,32093.4,270256.5,0.962,2014,248.7,690.0,2.919
GCF_006788935.1,Streptomyces cavourensis,7.67,72.1,139766,18221.5,129712.7,1.078,1311,170.9,1817.6,0.721,42462,5535.8,19379.6,2.191,31874,4155.5,33736.1,0.945,85752,11179.6,93552.1,0.917,245890,32057.0,259425.3,0.948,2080,271.2,655.5,3.173
GCF_001513965.1,Streptomyces cellostaticus,9.84,70.7,159952,16263.1,153290.3,1.043,1770,180.0,2330.2,0.76,55098,5602.1,26413.5,2.086,39894,4056.2,38274.4,1.042,95658,9726.0,108324.5,0.883,293365,29827.8,306580.6,0.957,2077,211.2,823.3,2.523
GCF_000720995.1,Streptomyces celluloflavus,8.68,71.7,162482,18726.6,143188.1,1.135,1322,152.4,2057.5,0.643,48857,5630.9,22342.9,2.187,44725,5154.7,36789.0,1.216,89985,10371.1,102642.5,0.877,299778,34550.5,286376.2,1.047,1687,194.4,737.4,2.288
GCF_042804095.1,Streptomyces cellulosae,7.6,72.2,123252,16227.1,128735.3,0.957,1126,148.2,1799.7,0.626,38097,5015.8,19155.8,1.989,29869,3932.5,33519.7,0.891,76005,10006.7,92899.7,0.818,251839,33156.7,257470.6,0.978,1949,256.6,649.3,3.001
GCF_024600715.1,Streptomyces changanensis,6.9,73.9,130822,18958.3,128914.9,1.015,1098,159.1,1618.2,0.679,29306,4246.9,16012.0,1.83,34875,5054.0,35240.7,0.99,82004,11883.8,95321.1,0.86,251117,36391.1,257829.9,0.974,2003,290.3,598.3,3.348
GCF_008704715.1,Streptomyces chartreusis,9.91,71.0,154344,15571.3,157348.7,0.981,1580,159.4,2350.0,0.672,56816,5732.0,26273.3,2.162,37273,3760.4,39649.9,0.94,93290,9411.7,111703.7,0.835,296602,29923.2,314697.4,0.942,2441,246.3,834.1,2.926
GCF_001294335.1,Streptomyces chattanoogensis,9.13,70.9,153430,16806.7,144129.5,1.065,1500,164.3,2164.0,0.693,52105,5707.6,24293.3,2.145,40405,4426.0,36219.7,1.116,88262,9668.2,102179.6,0.864,292752,32068.0,288259.0,1.016,1796,196.7,767.1,2.341
GCF_030406905.1,Streptomyces chengbuensis,8.1,72.1,146671,18110.2,136674.8,1.073,1441,177.9,1919.3,0.751,45427,5609.1,20495.5,2.216,35989,4443.8,35510.2,1.013,86832,10721.6,98522.5,0.881,262518,32414.5,273349.6,0.96,2064,254.9,691.8,2.984
GCF_029846775.1,Streptomyces chengmaiensis,7.97,71.0,122990,15436.5,126414.6,0.973,1538,193.0,1888.9,0.814,45273,5682.2,21126.6,2.143,28859,3622.1,31846.8,0.906,78463,9847.9,89731.7,0.874,258945,32500.2,252829.1,1.024,1710,214.6,670.4,2.551
GCF_039529885.1,Streptomyces cheonanensis,5.85,72.9,124827,21344.2,103356.9,1.208,604,103.3,1381.6,0.437,33667,5756.7,14251.5,2.362,33834,5785.3,27480.6,1.231,65234,11154.4,75369.8,0.866,201027,34373.7,206713.9,0.972,963,164.7,503.7,1.912
GCF_036281785.1,Streptomyces chiangmaiensis,9.71,69.7,141015,14525.7,143484.9,0.983,1688,173.9,2291.3,0.737,59871,6167.2,27026.9,2.215,32471,3344.8,34887.9,0.931,85359,8792.7,100058.9,0.853,272794,28100.0,286969.8,0.951,1989,204.9,798.9,2.49
GCF_001642695.1,Streptomyces chilikensis,7.12,73.1,141344,19846.7,126887.5,1.114,900,126.4,1681.0,0.535,35560,4993.1,17235.5,2.063,38385,5389.8,33873.8,1.133,77157,10834.0,92716.4,0.832,254531,35739.8,253775.0,1.003,1846,259.2,614.2,3.006
GCF_031845445.1,Streptomyces chisholmiae,7.51,73.7,171563,22833.4,138679.4,1.237,804,107.0,1765.5,0.455,37178,4948.0,17628.3,2.109,54702,7280.3,37680.9,1.452,85356,11360.1,102230.8,0.835,253027,33675.5,277358.8,0.912,1504,200.2,650.7,2.311
GCF_029846675.1,Streptomyces chitinivorans,6.06,73.1,116377,19217.5,108102.4,1.077,967,159.7,1429.1,0.677,30783,5083.2,14631.6,2.104,31647,5225.9,28886.7,1.096,70383,11622.4,79028.1,0.891,214549,35428.7,216204.9,0.992,1441,238.0,522.4,2.759
GCF_042655885.1,Streptomyces chlorus,8.16,70.9,138113,16916.9,128827.7,1.072,1322,161.9,1935.3,0.683,45616,5587.3,21733.9,2.099,34099,4176.6,32365.8,1.054,76853,9413.4,91319.4,0.842,244622,29962.7,257655.5,0.949,1844,225.9,685.9,2.688
GCF_003865135.1,Streptomyces chrestomyceticus,9.38,72.0,170098,18139.1,157709.8,1.079,1604,171.0,2222.6,0.722,43535,4642.5,23795.8,1.83,45337,4834.7,40905.0,1.108,103441,11030.9,113588.0,0.911,314422,33529.7,315419.6,0.997,1983,211.5,800.4,2.478
GCF_015160875.1,Streptomyces chromofuscus,7.48,71.6,122865,16418.6,123013.6,0.999,1233,164.8,1774.6,0.695,40787,5450.4,19327.9,2.11,30539,4081.0,31543.8,0.968,73797,9861.6,88094.5,0.838,232389,31054.4,246027.3,0.945,1811,242.0,635.4,2.85
GCF_014650755.1,Streptomyces chryseus,7.15,71.6,114147,15955.1,117483.2,0.972,1345,188.0,1696.6,0.793,38422,5370.5,18492.7,2.078,29275,4092.0,30110.0,0.972,71403,9980.5,84112.0,0.849,226332,31635.9,234966.3,0.963,1702,237.9,607.4,2.802
GCF_014779715.1,Streptomyces chumphonensis,5.82,73.3,105662,18143.9,105114.9,1.005,905,155.4,1372.5,0.659,24412,4191.9,13936.1,1.752,25453,4370.7,28244.4,0.901,68176,11707.0,77057.2,0.885,194161,33340.7,210229.7,0.924,1711,293.8,503.1,3.401
GCF_009299385.1,Streptomyces cinereoruber,7.52,72.9,140668,18714.2,132626.1,1.061,1273,169.4,1776.0,0.717,40193,5347.2,18342.3,2.191,34682,4614.0,35233.9,0.984,82309,10950.2,96674.1,0.851,245261,32629.0,265252.2,0.925,2432,323.5,647.3,3.757
GCF_042430725.1,Streptomyces cinereospinus,7.73,72.6,145043,18762.7,133866.7,1.083,1109,143.5,1829.3,0.606,40353,5220.1,19160.5,2.106,39297,5083.4,35232.1,1.115,84308,10906.1,97122.6,0.868,260301,33672.5,267733.4,0.972,1821,235.6,663.6,2.744
GCF_014648635.1,Streptomyces cinerochromogenes,9.1,72.5,174589,19188.0,157043.0,1.112,1314,144.4,2153.7,0.61,46189,5076.3,22613.8,2.043,46325,5091.3,41263.3,1.123,95664,10513.8,113843.0,0.84,296741,32612.9,314086.1,0.945,2226,244.6,780.6,2.852
GCF_027270315.1,Streptomyces cinnabarinus,9.62,70.9,151575,15753.4,152327.3,0.995,1575,163.7,2281.0,0.69,57547,5980.9,25553.4,2.252,33384,3469.6,38332.8,0.871,91988,9560.5,108066.0,0.851,294974,30657.1,304654.6,0.968,2302,239.3,809.1,2.845
GCF_002939475.1,Streptomyces cinnamoneus,6.66,72.4,113747,17072.2,114410.8,0.994,1328,199.3,1577.5,0.842,30326,4551.6,16627.9,1.824,31564,4737.4,29985.1,1.053,71687,10759.5,82832.6,0.865,217155,32592.7,228821.7,0.949,1535,230.4,571.1,2.688
GCF_014650775.1,Streptomyces cirratus,7.27,72.0,127797,17580.5,121823.1,1.049,1306,179.7,1723.1,0.758,38658,5318.0,18497.4,2.09,34227,4708.5,31541.3,1.085,78444,10791.2,87663.7,0.895,236942,32595.2,243646.2,0.972,1639,225.5,620.0,2.644
GCF_036967205.1,Streptomyces citrinus,8.95,71.3,126068,14083.1,144587.5,0.872,1426,159.3,2122.9,0.672,53029,5923.9,23428.4,2.263,27987,3126.4,36751.3,0.762,87742,9801.7,103090.0,0.851,284252,31753.8,289175.0,0.983,2139,238.9,756.8,2.826
GCF_036345975.1,Streptomyces clavifer,8.24,71.0,140739,17077.1,131195.3,1.073,1448,175.7,1954.0,0.741,47268,5735.4,21800.3,2.168,34238,4154.4,33106.1,1.034,81111,9841.9,93202.6,0.87,248543,30157.9,262390.7,0.947,1897,230.2,694.1,2.733
GCF_005519465.1,Streptomyces clavuligerus,8.54,72.5,171204,20037.7,147544.9,1.16,1361,159.3,2022.3,0.673,48208,5642.3,21225.9,2.271,34254,4009.1,38777.8,0.883,101164,11840.2,106971.7,0.946,288110,33720.4,295089.8,0.976,1918,224.5,733.1,2.616
GCF_029223485.1,Streptomyces coacervatus,11.29,70.0,161940,14341.8,169767.8,0.954,1852,164.0,2669.1,0.694,65631,5812.4,31082.2,2.112,38202,3383.3,41633.0,0.918,101130,8956.3,118894.5,0.851,328720,29112.3,339535.7,0.968,2571,227.7,934.6,2.751
GCF_045041415.1,Streptomyces coelicoflavus,8.42,72.2,147015,17463.1,143089.6,1.027,1336,158.7,1994.4,0.67,41449,4923.5,21184.2,1.957,36983,4393.0,37309.7,0.991,86899,10322.3,103330.9,0.841,271566,32257.8,286179.2,0.949,2114,251.1,720.1,2.936
GCF_008931305.1,Streptomyces coelicolor,8.67,72.1,151176,17441.4,146550.6,1.032,1334,153.9,2053.9,0.649,43535,5022.7,21902.5,1.988,36889,4255.9,38111.9,0.968,90335,10422.1,105691.3,0.855,280619,32375.4,293101.2,0.957,2117,244.2,740.6,2.858
GCF_039532725.1,Streptomyces coeruleofuscus,9.25,71.2,151747,16405.0,148383.6,1.023,1635,176.8,2193.5,0.745,51504,5568.0,24332.0,2.117,37238,4025.7,37587.0,0.991,92274,9975.5,105615.3,0.874,278874,30148.5,296767.2,0.94,2257,244.0,780.6,2.891
GCF_039542925.1,Streptomyces coeruleoprunus,7.77,72.6,131113,16879.1,134595.3,0.974,1387,178.6,1838.1,0.755,37975,4888.8,19243.5,1.973,33878,4361.4,35434.6,0.956,85366,10989.8,97666.1,0.874,260160,33492.3,269190.7,0.966,1939,249.6,666.9,2.908
