gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term
SC_RS03150	SCO0244		protein_coding	NC_003888.3	232508	233518	+	serine hydrolase	WP_011026953.1	GO:0030655,GO:0008800
SC_RS03155	SCO0245		protein_coding	NC_003888.3	233854	234873	-	hemolysin family protein	WP_011026954.1	GO:0005886,GO:0016020
SC_RS03160	SCO0246		protein_coding	NC_003888.3	234870	236207	-	hemolysin family protein	WP_011026955.1	GO:0005886,GO:0016020
SC_RS03165	SCO0247		protein_coding	NC_003888.3	236794	237807	+	sporulation protein	WP_161269937.1	GO:0030435
SC_RS03170	SCO0249		protein_coding	NC_003888.3	238280	239794	-	monooxygenase	WP_011026958.1	
SC_RS03175	SCO0250		protein_coding	NC_003888.3	239858	240523	+	TetR/AcrR family transcriptional regulator	WP_011026959.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03180	SCO0252		protein_coding	NC_003888.3	240876	242123	-	FAD-dependent monooxygenase	WP_011026961.1	GO:0071949
SC_RS03185	SCO0253		protein_coding	NC_003888.3	242203	242766	+	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	WP_030862219.1	GO:0045892
SC_RS03190	SCO0254		protein_coding	NC_003888.3	243022	243762	-	dienelactone hydrolase family protein	WP_011026963.1	GO:0016787
SC_RS03195	SCO0255		protein_coding	NC_003888.3	243936	245759	-	sigma-54-dependent Fis family transcriptional regulator	WP_030862222.1	GO:0000160,GO:0006355,GO:0005524,GO:0043565
SC_RS03200	SCO0256		protein_coding	NC_003888.3	245986	246783	+	acetoin reductase	WP_011026965.1	GO:0045150,GO:0019152
SC_RS03205	SCO0257		protein_coding	NC_003888.3	246868	247869	+	amidohydrolase family protein	WP_011026966.1	GO:0016787,GO:0046872
SC_RS03210	SCO0258		protein_coding	NC_003888.3	247871	248680	+	iron-sulfur cluster assembly protein	WP_011026967.1	
SC_RS03215	SCO0259		protein_coding	NC_003888.3	248677	249702	+	NAD(P)-dependent alcohol dehydrogenase	WP_003978606.1	
SC_RS03220	SCO0260		protein_coding	NC_003888.3	249755	250084	+	putative quinol monooxygenase	WP_003978605.1	GO:0017000,GO:0004497,GO:0016491
SC_RS03225	SCO0261		protein_coding	NC_003888.3	250164	250691	-	sugar O-acetyltransferase	WP_011026968.1	GO:0016407
SC_RS03230	SCO0262		protein_coding	NC_003888.3	250805	251740	+	LysR family transcriptional regulator	WP_011026969.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03235	SCO0263		protein_coding	NC_003888.3	251764	252879	-	Gfo/Idh/MocA family protein	WP_011026970.1	GO:0000166,GO:0003824
SC_RS03240	SCO0264		protein_coding	NC_003888.3	252946	253398	+	MarR family winged helix-turn-helix transcriptional regulator	WP_011026971.1	GO:0006355,GO:0003700
SC_RS03245	SCO0265		protein_coding	NC_003888.3	253499	254290	+	VOC family protein	WP_003978600.1	
SC_RS03250	SCO0266		protein_coding	NC_003888.3	254332	255198	-	helix-turn-helix domain-containing protein	WP_161269938.1	GO:0003677,GO:0003700
SC_RS03255	SCO0267		protein_coding	NC_003888.3	255311	256087	+	alpha/beta fold hydrolase	WP_011026973.1	
SC_RS03260	SCO0268	lanA	protein_coding	NC_003888.3	256281	256442	+	SCO0268 family class II lanthipeptide	WP_003978597.1	
SC_RS03265	SCO0269		protein_coding	NC_003888.3	256526	259687	+	lantibiotic dehydratase	WP_011026974.1	
SC_RS03270	SCO0270		protein_coding	NC_003888.3	259684	261084	+	lanthionine synthetase C family protein	WP_011026975.1	GO:0005975,GO:0031179
SC_RS03275	SCO0271		protein_coding	NC_003888.3	261366	262319	+	carbohydrate ABC transporter permease	WP_011026976.1	GO:0008643,GO:0055085,GO:0042626,GO:0140359
SC_RS03280	SCO0272		protein_coding	NC_003888.3	262330	263220	+	carbohydrate ABC transporter permease	WP_011026977.1	GO:0008643,GO:0055085
SC_RS03285	SCO0273		protein_coding	NC_003888.3	263285	264634	+	ABC transporter substrate-binding protein	WP_011026978.1	GO:0042626,GO:0140359,GO:0055052
SC_RS03290	SCO0274		protein_coding	NC_003888.3	264764	266263	+	glycoside hydrolase family 36 protein	WP_011026979.1	GO:0016052,GO:0004553,GO:0004557
SC_RS03295	SCO0275		protein_coding	NC_003888.3	266356	267513	+	ROK family transcriptional regulator	WP_011026980.1	GO:0006355,GO:0003677,GO:0003700,GO:0005524
SC_RS03300	SCO0276		protein_coding	NC_003888.3	267585	268838	+	Gfo/Idh/MocA family protein	WP_011026981.1	GO:0000166,GO:0003824
SC_RS03305	SCO0277		protein_coding	NC_003888.3	269020	269688	-	peptidase E	WP_011026982.1	GO:0006508,GO:0008236
SC_RS03310	SCO0278		protein_coding	NC_003888.3	269783	270397	+	NUDIX hydrolase	WP_011026983.1	GO:0009132,GO:0016817,GO:0046872
SC_RS03315	SCO0279		protein_coding	NC_003888.3	270444	271748	+	alpha-L-fucosidase	WP_262377361.1	GO:0005975,GO:0004560
SC_RS03320	SCO0280		protein_coding	NC_003888.3	271768	272469	-	NUDIX domain-containing protein	WP_011026985.1	GO:0016787
SC_RS03325	SCO0281		protein_coding	NC_003888.3	272466	272849	-	hypothetical protein	WP_003978585.1	
SC_RS03330	SCO0282		protein_coding	NC_003888.3	272898	273656	+	DeoR/GlpR family DNA-binding transcription regulator	WP_016325046.1	GO:0003677,GO:0003700
SC_RS03335	SCO0283		protein_coding	NC_003888.3	274101	274535	-	hypothetical protein	WP_375336294.1	
SC_RS03340	SCO0284		protein_coding	NC_003888.3	274763	276805	+	NPCBM/NEW2 domain-containing protein	WP_011026988.1	
SC_RS03345	SCO0285		protein_coding	NC_003888.3	276953	278827	+	Na+/H+ antiporter NhaA	WP_166680927.1	GO:0006814,GO:0006885,GO:1902600,GO:0015081,GO:0015297,GO:0015385
SC_RS03350	SCO0286		protein_coding	NC_003888.3	278910	279416	-	peptidoglycan-binding domain-containing protein	WP_003978580.1	GO:0042834
SC_RS03355	SCO0287		protein_coding	NC_003888.3	279691	280695	+	AraC-like ligand-binding domain-containing protein	WP_011026990.1	
SC_RS03360	SCO0288		protein_coding	NC_003888.3	280692	281132	-	hypothetical protein	WP_003978578.1	
SC_RS03365	SCO0289		protein_coding	NC_003888.3	281129	282157	-	LacI family DNA-binding transcriptional regulator	WP_011026991.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03370	SCO0290		protein_coding	NC_003888.3	282491	283801	+	extracellular solute-binding protein	WP_011026992.1	
SC_RS03375	SCO0291		protein_coding	NC_003888.3	283798	284700	+	carbohydrate ABC transporter permease	WP_011026993.1	GO:0008643,GO:0055085,GO:0042626,GO:0140359
SC_RS03380	SCO0292		protein_coding	NC_003888.3	284702	285598	+	carbohydrate ABC transporter permease	WP_011026994.1	GO:0008643,GO:0055085
SC_RS03385	SCO0293		protein_coding	NC_003888.3	285714	288104	+	beta-xylosidase/alpha-l-arabinosidase	WP_011026995.1	GO:0004553
SC_RS03390	SCO0294		protein_coding	NC_003888.3	288187	288840	-	CatB-related O-acetyltransferase	WP_011026996.1	GO:0046677,GO:0016746
SC_RS03395	SCO0295		protein_coding	NC_003888.3	288987	290456	-	MFS transporter	WP_011026997.1	GO:0055085,GO:0022857,GO:0016020
SC_RS03400	SCO0296		protein_coding	NC_003888.3	290584	291165	+	TetR/AcrR family transcriptional regulator	WP_003978570.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03405	SCO0297		protein_coding	NC_003888.3	291315	292592	+	hypothetical protein	WP_011026998.1	
SC_RS03410	SCO0298		protein_coding	NC_003888.3	292656	293519	-	LysR family transcriptional regulator	WP_011026999.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03415	SCO0299		protein_coding	NC_003888.3	293613	294497	+	aldo/keto reductase family oxidoreductase	WP_003978567.1	
SC_RS03420	SCO0300		protein_coding	NC_003888.3	294494	296305	-	flavin-containing monooxygenase	WP_003978566.1	GO:0004497,GO:0016709,GO:0050660
SC_RS03425	SCO0301		protein_coding	NC_003888.3	296477	297499	+	SMP-30/gluconolactonase/LRE family protein	WP_161269939.1	GO:0005515,GO:0016787,GO:0046872
SC_RS03430	SCO0302		protein_coding	NC_003888.3	297515	298108	-	TetR/AcrR family transcriptional regulator	WP_003978564.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03435	SCO0304		protein_coding	NC_003888.3	298468	298836	-	VOC family protein	WP_011027002.1	
SC_RS03440	SCO0305		protein_coding	NC_003888.3	299213	302092	+	toll/interleukin-1 receptor domain-containing protein	WP_011027003.1	GO:0007165,GO:0005515
SC_RS03445	SCO0306		protein_coding	NC_003888.3	302053	303030	-	alpha/beta hydrolase	WP_134111969.1	GO:0016787
SC_RS03450	SCO0307		protein_coding	NC_003888.3	303084	303971	+	helix-turn-helix domain-containing protein	WP_011027004.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03455	SCO0308		protein_coding	NC_003888.3	304074	305429	+	hypothetical protein	WP_161269940.1	
SC_RS03460	SCO0309		protein_coding	NC_003888.3	305537	306721	-	serine hydrolase domain-containing protein	WP_161269941.1	GO:0016787
SC_RS03465	SCO0310		protein_coding	NC_003888.3	306816	307460	-	TetR/AcrR family transcriptional regulator	WP_037667554.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03470	SCO0311		protein_coding	NC_003888.3	307575	309131	+	acyl-CoA synthetase	WP_003978555.1	GO:0032787,GO:0005524,GO:0016405,GO:0120225
SC_RS03475	SCO0312		protein_coding	NC_003888.3	309147	310316	+	acyl-CoA dehydrogenase family protein	WP_011027007.1	GO:0003995,GO:0050660
SC_RS03480	SCO0313		protein_coding	NC_003888.3	310378	311727	+	MFS transporter	WP_011027008.1	GO:0055085,GO:0022857
SC_RS03485	SCO0314		protein_coding	NC_003888.3	311724	313670	+	alkyl/aryl-sulfatase	WP_011027009.1	GO:0008484,GO:0046872,GO:0046983
SC_RS03490	SCO0315		protein_coding	NC_003888.3	313697	315055	-	type III PLP-dependent enzyme domain-containing protein	WP_011027010.1	
SC_RS03495	SCO0316		protein_coding	NC_003888.3	315254	316921	-	PucR family transcriptional regulator	WP_011027011.1	GO:0003677
SC_RS03500	SCO0317		protein_coding	NC_003888.3	316975	318237	-	MFS transporter	WP_011027012.1	GO:0055085,GO:0022857
SC_RS03505	SCO0318		protein_coding	NC_003888.3	318329	319288	-	SDR family NAD(P)-dependent oxidoreductase	WP_166680926.1	
SC_RS03510			pseudogene	NC_003888.3	319712	319882	+	NADPH:quinone reductase		
SC_RS03515	SCO0320		protein_coding	NC_003888.3	320113	320583	+	zinc-binding dehydrogenase	WP_234328592.1	
SC_RS03520	SCO0321		protein_coding	NC_003888.3	320720	322255	+	carboxylesterase/lipase family protein	WP_161269942.1	GO:0016298,GO:0052689
SC_RS03525	SCO0322		protein_coding	NC_003888.3	322244	323938	-	TlrC/CarA/OleB/SrmB family ABC-F type ribosomal protection protein	WP_011027017.1	
SC_RS03530			protein_coding	NC_003888.3	324330	324617	+	DUF6355 family natural product biosynthesis protein	WP_003978542.1	
SC_RS03535			pseudogene	NC_003888.3	324710	325210	+	VOC family protein		GO:0003824,GO:0046872
SC_RS03540	SCO0324		protein_coding	NC_003888.3	325238	327616	-	esterase-like activity of phytase family protein	WP_011027019.1	
SC_RS03545	SCO0325		protein_coding	NC_003888.3	327944	328264	+	hypothetical protein	WP_173943965.1	
SC_RS03550	SCO0326		protein_coding	NC_003888.3	328333	329301	+	DUF3500 domain-containing protein	WP_011027021.1	
SC_RS03555	SCO0328		protein_coding	NC_003888.3	329342	330174	+	IS5-like element IS1650 family transposase	WP_231909196.1	GO:0006313,GO:0004803
SC_RS03560	SCO0329		protein_coding	NC_003888.3	330235	331365	+	serine hydrolase domain-containing protein	WP_011027022.1	GO:0016787
SC_RS03565	SCO0330		protein_coding	NC_003888.3	331504	332253	+	SDR family oxidoreductase	WP_011027023.1	GO:0016491,GO:0051287
SC_RS03570	SCO0331		protein_coding	NC_003888.3	332311	333210	+	SDR family oxidoreductase	WP_011027024.1	GO:0016491
SC_RS03575	SCO0332		protein_coding	NC_003888.3	333529	334149	+	TetR/AcrR family transcriptional regulator	WP_011027025.1	GO:0006355,GO:0003677
SC_RS03580	SCO0333		protein_coding	NC_003888.3	334223	335734	-	carotenoid oxygenase family protein	WP_011027026.1	GO:0006720,GO:0016702,GO:0046872
SC_RS03585	SCO0334		protein_coding	NC_003888.3	335948	336292	+	RICIN domain-containing protein	WP_011027027.1	
SC_RS03590	SCO0335		protein_coding	NC_003888.3	336333	339467	+	discoidin domain-containing protein	WP_011027028.1	
SC_RS03595	SCO0336		protein_coding	NC_003888.3	339521	340630	-	saccharopine dehydrogenase NADP-binding domain-containing protein	WP_011027029.1	GO:0016491
SC_RS03600	SCO0337		protein_coding	NC_003888.3	340752	341318	+	TetR/AcrR family transcriptional regulator	WP_011027030.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03605	SCO0338		protein_coding	NC_003888.3	341370	341909	-	dehydrogenase	WP_011027031.1	
SC_RS03610	SCO0339		protein_coding	NC_003888.3	341803	342561	+	NAD(P)-dependent oxidoreductase	WP_238363717.1	GO:0051287
SC_RS03615	SCO0340		protein_coding	NC_003888.3	342578	343156	-	hypothetical protein	WP_231909095.1	
SC_RS03620	SCO0341		protein_coding	NC_003888.3	343234	345663	-	glycoside hydrolase family 95 protein	WP_011027033.1	GO:0016798
SC_RS03625	SCO0342		protein_coding	NC_003888.3	345817	347706	-	right-handed parallel beta-helix repeat-containing protein	WP_011027034.1	
SC_RS03630	SCO0344		protein_coding	NC_003888.3	348206	349381	+	GntR family transcriptional regulator	WP_161269943.1	GO:0003677,GO:0003700
SC_RS03635	SCO0345		protein_coding	NC_003888.3	349419	350201	-	IclR family transcriptional regulator	WP_011027037.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03640	SCO0346		protein_coding	NC_003888.3	350474	351352	+	fumarylacetoacetate hydrolase family protein	WP_011027038.1	GO:0003824,GO:0016787
SC_RS03645	SCO0347		protein_coding	NC_003888.3	351529	352779	+	mandelate racemase/muconate lactonizing enzyme family protein	WP_011027039.1	GO:0003824,GO:0046872
SC_RS03650	SCO0348		protein_coding	NC_003888.3	352776	353795	+	hydroxyacid dehydrogenase	WP_011027040.1	
SC_RS03655	SCO0349		protein_coding	NC_003888.3	353801	354805	+	aldo/keto reductase	WP_011027041.1	
SC_RS03660	SCO0350		protein_coding	NC_003888.3	354802	355686	+	amidohydrolase family protein	WP_011027042.1	GO:0016787,GO:0046872
SC_RS03665	SCO0351		protein_coding	NC_003888.3	355713	357158	+	hypothetical protein	WP_202492394.1	
SC_RS03670	SCO0352		protein_coding	NC_003888.3	357203	358477	+	ABC transporter substrate-binding protein	WP_237530299.1	GO:0042626,GO:0140359,GO:0055052
SC_RS03675	SCO0353		protein_coding	NC_003888.3	358481	359392	+	carbohydrate ABC transporter permease	WP_011027045.1	GO:0008643,GO:0055085,GO:0042626,GO:0140359
SC_RS03680	SCO0354		protein_coding	NC_003888.3	359389	360231	+	carbohydrate ABC transporter permease	WP_011027046.1	GO:0008643,GO:0055085
SC_RS03685	SCO0355		protein_coding	NC_003888.3	360305	360646	+	L-rhamnose mutarotase	WP_011027047.1	
SC_RS03690	SCO0356		protein_coding	NC_003888.3	360674	361465	+	SDR family NAD(P)-dependent oxidoreductase	WP_011027048.1	GO:0016491,GO:0070403
SC_RS03695	SCO0357		protein_coding	NC_003888.3	361759	362508	-	FadR/GntR family transcriptional regulator	WP_003978509.1	GO:0003677,GO:0003700
SC_RS03700	SCO0358		protein_coding	NC_003888.3	362635	363777	+	mandelate racemase/muconate lactonizing enzyme family protein	WP_011027050.1	GO:0000287,GO:0003824
SC_RS03705	SCO0359		protein_coding	NC_003888.3	363831	364496	+	ThuA domain-containing protein	WP_003978507.1	
SC_RS03710	SCO0360		protein_coding	NC_003888.3	364559	365602	-	LacI family DNA-binding transcriptional regulator	WP_030862432.1	GO:0006351,GO:0006355,GO:0045892,GO:0000976,GO:0003677,GO:0003700,GO:0043565
SC_RS03715	SCO0361		protein_coding	NC_003888.3	365623	366795	-	fumarylacetoacetate hydrolase family protein	WP_003978505.1	GO:0003824,GO:0046872
SC_RS03720	SCO0362		protein_coding	NC_003888.3	366935	368146	+	CaiB/BaiF CoA transferase family protein	WP_011027053.1	GO:0003824
SC_RS03725	SCO0363		protein_coding	NC_003888.3	368143	369252	+	extracellular solute-binding protein	WP_011027054.1	
SC_RS03730	SCO0364		protein_coding	NC_003888.3	369249	370055	+	enoyl-CoA hydratase/isomerase family protein	WP_011027055.1	GO:0016829
SC_RS03735	SCO0365		protein_coding	NC_003888.3	370066	370812	+	SDR family NAD(P)-dependent oxidoreductase	WP_003978501.1	GO:0016491,GO:0070403
SC_RS03740	SCO0366		protein_coding	NC_003888.3	370809	371876	+	aldose 1-epimerase family protein	WP_011027056.1	
SC_RS03745			protein_coding	NC_003888.3	371921	372928	-	YoaK family protein	WP_375336302.1	GO:0005886
SC_RS03750	SCO0368		protein_coding	NC_003888.3	373045	374001	+	IS481-like element IS1649 family transposase	WP_011027058.1	GO:0006313,GO:0004803
SC_RS03755	SCO0369		protein_coding	NC_003888.3	373998	377255	-	family 78 glycoside hydrolase catalytic domain	WP_011027059.1	
SC_RS03760	SCO0370		protein_coding	NC_003888.3	377286	380690	-	glycosylhydrolase-like jelly roll fold domain-containing protein	WP_011027060.1	
SC_RS03765	SCO0371		protein_coding	NC_003888.3	380751	383360	-	glycoside hydrolase family 127 protein	WP_011027061.1	GO:0005975,GO:0004553
SC_RS03770	SCO0372		protein_coding	NC_003888.3	383578	386592	-	glycosyl hydrolase	WP_011027062.1	
SC_RS03775	SCO0373		protein_coding	NC_003888.3	386761	387324	-	hypothetical protein	WP_166680931.1	
SC_RS03780	SCO0374		protein_coding	NC_003888.3	387750	389519	+	ABC transporter ATP-binding protein	WP_011027064.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052
SC_RS03785	SCO0375		protein_coding	NC_003888.3	389531	391123	-	MFS transporter	WP_011027065.1	GO:0055085,GO:0022857,GO:0016020
SC_RS03790	SCO0376		protein_coding	NC_003888.3	391232	391834	+	helix-turn-helix domain-containing protein	WP_011027066.1	GO:0006355,GO:0003677,GO:0003700
SC_RS03795	SCO0377		protein_coding	NC_003888.3	391950	392483	-	hypothetical protein	WP_011027067.1	
SC_RS03800	SCO0378		protein_coding	NC_003888.3	392484	393212	-	SDR family oxidoreductase	WP_003978487.1	GO:0016491,GO:0070403
SC_RS03805	SCO0379		protein_coding	NC_003888.3	393498	394961	+	catalase	WP_011027069.1	GO:0004096,GO:0020037,GO:0046872
SC_RS03810	SCO0380		protein_coding	NC_003888.3	395065	395460	+	ankyrin repeat domain-containing protein	WP_011027070.1	GO:0005515
SC_RS03815	SCO0381		protein_coding	NC_003888.3	395939	397414	+	sugar transferase	WP_003978484.1	GO:0016740,GO:0005886
SC_RS03820	SCO0382		protein_coding	NC_003888.3	397485	398810	+	nucleotide sugar dehydrogenase	WP_011027071.1	GO:0000271,GO:0016616,GO:0051287
SC_RS03825	SCO0383		protein_coding	NC_003888.3	398800	400104	+	glycosyltransferase family 4 protein	WP_016325095.1	GO:0009101,GO:0016757
SC_RS03830	SCO0384		protein_coding	NC_003888.3	400101	401468	+	Wzz/FepE/Etk N-terminal domain-containing protein	WP_016325096.1	GO:0009103,GO:0016020
SC_RS03835	SCO0385		protein_coding	NC_003888.3	401465	403030	+	Wzz/FepE/Etk N-terminal domain-containing protein	WP_011027074.1	GO:0009103,GO:0016020
SC_RS03840	SCO0386	asnB	protein_coding	NC_003888.3	403034	404968	+	asparagine synthase (glutamine-hydrolyzing)	WP_011027075.1	GO:0070981,GO:0004066
SC_RS03845	SCO0387		protein_coding	NC_003888.3	405058	407250	+	bi-domain-containing oxidoreductase	WP_173943970.1	GO:0000166,GO:0008270,GO:0016616,GO:0030554
SC_RS03850	SCO0388		protein_coding	NC_003888.3	407247	409214	+	heparinase II/III family protein	WP_173943971.1	GO:0016829
SC_RS03855	SCO0389		protein_coding	NC_003888.3	409237	410772	+	right-handed parallel beta-helix repeat-containing protein	WP_011027078.1	
SC_RS03860	SCO0390		protein_coding	NC_003888.3	410774	412006	+	membrane protein	WP_011027079.1	
SC_RS03865	SCO0391		protein_coding	NC_003888.3	412009	413250	+	glycosyltransferase	WP_011027080.1	GO:0016757
SC_RS03870	SCO0392		protein_coding	NC_003888.3	413247	414497	+	class I SAM-dependent methyltransferase	WP_011027081.1	GO:0008168,GO:1904047
SC_RS03875	SCO0393		protein_coding	NC_003888.3	414494	415303	+	glycosyltransferase family protein	WP_003978472.1	
SC_RS03880	SCO0394		protein_coding	NC_003888.3	415300	415947	+	PIG-L deacetylase family protein	WP_003978471.1	GO:0019213
SC_RS03885	SCO0395		protein_coding	NC_003888.3	415951	416976	+	NAD-dependent epimerase/dehydratase family protein	WP_003978470.1	GO:0016491,GO:0051287,GO:0070403
SC_RS03890	SCO0396		protein_coding	NC_003888.3	416964	418247	+	DUF4910 domain-containing protein	WP_003978469.1	
