tf_name	tf_sco	tf_rs	bs_start	bs_stop	bs_strand	bs_score	bs_qvalue	target_gene	target_sco	target_tss	distance_to_tss	target_strand	target_product
SigE	SCO5147	SC_RS27900	12173	12197	+	17.4592	0.0208	SC_RS00075	SCP1.15	11690	495.0	+	hypothetical protein
SigE	SCO5147	SC_RS27900	12173	12197	+	17.4592	0.0208	SC_RS01935		12053	132.0	+	hypothetical protein
SigE	SCO5147	SC_RS27900	12173	12197	+	17.4592	0.0208	SC_RS01940		12434	249.0	-	hypothetical protein
SigE	SCO5147	SC_RS27900	12173	12197	+	17.4592	0.0208	SC_RS02110	SCO0010	12366	181.0	+	hypothetical protein
SigE	SCO5147	SC_RS27900	829546	829570	+	17.4592	0.0208	SC_RS05840	SCO0782	829708	150.0	-	ribose-phosphate diphosphokinase
SigE	SCO5147	SC_RS27900	829546	829570	+	17.4592	0.0208	SC_RS05845	SCO0783	829910	352.0	+	tetracycline resistance ribosomal protection protein Otr(A)
SigE	SCO5147	SC_RS27900	1674985	1675009	+	17.4592	0.0208	SC_RS09835	SCO1564	1674773	224.0	-	sigma-70 family RNA polymerase sigma factor
SigE	SCO5147	SC_RS27900	1978684	1978708	-	17.4592	0.0208	SC_RS11275	SCO1849	1978354	342.0	+	cobaltochelatase subunit CobN
SigE	SCO5147	SC_RS27900	2086851	2086875	+	17.4592	0.0208	SC_RS11785	SCO1951	2086649	214.0	-	gluconeogenesis factor YvcK family protein
SigE	SCO5147	SC_RS27900	2252004	2252028	+	17.4592	0.0208	SC_RS12520	SCO2096	2252308	292.0	+	transglutaminase TgpA family protein
SigE	SCO5147	SC_RS27900	2753397	2753421	+	17.4592	0.0208	SC_RS14815	SCO2553	2753781	372.0	-	nitronate monooxygenase
SigE	SCO5147	SC_RS27900	3216374	3216398	-	17.4592	0.0208	SC_RS16890	SCO2958	3216312	74.0	-	uroporphyrinogen-III synthase
SigE	SCO5147	SC_RS27900	3838078	3838102	+	17.4592	0.0208	SC_RS19505	SCO3476	3837968	122.0	-	SDR family oxidoreductase
SigE	SCO5147	SC_RS27900	4249178	4249202	+	17.4592	0.0208	SC_RS21460	SCO3864	4248804	386.0	+	GntR family transcriptional regulator
SigE	SCO5147	SC_RS27900	4249178	4249202	+	17.4592	0.0208	SC_RS21465	SCO3865	4249601	411.0	+	glycosyltransferase family 2 protein
SigE	SCO5147	SC_RS27900	4249180	4249204	-	17.4592	0.0208	SC_RS21460	SCO3864	4248804	388.0	+	GntR family transcriptional regulator
SigE	SCO5147	SC_RS27900	4249180	4249204	-	17.4592	0.0208	SC_RS21465	SCO3865	4249601	409.0	+	glycosyltransferase family 2 protein
SigE	SCO5147	SC_RS27900	4595663	4595687	+	17.4592	0.0208	SC_RS23115	SCO4186	4595605	70.0	+	GNAT family N-acetyltransferase
SigE	SCO5147	SC_RS27900	4595665	4595689	-	17.4592	0.0208	SC_RS23115	SCO4186	4595605	72.0	+	GNAT family N-acetyltransferase
SigE	SCO5147	SC_RS27900	4883095	4883119	+	17.4592	0.0208	SC_RS24475	SCO4462	4882715	392.0	+	MFS transporter
SigE	SCO5147	SC_RS27900	5263241	5263265	-	17.4592	0.0208	SC_RS26315	SCO4831	5263034	219.0	+	ABC transporter permease
SigE	SCO5147	SC_RS27900	5858673	5858697	-	17.4592	0.0208	SC_RS29125	SCO5389	5858397	288.0	+	SCO5389 family protein
SigE	SCO5147	SC_RS27900	6343136	6343160	-	17.4592	0.0208	SC_RS31250	SCO5802	6343581	433.0	+	ATP-dependent DNA helicase
SigE	SCO5147	SC_RS27900	6975942	6975966	+	17.4592	0.0208	SC_RS33815	SCO6318	6976401	447.0	-	TerD family protein
SigE	SCO5147	SC_RS27900	7309873	7309897	+	17.4592	0.0208	SC_RS35165	SCO6593	7310059	174.0	-	hypothetical protein
SigE	SCO5147	SC_RS27900	7507111	7507135	+	17.4592	0.0208	SC_RS35935	SCO6750	7506901	222.0	-	isopentenyl-diphosphate Delta-isomerase
SigE	SCO5147	SC_RS27900	7507113	7507137	-	17.4592	0.0208	SC_RS35935	SCO6750	7506901	224.0	-	isopentenyl-diphosphate Delta-isomerase
SigE	SCO5147	SC_RS27900	8366818	8366842	-	17.4592	0.0208	SC_RS39920	SCO7544	8366985	155.0	+	ABC transporter permease
SigE	SCO5147	SC_RS27900	8655311	8655335	-	17.4592	0.0208	SC_RS41325	SCO7837	8655142	181.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	4608	4634	+	17.7653	0.0129	SC_RS01880	SCP2.05c	4939	318.0	-	ParA family protein
SigB	SCO0600	SC_RS04925	4608	4634	+	17.7653	0.0129	SC_RS00030	SCP1.06c	4632	11.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	4608	4634	+	17.7653	0.0129	SC_RS00035	SCP1.07c	4922	301.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	205512	205538	+	17.7653	0.0129	SC_RS03020	SCO0215	205888	363.0	-	Acg family FMN-binding oxidoreductase
SigB	SCO0600	SC_RS04925	2539249	2539275	-	17.7653	0.0129	SC_RS13885	SCO2370	2539154	108.0	-	DUF3052 domain-containing protein
SigB	SCO0600	SC_RS04925	2539249	2539275	-	17.7653	0.0129	SC_RS13890	SCO2371	2539576	314.0	+	pyruvate dehydrogenase (acetyl-transferring), homodimeric type
SigB	SCO0600	SC_RS04925	3014684	3014710	-	17.7653	0.0129	SC_RS15900	SCO2763	3014708	11.0	-	ABC transporter ATP-binding protein
SigB	SCO0600	SC_RS04925	3672412	3672438	+	17.7653	0.0129	SC_RS18700	SCO3319	3672418	7.0	-	glutamyl-tRNA reductase
SigB	SCO0600	SC_RS04925	3733053	3733079	+	17.7653	0.0129	SC_RS18980	SCO3371	3732621	445.0	+	HAD family acid phosphatase
SigB	SCO0600	SC_RS04925	3733053	3733079	+	17.7653	0.0129	SC_RS18985	SCO3372	3733321	255.0	+	NACHT domain-containing protein
SigB	SCO0600	SC_RS04925	3971828	3971854	+	17.7653	0.0129	SC_RS20110	SCO3595	3972317	476.0	+	D-alanine--(R)-lactate ligase VanA-Sc
SigB	SCO0600	SC_RS04925	4287329	4287355	+	17.7653	0.0129	SC_RS21615	SCO3894	4287582	240.0	-	murein biosynthesis integral membrane protein MurJ
SigB	SCO0600	SC_RS04925	4503463	4503489	+	17.7653	0.0129	SC_RS22685	SCO4104	4503476	0.0	-	trimeric intracellular cation channel family protein
SigB	SCO0600	SC_RS04925	4503463	4503489	+	17.7653	0.0129	SC_RS22690	SCO4105	4503887	411.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	5297682	5297708	-	17.7653	0.0129	SC_RS26500	SCO4868	5297330	365.0	-	L,D-transpeptidase family protein
SigB	SCO0600	SC_RS04925	5297682	5297708	-	17.7653	0.0129	SC_RS26505	SCO4869	5297581	114.0	+	acyl-CoA mutase large subunit family protein
SigB	SCO0600	SC_RS04925	5869571	5869597	-	17.7653	0.0129	SC_RS29165	SCO5397	5869789	205.0	-	polarized growth protein Scy
SigB	SCO0600	SC_RS04925	6304157	6304183	-	17.7653	0.0129	SC_RS31055	SCO5765	6304372	202.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	6304157	6304183	-	17.7653	0.0129	SC_RS31060	SCO5766	6304454	284.0	+	DUF3046 domain-containing protein
SigB	SCO0600	SC_RS04925	6424151	6424177	+	17.7653	0.0129	SC_RS31585	SCO5868	6423998	166.0	+	dUTP diphosphatase
SigB	SCO0600	SC_RS04925	6424151	6424177	+	17.7653	0.0129	SC_RS31590	SCO5869	6424551	387.0	+	DUF3710 domain-containing protein
SigB	SCO0600	SC_RS04925	6843899	6843925	+	17.7653	0.0129	SC_RS33360	SCO6222	6844380	468.0	-	pyridoxal phosphate-dependent aminotransferase
SigB	SCO0600	SC_RS04925	7212028	7212054	+	17.7653	0.0129	SC_RS34805	SCO6522	7212176	135.0	+	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
SigB	SCO0600	SC_RS04925	7602948	7602974	-	17.7653	0.0129	SC_RS36345	SCO6831	7602498	463.0	+	DUF5988 family protein
SigB	SCO0600	SC_RS04925	7602948	7602974	-	17.7653	0.0129	SC_RS36350	SCO6832	7602829	132.0	+	acyl-CoA mutase large subunit family protein
SigB	SCO0600	SC_RS04925	8098608	8098634	+	17.7653	0.0129	SC_RS38675	SCO7292	8098413	208.0	-	threonine/serine dehydratase
SigB	SCO0600	SC_RS04925	8098608	8098634	+	17.7653	0.0129	SC_RS38680	SCO7293	8099116	495.0	-	AIM24 family protein
SigR	SCO5216	SC_RS28260	833547	833571	+	19.1633	0.0412	SC_RS05860	SCO0786	833261	298.0	+	VanZ family protein
SigR	SCO5216	SC_RS28260	833547	833571	+	19.1633	0.0412	SC_RS05865	SCO0787	833931	372.0	+	glycoside hydrolase family 16 protein
SigR	SCO5216	SC_RS28260	1166151	1166175	+	19.1633	0.0412	SC_RS07490	SCO1108	1165774	389.0	-	ArsR/SmtB family transcription factor
SigR	SCO5216	SC_RS28260	1166151	1166175	+	19.1633	0.0412	SC_RS07495	SCO1109	1165916	247.0	+	NADH:flavin oxidoreductase/NADH oxidase
SigR	SCO5216	SC_RS28260	1166153	1166177	-	19.1633	0.0412	SC_RS07490	SCO1108	1165774	391.0	-	ArsR/SmtB family transcription factor
SigR	SCO5216	SC_RS28260	1166153	1166177	-	19.1633	0.0412	SC_RS07495	SCO1109	1165916	249.0	+	NADH:flavin oxidoreductase/NADH oxidase
SigR	SCO5216	SC_RS28260	1458112	1458136	+	19.1633	0.0412	SC_RS08855	SCO1378	1457665	459.0	-	aminomethyl-transferring glycine dehydrogenase
SigR	SCO5216	SC_RS28260	1458112	1458136	+	19.1633	0.0412	SC_RS08860	SCO1379	1458090	34.0	+	PRC-barrel domain-containing protein
SigR	SCO5216	SC_RS28260	4183453	4183477	-	19.1633	0.0412	SC_RS21135	SCO3802	4183022	443.0	+	DUF6458 family protein
SigR	SCO5216	SC_RS28260	4183453	4183477	-	19.1633	0.0412	SC_RS21140	SCO3803	4183737	272.0	-	cupin domain-containing protein
SigR	SCO5216	SC_RS28260	4183453	4183477	-	19.1633	0.0412	SC_RS21145	SCO3804	4183789	324.0	+	GlxA family transcriptional regulator
SigR	SCO5216	SC_RS28260	4319893	4319917	+	19.1633	0.0412	SC_RS21775	SCO3926	4319474	431.0	+	SsgA family sporulation/cell division regulator
SigR	SCO5216	SC_RS28260	5050934	5050958	-	19.1633	0.0412	SC_RS25305	SCO4629	5050699	247.0	+	YdcF family protein
SigR	SCO5216	SC_RS28260	11765	11789	-	18.8776	0.0427	SC_RS00070	SCP1.14c	11454	323.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	11765	11789	-	18.8776	0.0427	SC_RS01930	SCP2.13c	11840	63.0	-	TIGR02391 family protein
SigR	SCO5216	SC_RS28260	11765	11789	-	18.8776	0.0427	SC_RS02105		11617	160.0	+	helicase associated domain-containing protein
SigR	SCO5216	SC_RS28260	11765	11789	-	18.8776	0.0427	SC_RS00075	SCP1.15	11690	87.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	11765	11789	-	18.8776	0.0427	SC_RS01935		12053	276.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	130434	130458	+	18.8776	0.0427	SC_RS02640	SCO0136	130184	262.0	-	PTS ascorbate transporter subunit IIC
SigR	SCO5216	SC_RS28260	130434	130458	+	18.8776	0.0427	SC_RS00720	SCP1.139	130087	359.0	+	ParB/RepB/Spo0J family partition protein
SigR	SCO5216	SC_RS28260	397475	397499	+	18.8776	0.0427	SC_RS03820	SCO0382	397485	2.0	+	nucleotide sugar dehydrogenase
SigR	SCO5216	SC_RS28260	2455386	2455410	+	18.8776	0.0427	SC_RS13445	SCO2284	2454993	405.0	-	multidrug effflux MFS transporter
SigR	SCO5216	SC_RS28260	2455386	2455410	+	18.8776	0.0427	SC_RS13450	SCO2285	2455112	286.0	+	Gfo/Idh/MocA family protein
SigR	SCO5216	SC_RS28260	3296581	3296605	-	18.8776	0.0427	SC_RS17200	SCOr07	3296748	155.0	-	
SigR	SCO5216	SC_RS28260	3685354	3685378	-	18.8776	0.0427	SC_RS18770	SCO3333	3685341	25.0	-	HAD family hydrolase
SigR	SCO5216	SC_RS28260	3685354	3685378	-	18.8776	0.0427	SC_RS18775	SCOr10	3685521	155.0	-	
SigR	SCO5216	SC_RS28260	4317704	4317728	-	18.8776	0.0427	SC_RS21750	SCO3921	4317216	500.0	-	low molecular weight protein-tyrosine-phosphatase
SigR	SCO5216	SC_RS28260	4317704	4317728	-	18.8776	0.0427	SC_RS21755	SCO3922	4317599	117.0	-	phage holin family protein
SigR	SCO5216	SC_RS28260	4317704	4317728	-	18.8776	0.0427	SC_RS21760	SCO3923	4317659	57.0	+	cupin domain-containing protein
SigR	SCO5216	SC_RS28260	4317704	4317728	-	18.8776	0.0427	SC_RS21765	SCO3924	4318118	402.0	+	DUF5326 family protein
SigR	SCO5216	SC_RS28260	4535824	4535848	+	18.8776	0.0427	SC_RS22795	SCOr15	4535681	155.0	+	
SigR	SCO5216	SC_RS28260	4838816	4838840	-	18.8776	0.0427	SC_RS24280	SCO4423	4839304	476.0	+	outer membrane protein assembly factor BamB family protein
SigR	SCO5216	SC_RS28260	8655719	8655743	+	18.8776	0.0427	SC_RS41330		8655891	160.0	-	helicase associated domain-containing protein
SigB	SCO0600	SC_RS04925	85399	85425	+	17.4796	0.0299	SC_RS02500	SCO0103	85468	56.0	+	globin domain-containing protein
SigB	SCO0600	SC_RS04925	156152	156178	-	17.4796	0.0299	SC_RS00825	SCP1.160c	155738	427.0	-	NADH-quinone oxidoreductase subunit NuoF family protein
SigB	SCO0600	SC_RS04925	156152	156178	-	17.4796	0.0299	SC_RS02770	SCO0165	156120	45.0	-	DUF302 domain-containing protein
SigB	SCO0600	SC_RS04925	156152	156178	-	17.4796	0.0299	SC_RS02775	SCO0166	156338	173.0	+	polyphosphate kinase 2
SigB	SCO0600	SC_RS04925	169756	169782	+	17.4796	0.0299	SC_RS02850	SCO0180	169556	213.0	-	universal stress protein
SigB	SCO0600	SC_RS04925	190097	190123	+	17.4796	0.0299	SC_RS02945	SCO0199	189886	224.0	-	alcohol dehydrogenase AdhP
SigB	SCO0600	SC_RS04925	559811	559837	+	17.4796	0.0299	SC_RS04555	SCO0528	559346	478.0	+	lipoprotein
SigB	SCO0600	SC_RS04925	3014667	3014693	-	17.4796	0.0299	SC_RS15900	SCO2763	3014708	28.0	-	ABC transporter ATP-binding protein
SigB	SCO0600	SC_RS04925	3213184	3213210	+	17.4796	0.0299	SC_RS16880	SCO2955	3213453	256.0	-	CGNR zinc finger domain-containing protein
SigB	SCO0600	SC_RS04925	3213184	3213210	+	17.4796	0.0299	SC_RS16885	SCO2956	3213669	472.0	+	anthrone oxygenase family protein
SigB	SCO0600	SC_RS04925	3218731	3218757	-	17.4796	0.0299	SC_RS16900	SCO2960	3218859	115.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	3614382	3614408	+	17.4796	0.0299	SC_RS18440	SCO3264	3614359	36.0	-	GntR family transcriptional regulator
SigB	SCO0600	SC_RS04925	3614382	3614408	+	17.4796	0.0299	SC_RS18445	SCO3265	3614592	197.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	3950193	3950219	-	17.4796	0.0299	SC_RS19985	SCO3569	3949956	250.0	-	endonuclease III
SigB	SCO0600	SC_RS04925	3950193	3950219	-	17.4796	0.0299	SC_RS19990	SCO3571	3950326	120.0	+	Crp/Fnr family transcriptional regulator
SigB	SCO0600	SC_RS04925	4500387	4500413	+	17.4796	0.0299	SC_RS22670	SCO4101	4500126	274.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	4662731	4662757	-	17.4796	0.0299	SC_RS23455	SCO4253	4662919	175.0	-	phage tail sheath subtilisin-like domain-containing protein
SigB	SCO0600	SC_RS04925	4997600	4997626	+	17.4796	0.0299	SC_RS25035	SCO4576	4997164	449.0	-	Uma2 family endonuclease
SigB	SCO0600	SC_RS04925	4997600	4997626	+	17.4796	0.0299	SC_RS25040	SCO4577	4997397	216.0	+	DNA helicase RecQ
SigB	SCO0600	SC_RS04925	5203527	5203553	-	17.4796	0.0299	SC_RS26070	SCO4782	5203796	256.0	-	LAETG motif-containing sortase-dependent surface protein
SigB	SCO0600	SC_RS04925	5203527	5203553	-	17.4796	0.0299	SC_RS26075	SCO4783	5203783	243.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	5340851	5340877	-	17.4796	0.0299	SC_RS26700	SCO4908	5340411	453.0	+	SigE family RNA polymerase sigma factor
SigB	SCO0600	SC_RS04925	5577233	5577259	+	17.4796	0.0299	SC_RS27805	SCO5129	5577212	34.0	+	ABC transporter ATP-binding protein
SigB	SCO0600	SC_RS04925	5865554	5865580	-	17.4796	0.0299	SC_RS29160	SCO5396	5865601	34.0	-	coiled-coil domain-containing protein
SigB	SCO0600	SC_RS04925	5883929	5883955	-	17.4796	0.0299	SC_RS29255	SCO5415	5883756	186.0	+	methylmalonyl-CoA mutase family protein
SigB	SCO0600	SC_RS04925	6233611	6233637	+	17.4796	0.0299	SC_RS30795	SCO5716	6233175	449.0	-	ABC transporter substrate-binding protein
SigB	SCO0600	SC_RS04925	7647278	7647304	-	17.4796	0.0299	SC_RS36590	SCO6878	7647787	496.0	-	VirB4 family type IV secretion system protein
SigB	SCO0600	SC_RS04925	8000571	8000597	-	17.4796	0.0299	SC_RS38200	SCO7196	8000539	45.0	-	potassium channel family protein
SigB	SCO0600	SC_RS04925	8143493	8143519	-	17.4796	0.0299	SC_RS38870	SCO7331	8143021	485.0	-	glutamate--cysteine ligase 2
SigB	SCO0600	SC_RS04925	8619718	8619744	-	17.4796	0.0299	SC_RS41135	SCO7796	8619356	375.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	8619718	8619744	-	17.4796	0.0299	SC_RS41140	SCO7797	8620094	363.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	1841097	1841121	-	18.5918	0.0427	SC_RS10610	SCO1720	1840857	252.0	+	ABC transporter permease
SigR	SCO5216	SC_RS28260	3650121	3650145	-	18.5918	0.0427	SC_RS18615	SCO3301	3649749	384.0	+	DUF3558 family protein
SigR	SCO5216	SC_RS28260	4342460	4342484	+	18.5918	0.0427	SC_RS21870	SCO3946	4342458	14.0	+	cytochrome d ubiquinol oxidase subunit II
SigR	SCO5216	SC_RS28260	4449251	4449275	-	18.5918	0.0427	SC_RS22400	SCO4055	4449100	163.0	-	glutathione-independent formaldehyde dehydrogenase
SigR	SCO5216	SC_RS28260	4449251	4449275	-	18.5918	0.0427	SC_RS22405	SCO4056	4449241	22.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	5400558	5400582	-	18.5918	0.0427	SC_RS26990	SCO4965	5400524	46.0	-	transcription elongation factor GreA
SigB	SCO0600	SC_RS04925	187361	187387	+	17.1939	0.0361	SC_RS02935	SCO0197	187459	85.0	-	pyridoxamine 5'-phosphate oxidase family protein
SigB	SCO0600	SC_RS04925	1077483	1077509	+	17.1939	0.0361	SC_RS07060	SCO1021	1077015	481.0	+	DUF6643 family protein
SigB	SCO0600	SC_RS04925	1077483	1077509	+	17.1939	0.0361	SC_RS07065	SCO1022	1077501	5.0	+	MOSC domain-containing protein
SigB	SCO0600	SC_RS04925	1312198	1312224	-	17.1939	0.0361	SC_RS08150	SCO1239	1311859	352.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	1312198	1312224	-	17.1939	0.0361	SC_RS08155	SCO1240	1312684	473.0	+	C40 family peptidase
SigB	SCO0600	SC_RS04925	1673562	1673588	+	17.1939	0.0361	SC_RS09825	SCO1562	1673238	337.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	2039023	2039049	-	17.1939	0.0361	SC_RS11550	SCO1904	2038841	195.0	-	TetR/AcrR family transcriptional regulator
SigB	SCO0600	SC_RS04925	2120870	2120896	+	17.1939	0.0361	SC_RS11940	SCO1982	2120395	488.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	2120870	2120896	+	17.1939	0.0361	SC_RS11945	SCO1983	2121240	357.0	-	DUF899 domain-containing protein
SigB	SCO0600	SC_RS04925	2283612	2283638	-	17.1939	0.0361	SC_RS12655	SCO2122	2283488	137.0	-	lysophospholipid acyltransferase family protein
SigB	SCO0600	SC_RS04925	2283612	2283638	-	17.1939	0.0361	SC_RS12660	SCO2123	2283639	14.0	+	alpha/beta hydrolase
SigB	SCO0600	SC_RS04925	2435469	2435495	+	17.1939	0.0361	SC_RS13360	SCO2267	2435930	448.0	+	biliverdin-producing heme oxygenase
SigB	SCO0600	SC_RS04925	3933639	3933665	-	17.1939	0.0361	SC_RS19925	SCO3558	3933701	49.0	+	HAD family hydrolase
SigB	SCO0600	SC_RS04925	4773052	4773078	+	17.1939	0.0361	SC_RS23960	SCO4358	4773021	44.0	-	TetR/AcrR family transcriptional regulator
SigB	SCO0600	SC_RS04925	4773052	4773078	+	17.1939	0.0361	SC_RS23965	SCO4359	4773118	53.0	+	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein
SigB	SCO0600	SC_RS04925	5034979	5035005	+	17.1939	0.0361	SC_RS25205	SCO4610	5034844	148.0	+	YccF domain-containing protein
SigB	SCO0600	SC_RS04925	5034979	5035005	+	17.1939	0.0361	SC_RS25210	SCO4611	5035358	366.0	+	SMI1/KNR4 family protein
SigB	SCO0600	SC_RS04925	5313977	5314003	-	17.1939	0.0361	SC_RS26570	SCO4882	5314345	355.0	+	hypothetical protein
SigB	SCO0600	SC_RS04925	6108378	6108404	+	17.1939	0.0361	SC_RS30250		6108310	81.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	6108378	6108404	+	17.1939	0.0361	SC_RS30255	SCO5607	6108427	36.0	+	GntR family transcriptional regulator
SigB	SCO0600	SC_RS04925	6108378	6108404	+	17.1939	0.0361	SC_RS30260	SCO5608	6108755	364.0	+	TRADD-N-associated membrane domain-containing protein
SigB	SCO0600	SC_RS04925	6309277	6309303	-	17.1939	0.0361	SC_RS31090	SCO5771	6309319	29.0	-	rhodanese-like domain-containing protein
SigB	SCO0600	SC_RS04925	7641330	7641356	+	17.1939	0.0361	SC_RS36550	SCO6870	7641461	118.0	-	hypothetical protein
SigB	SCO0600	SC_RS04925	8145341	8145367	+	17.1939	0.0361	SC_RS38875	SCO7332	8145319	35.0	-	1,4-alpha-glucan branching enzyme
SigB	SCO0600	SC_RS04925	8342660	8342686	-	17.1939	0.0361	SC_RS39825	SCO7525	8342696	23.0	+	FdhF/YdeP family oxidoreductase
SigR	SCO5216	SC_RS28260	6634398	6634422	+	18.3061	0.0427	SC_RS32450	SCO6042	6633983	427.0	+	hydrogen peroxide-dependent heme synthase
SigR	SCO5216	SC_RS28260	1859591	1859615	-	18.0204	0.0427	SC_RS10705	SCO1739	1859544	59.0	-	DNA polymerase III subunit alpha
SigR	SCO5216	SC_RS28260	1859591	1859615	-	18.0204	0.0427	SC_RS10710	SCO1740	1859718	115.0	+	DUF3533 domain-containing protein
SigB	SCO0600	SC_RS04925	50837	50863	+	16.9082	0.0361	SC_RS00260	SCP1.48c	51074	224.0	-	PIG-L deacetylase family protein
SigB	SCO0600	SC_RS04925	3470277	3470303	-	16.9082	0.0361	SC_RS17945	SCO3167	3470205	85.0	-	TetR/AcrR family transcriptional regulator
SigB	SCO0600	SC_RS04925	3470277	3470303	-	16.9082	0.0361	SC_RS17950	SCO3168	3470375	85.0	+	S41 family peptidase
SigB	SCO0600	SC_RS04925	3904069	3904095	-	16.9082	0.0361	SC_RS19805	SCO3536	3904526	444.0	+	IS5/IS1182 family transposase
SigB	SCO0600	SC_RS04925	5456123	5456149	-	16.9082	0.0361	SC_RS27275	SCO5022	5456221	85.0	+	lipoprotein
SigB	SCO0600	SC_RS04925	5900780	5900806	-	16.9082	0.0361	SC_RS29320	SCO5428	5900694	99.0	-	carbohydrate ABC transporter permease
SigB	SCO0600	SC_RS04925	6853386	6853412	-	16.9082	0.0361	SC_RS33400	SCO6230	6853064	335.0	-	carbohydrate ABC transporter permease
SigB	SCO0600	SC_RS04925	6947381	6947407	+	16.9082	0.0361	SC_RS33690	SCO6288	6947569	175.0	+	AfsR/SARP family transcriptional regulator
SigR	SCO5216	SC_RS28260	6078495	6078519	-	17.7347	0.0427	SC_RS30110	SCO5578	6078582	75.0	+	sugar porter family MFS transporter
SigR	SCO5216	SC_RS28260	1668168	1668192	+	11.0816	0.0427	SC_RS09790	SCO1555	1668129	51.0	-	precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE
SigR	SCO5216	SC_RS28260	4108128	4108152	-	11.0816	0.0427	SC_RS20800	SCO3734	4108183	43.0	-	DUF952 domain-containing protein
SigR	SCO5216	SC_RS28260	418288	418312	+	10.7959	0.0427	SC_RS03895	SCO0397	418253	47.0	+	MATE family efflux transporter
SigR	SCO5216	SC_RS28260	471377	471401	-	10.7959	0.0427	SC_RS04170	SCO0451	471209	180.0	-	PP2C family protein-serine/threonine phosphatase
SigR	SCO5216	SC_RS28260	471377	471401	-	10.7959	0.0427	SC_RS04175	SCO0452	471415	26.0	+	NAD-dependent protein deacetylase
SigR	SCO5216	SC_RS28260	570807	570831	-	10.7959	0.0427	SC_RS04605	SCO0538	570520	299.0	+	ABC transporter substrate-binding protein
SigR	SCO5216	SC_RS28260	863249	863273	-	10.7959	0.0427	SC_RS06000	SCO0814	863278	17.0	+	rhamnulokinase
SigR	SCO5216	SC_RS28260	1071923	1071947	+	10.7959	0.0427	SC_RS07035		1071616	319.0	+	O-antigen ligase family protein
SigR	SCO5216	SC_RS28260	1331346	1331370	+	10.7959	0.0427	SC_RS08260	SCO1260	1330916	442.0	+	response regulator transcription factor
SigR	SCO5216	SC_RS28260	1331346	1331370	+	10.7959	0.0427	SC_RS08265	SCO1261	1331678	320.0	+	ROK family transcriptional regulator
SigR	SCO5216	SC_RS28260	1391136	1391160	+	10.7959	0.0427	SC_RS08535	SCO1314	1391259	111.0	-	acyltransferase
SigR	SCO5216	SC_RS28260	1391136	1391160	+	10.7959	0.0427	SC_RS08540	SCO1315	1391367	219.0	+	gamma carbonic anhydrase family protein
SigR	SCO5216	SC_RS28260	2568269	2568293	-	10.7959	0.0427	SC_RS14010	SCO2395	2568256	25.0	-	EI24 domain-containing protein
SigR	SCO5216	SC_RS28260	2568269	2568293	-	10.7959	0.0427	SC_RS14015	SCO2396	2568771	490.0	-	organic hydroperoxide resistance protein
SigR	SCO5216	SC_RS28260	2664787	2664811	+	10.7959	0.0427	SC_RS14420	SCO2474	2665196	397.0	+	M4 family metallopeptidase
SigR	SCO5216	SC_RS28260	2664789	2664813	-	10.7959	0.0427	SC_RS14420	SCO2474	2665196	395.0	+	M4 family metallopeptidase
