tss_id,tss_position,strand,abundance,category,sco_gene,reference,gene_id
TSS-1655,3954844,-,1832,P,SCO3576,Romero et al.,SC_RS20015
TSS-1656,3954997,+,14,P,SCO3577,Romero et al.,SC_RS20020
TSS-1657,3957037,+,5,I,SCO3578,Romero et al.,SC_RS20025
TSS-1658,3957846,-,84,P,SCO3579,,SC_RS20030
TSS-1659,3958161,+,2,S,SCO3580,Romero et al.,SC_RS20035
TSS-1660,3958181,-,24,S,SCO3579,Romero et al.,SC_RS20030
TSS-1661,3958186,+,10,S,SCO3580,,SC_RS20035
TSS-1662,3958243,+,14,P,SCO3580,Vockenhuber et al. and Romero et al.,SC_RS20035
TSS-1663,3958689,+,10,I,SCO3580,,SC_RS20035
TSS-1664,3960947,+,4,S,SCO3582,,SC_RS20045
TSS-1665,3961105,-,122,P,SCO3581,Vockenhuber et al. and Romero et al.,SC_RS20040
TSS-1666,3961226,+,5,P,SCO3582,Romero et al.,SC_RS20045
TSS-1667,3963086,+,13,P,SCOt29,Romero et al.,SC_RS20055
TSS-1668,3967014,+,6,A,SCO3589,,SC_RS20080
TSS-1669,3968617,-,9,P,SCO3590,Romero et al.,SC_RS20085
TSS-1670,3977477,+,1,P,SCO3601,,SC_RS20140
TSS-1671,3979782,-,1342,N,,,
TSS-1672,3982077,+,15,P,SCO3605,,SC_RS20160
TSS-1673,3982481,+,30,P,SCO3606,,SC_RS20165
TSS-1674,3985048,+,3,A,SCO3607,,SC_RS20170
TSS-1675,3985788,-,182965,P,SCO3608,Vockenhuber et al. and Romero et al.,SC_RS20175
TSS-1676,3989856,-,212,P,SCO3610,Romero et al.,SC_RS20185
TSS-1677,3989989,+,8,P,SCO3611,Romero et al.,SC_RS20190
TSS-1678,3995750,-,1891,P,SCO3615,Romero et al.,SC_RS20210
TSS-1679,3995823,-,29,S,SCO3615,Romero et al.,SC_RS20210
TSS-1680,3997556,-,25,P,SCO3618,Romero et al.,SC_RS20225
TSS-1681,3998015,-,72,P,SCO3619,Vockenhuber et al. and Romero et al.,SC_RS20230
TSS-1682,4001469,-,3,P,SCO3621,Romero et al.,SC_RS20240
TSS-1683,4001665,+,19,P,SCO3622,Romero et al.,SC_RS20245
TSS-1684,4003937,+,3,P,SCO3624,,SC_RS20255
TSS-1685,4004955,-,15,P,SCO3625,Romero et al.,SC_RS20260
TSS-1686,4006818,-,13,P,SCO3628,,SC_RS20275
TSS-1687,4008222,+,145,P,SCO3630,,SC_RS20285
TSS-1688,4008340,-,2,P,SCO3629,Romero et al.,SC_RS20280
TSS-1689,4010391,+,2,P,SCO3633,,SC_RS20300
TSS-1690,4025472,-,5,P,SCO3646,,SC_RS20370
TSS-1691,4025963,-,3,P,SCO3647,,SC_RS20375
TSS-1692,4028852,-,49,P,SCO3649,,SC_RS20385
TSS-1693,4029494,-,18,P,SCO3650,,SC_RS20390
TSS-1694,4031246,-,4,P,SCO3652,Romero et al.,SC_RS20400
TSS-1695,4032146,-,11,P,SCO3653,,SC_RS20405
TSS-1696,4035925,-,40,P,SCO3656,Romero et al.,SC_RS20420
TSS-1697,4036611,-,26,P,SCO3657,,
TSS-1698,4036689,+,24,P,SCO3658,,SC_RS20430
TSS-1699,4038196,+,6,A,SCO3659,,SC_RS20435
TSS-1700,4038566,-,104,P,SCO3659,Romero et al.,SC_RS20435
TSS-1701,4043078,-,37,P,SCO3661,,SC_RS20445
TSS-1702,4043324,+,7,N,,,
TSS-1703,4043901,-,7295,P,SCO3663,Romero et al.,
TSS-1704,4043962,+,25,P,SCO3664,Romero et al.,SC_RS20455
TSS-1705,4047464,-,6,S,SCO3666,,SC_RS20465
TSS-1706,4047585,-,6,P,SCO3666,,SC_RS20465
TSS-1707,4048317,-,133,P,SCO3667,Romero et al.,SC_RS20470
TSS-1708,4052725,-,424,P,SCO3671,Romero et al.,SC_RS20490
TSS-1709,4058458,-,4,A,SCO3675,,SC_RS20510
TSS-1710,4059496,+,32,P,SCO3676,Romero et al.,SC_RS20515
TSS-1711,4061654,-,56,P,SCO3678,,SC_RS20525
TSS-1712,4061946,-,38,S,SCO3678,,SC_RS20525
TSS-1713,4062131,+,597,P,SCOt30,Vockenhuber et al. and Romero et al.,SC_RS20530
TSS-1714,4064602,+,12,P,SCO3681,Romero et al.,SC_RS20540
TSS-1715,4067492,-,32,P,SCO3684,Romero et al.,SC_RS20555
TSS-1716,4067670,+,3,P,SCO3685,Romero et al.,SC_RS20560
TSS-1717,4068713,-,7,P,SCO3686,Romero et al.,SC_RS20565
TSS-1718,4070335,+,32,I,SCO3688,,SC_RS20575
TSS-1719,4070372,+,25,I,SCO3688,,SC_RS20575
TSS-1720,4070497,+,3,I,SCO3688,,SC_RS20575
TSS-1721,4074209,+,3,P,SCO3693,,SC_RS20600
TSS-1722,4077955,+,33,A,SCO3698,,SC_RS20625
TSS-1723,4078997,-,8,P,SCO3699,,SC_RS20630
TSS-1724,4085883,-,6,P,SCO3709,,SC_RS20680
TSS-1725,4086039,+,1,P,SCO3710,,SC_RS20685
TSS-1726,4087677,+,6,P,SCO3711,,SC_RS20690
TSS-1727,4088061,+,2,P,SCO3712,,SC_RS20695
TSS-1728,4088085,-,30,N,,,
TSS-1729,4090508,-,15,P,SCO3714,Vockenhuber et al. and Romero et al.,SC_RS20705
TSS-1730,4091245,-,67,P,SCO3715,,
TSS-1731,4099460,-,2,P,SCO3724,,SC_RS20750
TSS-1732,4101609,+,1,P,SCO3727,,SC_RS20765
TSS-1733,4105198,+,119,P,SCO3731,,SC_RS20785
TSS-1734,4105236,+,102,S,SCO3731,Romero et al.,SC_RS20785
TSS-1735,4109237,-,2,P,SCO3736,Romero et al.,SC_RS20810
TSS-1736,4119270,-,99,P,SCO3748,Vockenhuber et al. and Romero et al.,SC_RS20865
TSS-1737,4119359,+,15,N,,,
TSS-1738,4120170,-,6,P,SCO3749,Romero et al.,SC_RS20870
TSS-1739,4131938,+,6,A,SCO3758,,SC_RS20915
TSS-1740,4135114,-,11,P,SCO3761,,SC_RS20930
TSS-1741,4137609,-,11,P,SCO3763,,SC_RS20935
TSS-1742,4140257,-,12,P,SCO3765,,SC_RS20945
TSS-1743,4141343,+,292,P,SCO3767,,SC_RS20955
TSS-1744,4153041,+,7,P,SCO3778,Vockenhuber et al. and Romero et al.,SC_RS21010
TSS-1745,4155623,+,7,P,SCO3780,,SC_RS21020
TSS-1746,4160059,-,14,P,SCO3782,,SC_RS21030
TSS-1747,4169611,+,4826,P,SCO3792,Vockenhuber et al. and Romero et al.,SC_RS21080
TSS-1748,4171300,+,11,P,SCO3793,Romero et al.,SC_RS21085
TSS-1749,4172796,-,9,P,SCO3794,,SC_RS21095
TSS-1750,4174574,-,14,P,SCO3795,,SC_RS21100
TSS-1751,4174717,+,5,P,SCO3796,,SC_RS21105
TSS-1752,4179603,-,13,P,SCO3799,,SC_RS21120
TSS-1753,4179615,+,9,P,SCO3800,Romero et al.,SC_RS21125
TSS-1754,4181609,+,6,P,SCO3801,,SC_RS21130
TSS-1755,4182968,+,9,P,SCO3802,,SC_RS21135
TSS-1756,4184790,+,13,P,SCO3805,,SC_RS21150
TSS-1757,4186040,+,7,A,SCO3807,,SC_RS21160
TSS-1758,4186664,-,31,S,SCO3807,,SC_RS21160
TSS-1759,4186679,+,3,P,SCO3808,Vockenhuber et al.,SC_RS21165
TSS-1760,4186700,-,37,P,SCO3807,,SC_RS21160
TSS-1761,4189715,-,5,P,SCO3810,Romero et al.,SC_RS21175
TSS-1762,4189734,+,9,P,SCO3811,,SC_RS21180
TSS-1763,4190996,+,4,P,SCO3812,,SC_RS21185
TSS-1764,4192464,+,66,P,SCO3814,,SC_RS21195
TSS-1765,4196091,-,6,P,SCO3816,Romero et al.,SC_RS21205
TSS-1766,4197432,-,10,P,SCO3817,Romero et al.,SC_RS21210
TSS-1767,4197459,-,7,S,SCO3817,,SC_RS21210
TSS-1768,4197520,+,4,P,SCO3818,Romero et al.,SC_RS21215
TSS-1769,4200473,-,23,S,SCO3820,,SC_RS21225
TSS-1770,4200542,-,27,P,SCO3820,Romero et al.,SC_RS21225
TSS-1771,4200566,+,7,S,SCO3821,Romero et al.,SC_RS21230
TSS-1772,4200647,+,21,P,SCO3821,,SC_RS21230
TSS-1773,4203092,-,147,P,SCO3822,Romero et al.,SC_RS21235
TSS-1774,4203210,+,33,N,,Romero et al.,
TSS-1775,4209978,-,17,P,SCO3827,,SC_RS21265
TSS-1776,4214554,+,5,P,SCO3832,,SC_RS21290
TSS-1777,4215824,-,6,P,SCO3833,,SC_RS21295
TSS-1778,4217380,-,23,P,SCO3834,,SC_RS21300
TSS-1779,4217400,+,10,P,SCO3835,,SC_RS21305
TSS-1780,4222870,-,36,P,SCO3839,Romero et al.,SC_RS21325
TSS-1781,4223718,-,13,P,SCO3840,Romero et al.,SC_RS21330
TSS-1782,4225524,-,2,P,SCO3841,,SC_RS21335
TSS-1783,4226895,-,28,P,SCOt31,Romero et al.,SC_RS21345
TSS-1784,4227007,+,20,S,SCO3843,Romero et al.,SC_RS21350
TSS-1785,4227081,+,232,S,SCO3843,,SC_RS21350
TSS-1786,4227103,+,1467,P,SCO3843,,SC_RS21350
TSS-1787,4227250,+,1,S,SCO3843,,SC_RS21350
TSS-1788,4233527,+,277,P,SCO3848,Romero et al.,SC_RS21375
TSS-1789,4236511,-,5,P,SCO3849,,SC_RS21380
TSS-1790,4238104,+,9,A,SCO3851,,SC_RS21390
TSS-1791,4238360,-,65,P,SCO3852,Romero et al.,SC_RS21395
TSS-1792,4239194,+,11,P,SCO3854,,SC_RS21405
TSS-1793,4240795,-,12,P,SCO3855,,SC_RS21410
TSS-1794,4241410,-,205,P,SCO3856,Romero et al.,SC_RS21415
TSS-1795,4241679,+,84,P,SCO3857,,SC_RS21420
TSS-1796,4243202,+,9,A,SCO3858,,SC_RS21425
TSS-1797,4243384,-,87,P,SCO3858,Romero et al.,SC_RS21425
TSS-1798,4247965,-,144,P,SCO3862,Romero et al.,
TSS-1799,4248804,+,122,P,SCO3864,,SC_RS21460
TSS-1800,4251802,+,22,P,SCO3868,,SC_RS21480
TSS-1801,4252822,+,175,P,SCO3869,Romero et al.,SC_RS21485
TSS-1802,4256085,-,4,A,SCO3869,,SC_RS21485
TSS-1803,4258461,-,4,S,SCO3870,Romero et al.,SC_RS21490
TSS-1804,4258916,-,21,P,SCO3870,Romero et al.,SC_RS21490
TSS-1805,4258993,+,98,P,SCO3871,,SC_RS21495
TSS-1806,4259901,-,122,P,SCOt33,Vockenhuber et al. and Romero et al.,SC_RS21500
TSS-1807,4260654,-,6,S,SCO3872,,SC_RS21505
TSS-1808,4260906,-,9,P,SCO3872,Romero et al.,SC_RS21505
TSS-1809,4265574,-,1143,P,SCO3874,Vockenhuber et al. and Romero et al.,SC_RS21515
TSS-1810,4267939,-,182,P,SCO3876,,SC_RS21525
TSS-1811,4268550,-,180,P,SCO3877,,SC_RS21530
TSS-1812,4269936,-,7,S,SCO3878,,SC_RS21535
TSS-1813,4269955,-,216,P,SCO3878,,SC_RS21535
TSS-1814,4270243,-,110,S,SCO3878,,SC_RS21535
TSS-1815,4270495,-,13,N,,Romero et al.,
TSS-1816,4272843,-,35,P,SCO3879,Romero et al.,SC_RS21540
TSS-1817,4272883,+,79,S,SCO3880,Romero et al.,SC_RS21545
TSS-1818,4272963,+,1004,P,SCO3880,Romero et al.,SC_RS21545
TSS-1819,4273559,+,18,P,SCO3882,Romero et al.,SC_RS21555
TSS-1820,4273845,-,11,A,SCO3882,,SC_RS21555
TSS-1821,4274002,+,6,P,SCO3883,,SC_RS21560
TSS-1822,4277021,+,35,P,SCO3886,Romero et al.,SC_RS21575
TSS-1823,4277949,+,10,P,SCO3887,,SC_RS21580
TSS-1824,4279325,+,32,P,SCO3888,,SC_RS21585
TSS-1825,4281621,-,27,P,SCO3890,,SC_RS21595
TSS-1826,4282643,-,27,P,SCO3891,Romero et al.,SC_RS21600
TSS-1827,4283450,-,9,P,SCO3892,,SC_RS21605
TSS-1828,4285070,-,29,S,SCO3893,Romero et al.,SC_RS21610
TSS-1829,4285095,-,46,P,SCO3893,,SC_RS21610
TSS-1830,4292334,-,164,P,SCO3897,,SC_RS21630
TSS-1831,4292353,+,26,A,SCO3897,,SC_RS21630
TSS-1832,4293666,-,5,P,SCO3898,,SC_RS21635
TSS-1833,4295598,-,74,P,SCO3900,Romero et al.,SC_RS21645
TSS-1834,4295743,+,78,P,SCO3901,,SC_RS21650
TSS-1835,4298819,+,3,P,SCO3902,,SC_RS21655
TSS-1836,4300268,+,3,N,,,
TSS-1837,4302577,-,81,P,SCO3904,,SC_RS21665
TSS-1838,4303012,-,14,P,SCO3905,Romero et al.,SC_RS21670
TSS-1839,4303080,+,225,P,SCO3906,Vockenhuber et al. and Romero et al.,SC_RS21675
TSS-1840,4303167,+,33,S,SCO3906,Romero et al.,SC_RS21675
TSS-1841,4304235,+,11,P,SCO3908,,SC_RS21685
TSS-1842,4306816,+,13,P,SCO3911,,SC_RS21700
TSS-1843,4308344,+,8,P,SCO3912,,SC_RS21705
TSS-1844,4308427,+,5,S,SCO3912,,SC_RS21705
TSS-1845,4310339,-,11,P,SCO3913,,SC_RS21710
TSS-1846,4310875,-,47,P,SCO3914,,SC_RS21715
TSS-1847,4314318,-,14,P,SCO3918,,SC_RS21735
TSS-1848,4315336,-,10,P,SCO3919,,SC_RS21740
TSS-1849,4315355,+,11,N,,Romero et al.,
TSS-1850,4317531,+,15,P,SCO3923,,SC_RS21760
TSS-1851,4317599,-,6,P,SCO3922,,SC_RS21755
TSS-1852,4317615,+,11,S,SCO3923,,SC_RS21760
TSS-1853,4318070,+,237,P,SCO3924,Romero et al.,SC_RS21765
TSS-1854,4319421,+,5,P,SCO3926,,SC_RS21775
TSS-1855,4320621,+,10,A,SCO3927,,SC_RS21780
TSS-1856,4321572,+,2909,P,SCO3928,Romero et al.,SC_RS21785
TSS-1857,4322963,+,59,I,SCO3928,Romero et al.,SC_RS21785
TSS-1858,4323771,+,290,N,,,
TSS-1859,4323803,+,519,N,,,
TSS-1860,4323842,+,309,N,,Romero et al.,
TSS-1861,4325866,-,502,P,SCO3929,Romero et al.,SC_RS21790
TSS-1862,4325943,+,3,P,SCO3930,,SC_RS21795
TSS-1863,4326774,-,9,N,,Romero et al.,
TSS-1864,4328065,-,3,I,SCO3932,,SC_RS21805
TSS-1865,4328460,+,2223,P,SCO3933,,SC_RS21810
TSS-1866,4332699,-,41,I,SCO3937,Romero et al.,SC_RS21830
TSS-1867,4333756,-,4,S,SCO3937,,SC_RS21830
TSS-1868,4333779,-,5,P,SCO3937,,SC_RS21830
TSS-1869,4336433,-,190,P,SCO3940,Romero et al.,SC_RS21845
TSS-1870,4336751,+,27,A,SCO3941,,SC_RS21850
TSS-1871,4337697,-,93,P,SCO3941,Romero et al.,SC_RS21850
TSS-1872,4337715,+,76,P,SCO3942,,
TSS-1873,4339530,+,24,P,SCO3944,Romero et al.,SC_RS21860
TSS-1874,4340821,+,114,P,SCO3945,Romero et al.,SC_RS21865
TSS-1875,4350765,-,12,I,SCO3950,,SC_RS21890
TSS-1876,4351943,-,11,P,SCO3951,,SC_RS21895
TSS-1877,4352730,+,3,A,SCO3953,,SC_RS21905
TSS-1878,4353010,-,7,P,SCO3953,,SC_RS21905
TSS-1879,4355984,+,669,P,SCO3956,Romero et al.,SC_RS21920
TSS-1880,4361825,-,7,P,SCO3961,Romero et al.,SC_RS21945
TSS-1881,4363267,-,13,P,SCO3962,,SC_RS21950
TSS-1882,4370022,+,19,N,,Romero et al.,
TSS-1883,4372078,+,17,N,,,
TSS-1884,4372090,-,10,P,SCO3970,,SC_RS21990
TSS-1885,4373705,-,15,P,SCO3971,Romero et al.,SC_RS21995
TSS-1886,4373868,+,84,P,SCO3972,Romero et al.,SC_RS22000
TSS-1887,4373983,-,3,S,SCO3971,Romero et al.,SC_RS21995
TSS-1888,4376916,-,12,P,SCO3974,Vockenhuber et al. and Romero et al.,SC_RS22010
TSS-1889,4378082,-,4,P,SCO3975,Romero et al.,SC_RS22015
TSS-1890,4378924,+,2,S,SCO3977,Romero et al.,SC_RS22025
TSS-1891,4379098,-,9,P,SCO3976,,SC_RS22020
TSS-1892,4379250,+,1305,P,SCO3977,Romero et al.,SC_RS22025
TSS-1893,4379266,+,15,S,SCO3977,,SC_RS22025
TSS-1894,4381958,-,6,P,SCO3978,,SC_RS22030
TSS-1895,4382657,+,2,P,SCOt34,Romero et al.,SC_RS22040
TSS-1896,4383566,-,42,P,SCO3980,,SC_RS22045
TSS-1897,4384371,-,10,P,SCO3981,,SC_RS22050
TSS-1898,4386360,-,157,A,SCO3987,Romero et al.,SC_RS22075
TSS-1899,4386621,+,17,P,SCO3988,,SC_RS22080
TSS-1900,4387539,-,40,N,,Romero et al.,
TSS-1901,4387836,+,62,A,SCO3990,,
TSS-1902,4393601,-,10,P,SCO3998,,SC_RS22110
TSS-1903,4394039,+,2077,P,SCO3999,,SC_RS22115
TSS-1904,4396795,+,4,P,SCO4002,,SC_RS22130
TSS-1905,4397767,+,3,P,SCO4005,Romero et al.,SC_RS22135
TSS-1906,4398312,+,3,P,SCO4006,,SC_RS22140
TSS-1907,4406725,-,132,P,SCO4009,,SC_RS22155
TSS-1908,4406761,-,36,S,SCO4009,Romero et al.,SC_RS22155
TSS-1909,4407434,+,32,P,SCOt35,Romero et al.,SC_RS22165
TSS-1910,4407473,+,22,S,SCOt35,,SC_RS22165
TSS-1911,4407739,+,77,P,SCOt36,,SC_RS22170
TSS-1912,4407977,+,52,P,SCO4011,,SC_RS22175
TSS-1913,4409011,+,117,P,SCO4013,Romero et al.,SC_RS22185
TSS-1914,4410930,-,24,P,SCO4014,,SC_RS22190
TSS-1915,4410971,+,2,P,SCO4015,,SC_RS22195
TSS-1916,4412004,+,16,P,SCO4016,,SC_RS22200
TSS-1917,4415204,+,12,P,SCO4020,Romero et al.,SC_RS22220
TSS-1918,4421136,+,2,P,SCO4024,,SC_RS22240
TSS-1919,4424470,-,5,P,SCO4027,,SC_RS22255
TSS-1920,4424575,+,11,P,SCO4028,Romero et al.,SC_RS22260
TSS-1921,4428671,+,5,A,SCO4031,,SC_RS22275
TSS-1922,4430185,-,10,P,SCO4032,Romero et al.,SC_RS22280
TSS-1923,4430299,+,9,P,SCO4033,,SC_RS22285
TSS-1924,4431740,-,8,P,SCO4034,Vockenhuber et al. and Romero et al.,SC_RS22290
TSS-1925,4433494,-,22,P,SCO4037,,SC_RS22305
TSS-1926,4433630,-,10,P,SCOt37,,SC_RS22310
TSS-1927,4434754,-,21,S,SCO4039,,SC_RS22320
TSS-1928,4434845,-,21,P,SCO4039,,SC_RS22320
TSS-1929,4435478,+,22,P,SCO4041,,SC_RS22330
TSS-1930,4437184,-,317,P,SCO4043,Vockenhuber et al. and Romero et al.,SC_RS22340
TSS-1931,4439791,-,14,P,SCO4047,,SC_RS22360
TSS-1932,4444929,+,56,P,SCO4053,,SC_RS22390
TSS-1933,4447147,+,4,P,SCO4054,,SC_RS22395
TSS-1934,4449137,-,16,P,SCO4055,Romero et al.,SC_RS22400
TSS-1935,4449191,+,35,P,SCO4056,Romero et al.,SC_RS22405
TSS-1936,4450531,+,5,P,SCO4058,,SC_RS22415
TSS-1937,4451663,+,5,P,SCO4060,,
TSS-1938,4452206,-,43,I,SCO4061,Romero et al.,SC_RS22425
TSS-1939,4456952,-,4,P,SCOt38,Romero et al.,SC_RS22450
TSS-1940,4457029,+,293,P,SCOs03,Romero et al.,SC_RS22455
TSS-1941,4457168,+,38,P,SCO4067,,SC_RS22460
TSS-1942,4459641,+,2,P,SCO4068,,SC_RS22465
TSS-1943,4461056,+,381,P,SCO4069,Romero et al.,SC_RS22470
TSS-1944,4463290,+,288,P,SCO4070,Romero et al.,SC_RS22475
TSS-1945,4464960,+,41,P,SCO4071,,SC_RS22480
TSS-1946,4466054,-,8,P,SCOt39,Romero et al.,SC_RS22485
TSS-1947,4469743,-,4,P,SCO4075,,SC_RS22505
TSS-1948,4470108,-,147,S,SCOt40,,SC_RS22510
TSS-1949,4470149,-,1461,P,SCOt40,Romero et al.,SC_RS22510
TSS-1950,4470689,-,63,P,SCO4076,,SC_RS22520
TSS-1951,4470723,-,24,S,SCO4076,Romero et al.,SC_RS22520
TSS-1952,4470898,+,76,P,SCO4077,Romero et al.,SC_RS22525
TSS-1953,4474768,-,83,S,SCO4080,,SC_RS22540
TSS-1954,4474796,-,119,P,SCO4080,,SC_RS22540
TSS-1955,4479327,+,2634,P,SCO4086,Romero et al.,SC_RS22565
TSS-1956,4482428,-,5056,P,SCO4088,Vockenhuber et al. and Romero et al.,SC_RS22575
TSS-1957,4482452,-,928,S,SCO4088,Romero et al.,SC_RS22575
TSS-1958,4483811,-,3,P,SCO4089,Romero et al.,SC_RS22580
TSS-1959,4485006,+,9,S,SCO4091,Romero et al.,SC_RS22590
TSS-1960,4485056,-,4,N,,Romero et al.,
TSS-1961,4485240,+,2364,P,SCO4091,Romero et al.,SC_RS22590
TSS-1962,4485305,-,45,N,,,
TSS-1963,4486578,-,5,P,SCOt41,Romero et al.,SC_RS22600
TSS-1964,4490828,-,15,P,SCOt42,,SC_RS22610
TSS-1965,4490911,-,19,P,SCOt43,Romero et al.,SC_RS22615
TSS-1966,4491049,-,9,P,SCOt44,Romero et al.,SC_RS22620
TSS-1967,4491865,+,5,A,SCO4093,,SC_RS22625
TSS-1968,4492813,-,2,P,SCO4093,Romero et al.,SC_RS22625
TSS-1969,4494011,+,11,P,SCO4096,Vockenhuber et al. and Romero et al.,SC_RS22640
TSS-1970,4496497,+,8,P,SCO4097,,SC_RS22645
TSS-1971,4498115,+,9,P,SCOt45,Romero et al.,SC_RS22650
TSS-1972,4498965,+,3,P,SCO4099,,SC_RS22660
TSS-1973,4502809,-,4,P,SCO4103,Romero et al.,SC_RS22680
TSS-1974,4505453,+,43,P,SCOt46,Romero et al.,SC_RS22700
TSS-1975,4506959,-,2,N,,,
TSS-1976,4507128,+,25,P,SCO4108,Romero et al.,SC_RS22710
TSS-1977,4515138,-,48,P,SCO4114,Vockenhuber et al. and Romero et al.,SC_RS22740
TSS-1978,4515752,+,18,P,SCO4115,Romero et al.,SC_RS22745
TSS-1979,4523360,-,5,P,SCO4117,,SC_RS22755
TSS-1980,4523411,-,3,S,SCO4117,,SC_RS22755
TSS-1981,4524526,-,286,P,SCO4118,Romero et al.,SC_RS22760
TSS-1982,4529410,+,20,S,SCO4122,,SC_RS22780
TSS-1983,4529468,+,29,P,SCO4122,,SC_RS22780
TSS-1984,4530071,+,9,N,,,
TSS-1985,4530415,+,5020,P,SCOr13,Vockenhuber et al. and Romero et al.,SC_RS22785
TSS-1986,4537896,+,81,P,SCO4125,,SC_RS22810
TSS-1987,4545701,-,45,S,SCO4131,,SC_RS22840
TSS-1988,4545730,+,64,S,SCO4132,,SC_RS22845
TSS-1989,4545769,-,94,P,SCO4131,,SC_RS22840
TSS-1990,4545840,-,40,S,SCO4131,Romero et al.,SC_RS22840
TSS-1991,4545850,+,68,P,SCO4132,,SC_RS22845
TSS-1992,4547126,+,213,P,SCO4133,,SC_RS22850
TSS-1993,4549586,-,26,P,SCO4134,,SC_RS22855
TSS-1994,4550070,-,5,N,,Romero et al.,
TSS-1995,4550984,+,60,I,SCO4135,,SC_RS22860
TSS-1996,4551104,+,41,N,,Romero et al.,
TSS-1997,4551716,-,4,S,SCO4136,Romero et al.,SC_RS22870
TSS-1998,4551860,+,11,P,SCO4137,,SC_RS22875
TSS-1999,4552148,-,12,P,SCO4136,,SC_RS22870
TSS-2000,4562289,-,4,P,SCO4145,Romero et al.,SC_RS22915
TSS-2001,4564603,-,14,A,SCO4148,,SC_RS22930
TSS-2002,4574985,-,9,P,SCO4157,Romero et al.,SC_RS22975
TSS-2003,4576134,-,27,P,SCO4158,Vockenhuber et al.,SC_RS22980
TSS-2004,4577179,-,77,P,SCO4159,Romero et al.,SC_RS22985
TSS-2005,4578069,+,20,P,SCO4161,Romero et al.,SC_RS22995
TSS-2006,4579764,+,44,P,SCO4163,,SC_RS23005
TSS-2007,4580774,+,106,P,SCO4164,Romero et al.,SC_RS23010
TSS-2008,4582262,+,18,P,SCO4166,Romero et al.,SC_RS23020
TSS-2009,4584006,+,5,P,SCO4169,,SC_RS23035
TSS-2010,4588574,+,193,P,SCO4176,Romero et al.,SC_RS23070
TSS-2011,4588580,-,703,P,SCO4175,Romero et al.,SC_RS23065
TSS-2012,4589444,+,134,P,SCO4177,,SC_RS23075
TSS-2013,4589811,+,214,P,SCO4178,,
TSS-2014,4590561,+,136,P,SCO4180,Romero et al.,SC_RS23085
TSS-2015,4591019,+,5,P,SCO4181,Romero et al.,SC_RS23090
TSS-2016,4592529,-,6,P,SCO4182,,SC_RS23095
TSS-2017,4593537,+,38,P,SCO4184,,SC_RS23105
TSS-2018,4593651,+,19,S,SCO4184,,SC_RS23105
TSS-2019,4595605,+,22,P,SCO4186,,SC_RS23115
TSS-2020,4597299,-,1272,P,SCO4187,,SC_RS23120
TSS-2021,4597385,+,12,P,SCO4188,Romero et al.,SC_RS23125
TSS-2022,4598523,+,21,P,SCO4190,,SC_RS23135
TSS-2023,4598546,-,5,P,SCO4189,,SC_RS23130
TSS-2024,4598635,+,10,S,SCO4190,Romero et al.,SC_RS23135
TSS-2025,4600336,+,6,P,SCO4192,,SC_RS23145
TSS-2026,4601462,+,11,P,SCO4193,,SC_RS23150
TSS-2027,4602509,+,7,P,SCO4194,,SC_RS23155
TSS-2028,4607362,+,59,P,SCO4198,Romero et al.,SC_RS23175
TSS-2029,4608516,+,8,S,SCO4200,Romero et al.,SC_RS23185
TSS-2030,4608527,+,95,P,SCO4200,Romero et al.,SC_RS23185
TSS-2031,4608695,-,39,A,SCO4200,,SC_RS23185
TSS-2032,4610678,-,7,P,SCO4201,,SC_RS23190
TSS-2033,4614619,+,6,P,SCO4205,Romero et al.,SC_RS23210
TSS-2034,4615969,-,2,P,SCO4206,Romero et al.,SC_RS23215
TSS-2035,4616019,+,2,P,SCO4207,,SC_RS23220
TSS-2036,4617903,-,2,P,SCO4208,,SC_RS23225
TSS-2037,4617947,+,7,S,SCO4209,,SC_RS23230
TSS-2038,4618020,+,211,P,SCO4209,Romero et al.,SC_RS23230
TSS-2039,4619401,-,9,P,SCO4210,,SC_RS23235
TSS-2040,4620202,-,17,P,SCO4211,,
TSS-2041,4620341,+,45,P,SCO4212,,SC_RS23245
TSS-2042,4621093,+,1,P,SCO4213,,SC_RS23250
TSS-2043,4623623,-,104,P,SCO4214,,SC_RS23255
TSS-2044,4623652,+,15,P,SCO4215,,SC_RS23260
TSS-2045,4624796,-,6,P,SCO4216,,SC_RS23265
TSS-2046,4625942,+,10,P,SCO4218,Romero et al.,SC_RS23275
TSS-2047,4626220,+,12,P,SCO4219,Romero et al.,SC_RS23280
TSS-2048,4627747,-,17,P,SCO4220,,SC_RS23285
TSS-2049,4628248,-,54,P,SCO4221,,SC_RS23290
TSS-2050,4628314,+,111,P,SCO4222,,SC_RS23295
TSS-2051,4631506,-,5,P,SCO4225,,SC_RS23310
TSS-2052,4632008,-,4,P,SCO4226,,SC_RS23315
TSS-2053,4632208,-,98,P,SCO4227,,SC_RS23320
TSS-2054,4633053,-,30,P,SCO4228,Romero et al.,SC_RS23325
TSS-2055,4633199,+,31,P,SCO4229,Romero et al.,SC_RS23330
TSS-2056,4636112,-,8,P,SCO4231,,SC_RS23340
TSS-2057,4636723,+,1530,P,SCO4232,Romero et al.,SC_RS23345
TSS-2058,4636795,-,9,A,SCO4232,,SC_RS23345
TSS-2059,4637492,-,19,N,,Romero et al.,
TSS-2060,4638359,+,6,P,SCO4234,,SC_RS23355
